"Step","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean__MAX","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean__MIN","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean__MAX","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean__MIN","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean__MAX"
"167","198.98403930664062","198.98403930664062","198.98403930664062","11.795212745666504","11.795212745666504","11.795212745666504","131.675537109375","131.675537109375","131.675537109375","149.5963592529297","149.5963592529297","149.5963592529297","10.236979484558105","10.236979484558105","10.236979484558105","183.7317657470703","183.7317657470703","183.7317657470703"
"168","198.98403930664062","198.98403930664062","198.98403930664062","12.742021560668945","12.742021560668945","12.742021560668945","132.36436462402344","132.36436462402344","132.36436462402344","150.3697967529297","150.3697967529297","150.3697967529297","10.236979484558105","10.236979484558105","10.236979484558105","181.9244842529297","181.9244842529297","181.9244842529297"
"169","198.98403930664062","198.98403930664062","198.98403930664062","12.763298034667969","12.763298034667969","12.763298034667969","135.23138427734375","135.23138427734375","135.23138427734375","147.28125","147.28125","147.28125","10.283854484558105","10.283854484558105","10.283854484558105","179.7213592529297","179.7213592529297","179.7213592529297"
"170","198.98403930664062","198.98403930664062","198.98403930664062","14.265957832336426","14.265957832336426","14.265957832336426","137.55319213867188","137.55319213867188","137.55319213867188","147.28125","147.28125","147.28125","10.2890625","10.2890625","10.2890625","179.7213592529297","179.7213592529297","179.7213592529297"
"171","198.98403930664062","198.98403930664062","198.98403930664062","14.27393627166748","14.27393627166748","14.27393627166748","138.13563537597656","138.13563537597656","138.13563537597656","146.9635467529297","146.9635467529297","146.9635467529297","10.278645515441895","10.278645515441895","10.278645515441895","181.1848907470703","181.1848907470703","181.1848907470703"
"172","198.98403930664062","198.98403930664062","198.98403930664062","14.28723430633545","14.28723430633545","14.28723430633545","138.2792510986328","138.2792510986328","138.2792510986328","151.6223907470703","151.6223907470703","151.6223907470703","10.283854484558105","10.283854484558105","10.283854484558105","176.3411407470703","176.3411407470703","176.3411407470703"
"173","198.98403930664062","198.98403930664062","198.98403930664062","14.268616676330566","14.268616676330566","14.268616676330566","138.01329040527344","138.01329040527344","138.01329040527344","151.7369842529297","151.7369842529297","151.7369842529297","10.270833015441895","10.270833015441895","10.270833015441895","177.3984375","177.3984375","177.3984375"
"174","198.98403930664062","198.98403930664062","198.98403930664062","15","15","15","139.050537109375","139.050537109375","139.050537109375","164.4427032470703","164.4427032470703","164.4427032470703","9.8046875","9.8046875","9.8046875","176.9244842529297","176.9244842529297","176.9244842529297"
"175","198.98403930664062","198.98403930664062","198.98403930664062","14.89893627166748","14.89893627166748","14.89893627166748","139.19415283203125","139.19415283203125","139.19415283203125","159.0989532470703","159.0989532470703","159.0989532470703","9.838541984558105","9.838541984558105","9.838541984558105","174.6015625","174.6015625","174.6015625"
"176","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","137.31382751464844","137.31382751464844","137.31382751464844","160.3541717529297","160.3541717529297","160.3541717529297","9.713541984558105","9.713541984558105","9.713541984558105","171.7447967529297","171.7447967529297","171.7447967529297"
"177","198.98403930664062","198.98403930664062","198.98403930664062","14.845745086669922","14.845745086669922","14.845745086669922","135.67819213867188","135.67819213867188","135.67819213867188","157.9036407470703","157.9036407470703","157.9036407470703","9.739583015441895","9.739583015441895","9.739583015441895","174.0390625","174.0390625","174.0390625"
"178","198.98403930664062","198.98403930664062","198.98403930664062","14.856383323669434","14.856383323669434","14.856383323669434","135.5053253173828","135.5053253173828","135.5053253173828","164.515625","164.515625","164.515625","15.3828125","15.3828125","15.3828125","173.0104217529297","173.0104217529297","173.0104217529297"
"179","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","135.574462890625","135.574462890625","135.574462890625","159.6276092529297","159.6276092529297","159.6276092529297","15.401041984558105","15.401041984558105","15.401041984558105","168.9270782470703","168.9270782470703","168.9270782470703"
"180","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","134.36170959472656","134.36170959472656","134.36170959472656","157.8385467529297","157.8385467529297","157.8385467529297","15.393229484558105","15.393229484558105","15.393229484558105","169.578125","169.578125","169.578125"
"181","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","133.33511352539062","133.33511352539062","133.33511352539062","164.265625","164.265625","164.265625","15.4765625","15.4765625","15.4765625","169.7265625","169.7265625","169.7265625"
"182","198.98403930664062","198.98403930664062","198.98403930664062","14.867021560668945","14.867021560668945","14.867021560668945","131.09042358398438","131.09042358398438","131.09042358398438","162.6197967529297","162.6197967529297","162.6197967529297","15.463541984558105","15.463541984558105","15.463541984558105","169.7265625","169.7265625","169.7265625"
"183","198.98403930664062","198.98403930664062","198.98403930664062","14.867021560668945","14.867021560668945","14.867021560668945","130.21542358398438","130.21542358398438","130.21542358398438","162.9166717529297","162.9166717529297","162.9166717529297","15.518229484558105","15.518229484558105","15.518229484558105","166.3255157470703","166.3255157470703","166.3255157470703"
"184","198.98403930664062","198.98403930664062","198.98403930664062","14.882978439331055","14.882978439331055","14.882978439331055","131.98138427734375","131.98138427734375","131.98138427734375","162.9166717529297","162.9166717529297","162.9166717529297","15.572916984558105","15.572916984558105","15.572916984558105","166.1614532470703","166.1614532470703","166.1614532470703"
"185","198.98403930664062","198.98403930664062","198.98403930664062","14.795212745666504","14.795212745666504","14.795212745666504","131.1542510986328","131.1542510986328","131.1542510986328","162.9114532470703","162.9114532470703","162.9114532470703","15.505208015441895","15.505208015441895","15.505208015441895","163.125","163.125","163.125"
"186","198.98403930664062","198.98403930664062","198.98403930664062","14.736701965332031","14.736701965332031","14.736701965332031","129.9920196533203","129.9920196533203","129.9920196533203","160.1510467529297","160.1510467529297","160.1510467529297","15.651041984558105","15.651041984558105","15.651041984558105","165.5833282470703","165.5833282470703","165.5833282470703"
"187","198.98403930664062","198.98403930664062","198.98403930664062","14.72606372833252","14.72606372833252","14.72606372833252","129.5292510986328","129.5292510986328","129.5292510986328","164.2786407470703","164.2786407470703","164.2786407470703","15.9453125","15.9453125","15.9453125","167.2239532470703","167.2239532470703","167.2239532470703"
"188","198.98403930664062","198.98403930664062","198.98403930664062","13.478723526000977","13.478723526000977","13.478723526000977","129.7127685546875","129.7127685546875","129.7127685546875","158.765625","158.765625","158.765625","16.01302146911621","16.01302146911621","16.01302146911621","165.671875","165.671875","165.671875"
"189","198.98403930664062","198.98403930664062","198.98403930664062","13.452127456665039","13.452127456665039","13.452127456665039","132.73670959472656","132.73670959472656","132.73670959472656","167.828125","167.828125","167.828125","16.22395896911621","16.22395896911621","16.22395896911621","165.6458282470703","165.6458282470703","165.6458282470703"
"190","198.98403930664062","198.98403930664062","198.98403930664062","13.420212745666504","13.420212745666504","13.420212745666504","132.88563537597656","132.88563537597656","132.88563537597656","161.734375","161.734375","161.734375","16.47916603088379","16.47916603088379","16.47916603088379","164.4375","164.4375","164.4375"
"191","198.98403930664062","198.98403930664062","198.98403930664062","13.41489315032959","13.41489315032959","13.41489315032959","130.82713317871094","130.82713317871094","130.82713317871094","171.8125","171.8125","171.8125","16.62239646911621","16.62239646911621","16.62239646911621","161.625","161.625","161.625"
"192","198.98403930664062","198.98403930664062","198.98403930664062","13.441489219665527","13.441489219665527","13.441489219665527","132.10372924804688","132.10372924804688","132.10372924804688","173.6015625","173.6015625","173.6015625","16.65885353088379","16.65885353088379","16.65885353088379","160.9557342529297","160.9557342529297","160.9557342529297"
"193","198.98403930664062","198.98403930664062","198.98403930664062","13.444149017333984","13.444149017333984","13.444149017333984","132.17819213867188","132.17819213867188","132.17819213867188","177.9661407470703","177.9661407470703","177.9661407470703","16.6328125","16.6328125","16.6328125","160.9583282470703","160.9583282470703","160.9583282470703"
"194","198.98403930664062","198.98403930664062","198.98403930664062","13.510638236999512","13.510638236999512","13.510638236999512","131.9574432373047","131.9574432373047","131.9574432373047","179.6119842529297","179.6119842529297","179.6119842529297","16.8203125","16.8203125","16.8203125","160.6640625","160.6640625","160.6640625"
"195","198.98403930664062","198.98403930664062","198.98403930664062","13.521276473999023","13.521276473999023","13.521276473999023","132.81915283203125","132.81915283203125","132.81915283203125","179.6328125","179.6328125","179.6328125","16.82552146911621","16.82552146911621","16.82552146911621","158.6822967529297","158.6822967529297","158.6822967529297"
"196","198.98403930664062","198.98403930664062","198.98403930664062","13.534574508666992","13.534574508666992","13.534574508666992","130.824462890625","130.824462890625","130.824462890625","169.8541717529297","169.8541717529297","169.8541717529297","17.02083396911621","17.02083396911621","17.02083396911621","160.7447967529297","160.7447967529297","160.7447967529297"
"197","198.98403930664062","198.98403930664062","198.98403930664062","13.60106372833252","13.60106372833252","13.60106372833252","132.08511352539062","132.08511352539062","132.08511352539062","160.5989532470703","160.5989532470703","160.5989532470703","17.01302146911621","17.01302146911621","17.01302146911621","160.1744842529297","160.1744842529297","160.1744842529297"
"198","198.98403930664062","198.98403930664062","198.98403930664062","13.58776569366455","13.58776569366455","13.58776569366455","133.57180786132812","133.57180786132812","133.57180786132812","163.8151092529297","163.8151092529297","163.8151092529297","17.29947853088379","17.29947853088379","17.29947853088379","158.515625","158.515625","158.515625"
"199","198.98403930664062","198.98403930664062","198.98403930664062","13.58510684967041","13.58510684967041","13.58510684967041","135.324462890625","135.324462890625","135.324462890625","164.9713592529297","164.9713592529297","164.9713592529297","17.3671875","17.3671875","17.3671875","158.0703125","158.0703125","158.0703125"
"200","198.98403930664062","198.98403930664062","198.98403930664062","13.571808815002441","13.571808815002441","13.571808815002441","136.9122314453125","136.9122314453125","136.9122314453125","170.3385467529297","170.3385467529297","170.3385467529297","17.671875","17.671875","17.671875","160.8697967529297","160.8697967529297","160.8697967529297"
"201","198.98403930664062","198.98403930664062","198.98403930664062","13.555850982666016","13.555850982666016","13.555850982666016","137.84840393066406","137.84840393066406","137.84840393066406","170.6223907470703","170.6223907470703","170.6223907470703","17.66927146911621","17.66927146911621","17.66927146911621","162.4739532470703","162.4739532470703","162.4739532470703"
"202","198.98403930664062","198.98403930664062","198.98403930664062","13.529254913330078","13.529254913330078","13.529254913330078","136.89894104003906","136.89894104003906","136.89894104003906","180.0364532470703","180.0364532470703","180.0364532470703","12.322916984558105","12.322916984558105","12.322916984558105","163.3229217529297","163.3229217529297","163.3229217529297"
"203","198.98403930664062","198.98403930664062","198.98403930664062","13.492021560668945","13.492021560668945","13.492021560668945","137.82713317871094","137.82713317871094","137.82713317871094","174.2369842529297","174.2369842529297","174.2369842529297","12.28125","12.28125","12.28125","164.3229217529297","164.3229217529297","164.3229217529297"
"204","198.98403930664062","198.98403930664062","198.98403930664062","13.5","13.5","13.5","140.199462890625","140.199462890625","140.199462890625","174.2369842529297","174.2369842529297","174.2369842529297","12.28125","12.28125","12.28125","166.3333282470703","166.3333282470703","166.3333282470703"
"205","198.98403930664062","198.98403930664062","198.98403930664062","13.617021560668945","13.617021560668945","13.617021560668945","141.52127075195312","141.52127075195312","141.52127075195312","174.2369842529297","174.2369842529297","174.2369842529297","12.0625","12.0625","12.0625","163.5963592529297","163.5963592529297","163.5963592529297"
"206","198.98403930664062","198.98403930664062","198.98403930664062","14.06382942199707","14.06382942199707","14.06382942199707","139.3377685546875","139.3377685546875","139.3377685546875","174.2369842529297","174.2369842529297","174.2369842529297","12.075520515441895","12.075520515441895","12.075520515441895","157.2630157470703","157.2630157470703","157.2630157470703"
"207","198.98403930664062","198.98403930664062","198.98403930664062","13.81117057800293","13.81117057800293","13.81117057800293","141.9175567626953","141.9175567626953","141.9175567626953","173.8463592529297","173.8463592529297","173.8463592529297","12.013020515441895","12.013020515441895","12.013020515441895","160.171875","160.171875","160.171875"
"208","198.98403930664062","198.98403930664062","198.98403930664062","13.803191184997559","13.803191184997559","13.803191184997559","142.38563537597656","142.38563537597656","142.38563537597656","183.5963592529297","183.5963592529297","183.5963592529297","11.953125","11.953125","11.953125","158.0026092529297","158.0026092529297","158.0026092529297"
"209","198.98403930664062","198.98403930664062","198.98403930664062","13.78989315032959","13.78989315032959","13.78989315032959","141.02394104003906","141.02394104003906","141.02394104003906","186.6145782470703","186.6145782470703","186.6145782470703","12.096354484558105","12.096354484558105","12.096354484558105","160.6848907470703","160.6848907470703","160.6848907470703"
"210","198.98403930664062","198.98403930664062","198.98403930664062","13.781914710998535","13.781914710998535","13.781914710998535","139.875","139.875","139.875","176.7473907470703","176.7473907470703","176.7473907470703","11.997395515441895","11.997395515441895","11.997395515441895","159.6953125","159.6953125","159.6953125"
"211","198.98403930664062","198.98403930664062","198.98403930664062","13.707447052001953","13.707447052001953","13.707447052001953","141.82713317871094","141.82713317871094","141.82713317871094","168.03125","168.03125","168.03125","12.653645515441895","12.653645515441895","12.653645515441895","159.8489532470703","159.8489532470703","159.8489532470703"
"212","198.98403930664062","198.98403930664062","198.98403930664062","13.683510780334473","13.683510780334473","13.683510780334473","143.46011352539062","143.46011352539062","143.46011352539062","168.1145782470703","168.1145782470703","168.1145782470703","14.255208015441895","14.255208015441895","14.255208015441895","158.6197967529297","158.6197967529297","158.6197967529297"
"213","199.49734497070312","199.49734497070312","199.49734497070312","13.691489219665527","13.691489219665527","13.691489219665527","142.04786682128906","142.04786682128906","142.04786682128906","164.3932342529297","164.3932342529297","164.3932342529297","14.143229484558105","14.143229484558105","14.143229484558105","158.609375","158.609375","158.609375"
"214","200","200","200","14.97606372833252","14.97606372833252","14.97606372833252","138.39361572265625","138.39361572265625","138.39361572265625","164.3932342529297","164.3932342529297","164.3932342529297","13.916666984558105","13.916666984558105","13.916666984558105","158.2630157470703","158.2630157470703","158.2630157470703"
"215","200","200","200","14.018616676330566","14.018616676330566","14.018616676330566","135.88563537597656","135.88563537597656","135.88563537597656","170.8567657470703","170.8567657470703","170.8567657470703","13.770833015441895","13.770833015441895","13.770833015441895","155.2708282470703","155.2708282470703","155.2708282470703"
"216","200","200","200","15.81117057800293","15.81117057800293","15.81117057800293","136.14096069335938","136.14096069335938","136.14096069335938","170.7135467529297","170.7135467529297","170.7135467529297","14.611979484558105","14.611979484558105","14.611979484558105","153.5026092529297","153.5026092529297","153.5026092529297"
"217","200","200","200","14.33510684967041","14.33510684967041","14.33510684967041","134.89361572265625","134.89361572265625","134.89361572265625","170.7135467529297","170.7135467529297","170.7135467529297","14.653645515441895","14.653645515441895","14.653645515441895","154.71875","154.71875","154.71875"
"218","200","200","200","14.869680404663086","14.869680404663086","14.869680404663086","135.73138427734375","135.73138427734375","135.73138427734375","170.5260467529297","170.5260467529297","170.5260467529297","14.505208015441895","14.505208015441895","14.505208015441895","153.3229217529297","153.3229217529297","153.3229217529297"
"219","200","200","200","14.848403930664062","14.848403930664062","14.848403930664062","136.300537109375","136.300537109375","136.300537109375","170.9166717529297","170.9166717529297","170.9166717529297","14.544270515441895","14.544270515441895","14.544270515441895","153.671875","153.671875","153.671875"
"220","200","200","200","14.859042167663574","14.859042167663574","14.859042167663574","135.2047882080078","135.2047882080078","135.2047882080078","166.796875","166.796875","166.796875","14.408854484558105","14.408854484558105","14.408854484558105","153.5520782470703","153.5520782470703","153.5520782470703"
"221","200","200","200","14.56117057800293","14.56117057800293","14.56117057800293","136.0664825439453","136.0664825439453","136.0664825439453","173.0390625","173.0390625","173.0390625","14.419270515441895","14.419270515441895","14.419270515441895","152.7083282470703","152.7083282470703","152.7083282470703"
"222","200","200","200","14.56382942199707","14.56382942199707","14.56382942199707","136.83511352539062","136.83511352539062","136.83511352539062","182.90625","182.90625","182.90625","14.135416984558105","14.135416984558105","14.135416984558105","154.8411407470703","154.8411407470703","154.8411407470703"
"223","200","200","200","14.577127456665039","14.577127456665039","14.577127456665039","140.34307861328125","140.34307861328125","140.34307861328125","187.8203125","187.8203125","187.8203125","14.200520515441895","14.200520515441895","14.200520515441895","151.5885467529297","151.5885467529297","151.5885467529297"
"224","200","200","200","14.56117057800293","14.56117057800293","14.56117057800293","138.66488647460938","138.66488647460938","138.66488647460938","181.6770782470703","181.6770782470703","181.6770782470703","13.921875","13.921875","13.921875","151.2734375","151.2734375","151.2734375"
"225","200","200","200","14.659574508666992","14.659574508666992","14.659574508666992","139.67819213867188","139.67819213867188","139.67819213867188","185.3984375","185.3984375","185.3984375","13.966145515441895","13.966145515441895","13.966145515441895","150.3333282470703","150.3333282470703","150.3333282470703"
"226","200","200","200","14.771276473999023","14.771276473999023","14.771276473999023","141.2127685546875","141.2127685546875","141.2127685546875","185.3984375","185.3984375","185.3984375","13.716145515441895","13.716145515441895","13.716145515441895","148.8411407470703","148.8411407470703","148.8411407470703"
"227","200","200","200","14.760638236999512","14.760638236999512","14.760638236999512","144.300537109375","144.300537109375","144.300537109375","185.4114532470703","185.4114532470703","185.4114532470703","14.057291984558105","14.057291984558105","14.057291984558105","150.0963592529297","150.0963592529297","150.0963592529297"
"228","200","200","200","14.755319595336914","14.755319595336914","14.755319595336914","146.48670959472656","146.48670959472656","146.48670959472656","179.3489532470703","179.3489532470703","179.3489532470703","15.940104484558105","15.940104484558105","15.940104484558105","145.8359375","145.8359375","145.8359375"
"229","200","200","200","14.742021560668945","14.742021560668945","14.742021560668945","149.01063537597656","149.01063537597656","149.01063537597656","178.6119842529297","178.6119842529297","178.6119842529297","16.0859375","16.0859375","16.0859375","148.578125","148.578125","148.578125"
"230","200","200","200","14.739361763000488","14.739361763000488","14.739361763000488","149.35372924804688","149.35372924804688","149.35372924804688","173.9947967529297","173.9947967529297","173.9947967529297","16.44791603088379","16.44791603088379","16.44791603088379","152.9765625","152.9765625","152.9765625"
"231","200","200","200","14.723403930664062","14.723403930664062","14.723403930664062","149.77659606933594","149.77659606933594","149.77659606933594","166.9947967529297","166.9947967529297","166.9947967529297","20.01822853088379","20.01822853088379","20.01822853088379","153.46875","153.46875","153.46875"
"232","200","200","200","14.752659797668457","14.752659797668457","14.752659797668457","149.98670959472656","149.98670959472656","149.98670959472656","165.6276092529297","165.6276092529297","165.6276092529297","23.72916603088379","23.72916603088379","23.72916603088379","155.8020782470703","155.8020782470703","155.8020782470703"
"233","200","200","200","14.734042167663574","14.734042167663574","14.734042167663574","148.8829803466797","148.8829803466797","148.8829803466797","160.0859375","160.0859375","160.0859375","23.59114646911621","23.59114646911621","23.59114646911621","154.8072967529297","154.8072967529297","154.8072967529297"
"234","200","200","200","14.744680404663086","14.744680404663086","14.744680404663086","149.43882751464844","149.43882751464844","149.43882751464844","160.0859375","160.0859375","160.0859375","23.54166603088379","23.54166603088379","23.54166603088379","155.796875","155.796875","155.796875"
"235","200","200","200","16.555850982666016","16.555850982666016","16.555850982666016","150.97872924804688","150.97872924804688","150.97872924804688","163.9895782470703","163.9895782470703","163.9895782470703","23.14322853088379","23.14322853088379","23.14322853088379","155.796875","155.796875","155.796875"
"236","200","200","200","16.57712745666504","16.57712745666504","16.57712745666504","148.81915283203125","148.81915283203125","148.81915283203125","170.1953125","170.1953125","170.1953125","21.51822853088379","21.51822853088379","21.51822853088379","153.9661407470703","153.9661407470703","153.9661407470703"
"237","200","200","200","16.48404312133789","16.48404312133789","16.48404312133789","145.93617248535156","145.93617248535156","145.93617248535156","170.1953125","170.1953125","170.1953125","21.65885353088379","21.65885353088379","21.65885353088379","154.0026092529297","154.0026092529297","154.0026092529297"
"238","200","200","200","16.48670196533203","16.48670196533203","16.48670196533203","148.76861572265625","148.76861572265625","148.76861572265625","170.1953125","170.1953125","170.1953125","21.76822853088379","21.76822853088379","21.76822853088379","155.7369842529297","155.7369842529297","155.7369842529297"
"239","200","200","200","16.5","16.5","16.5","148.76861572265625","148.76861572265625","148.76861572265625","170.1953125","170.1953125","170.1953125","22.171875","22.171875","22.171875","160.7890625","160.7890625","160.7890625"
"240","200","200","200","16.49734115600586","16.49734115600586","16.49734115600586","148.98670959472656","148.98670959472656","148.98670959472656","171.3489532470703","171.3489532470703","171.3489532470703","22.29947853088379","22.29947853088379","22.29947853088379","165.0338592529297","165.0338592529297","165.0338592529297"
"241","200","200","200","16.444149017333984","16.444149017333984","16.444149017333984","147.73936462402344","147.73936462402344","147.73936462402344","167.3307342529297","167.3307342529297","167.3307342529297","22.70052146911621","22.70052146911621","22.70052146911621","166.0182342529297","166.0182342529297","166.0182342529297"
"242","200","200","200","17.803192138671875","17.803192138671875","17.803192138671875","148.1303253173828","148.1303253173828","148.1303253173828","172.1354217529297","172.1354217529297","172.1354217529297","23.11458396911621","23.11458396911621","23.11458396911621","167.7083282470703","167.7083282470703","167.7083282470703"
"243","198.82713317871094","198.82713317871094","198.82713317871094","18.712766647338867","18.712766647338867","18.712766647338867","151.0452117919922","151.0452117919922","151.0452117919922","175.4453125","175.4453125","175.4453125","26.90625","26.90625","26.90625","169.3411407470703","169.3411407470703","169.3411407470703"
"244","198.82713317871094","198.82713317871094","198.82713317871094","18.635639190673828","18.635639190673828","18.635639190673828","147.81382751464844","147.81382751464844","147.81382751464844","180.9609375","180.9609375","180.9609375","27.09635353088379","27.09635353088379","27.09635353088379","172.2421875","172.2421875","172.2421875"
"245","198.82713317871094","198.82713317871094","198.82713317871094","18.928192138671875","18.928192138671875","18.928192138671875","148.38563537597656","148.38563537597656","148.38563537597656","186.5026092529297","186.5026092529297","186.5026092529297","27.58854103088379","27.58854103088379","27.58854103088379","175.0494842529297","175.0494842529297","175.0494842529297"
"246","198.82713317871094","198.82713317871094","198.82713317871094","18.933509826660156","18.933509826660156","18.933509826660156","146.56117248535156","146.56117248535156","146.56117248535156","186.5026092529297","186.5026092529297","186.5026092529297","27.80208396911621","27.80208396911621","27.80208396911621","167.9609375","167.9609375","167.9609375"
"247","198.73936462402344","198.73936462402344","198.73936462402344","18.944149017333984","18.944149017333984","18.944149017333984","144.8297882080078","144.8297882080078","144.8297882080078","180.9791717529297","180.9791717529297","180.9791717529297","31.24479103088379","31.24479103088379","31.24479103088379","166.8307342529297","166.8307342529297","166.8307342529297"
"248","198.73936462402344","198.73936462402344","198.73936462402344","18.946807861328125","18.946807861328125","18.946807861328125","145.0425567626953","145.0425567626953","145.0425567626953","180.9791717529297","180.9791717529297","180.9791717529297","31.45052146911621","31.45052146911621","31.45052146911621","167.203125","167.203125","167.203125"
"249","198.73936462402344","198.73936462402344","198.73936462402344","18.946807861328125","18.946807861328125","18.946807861328125","146.31915283203125","146.31915283203125","146.31915283203125","177.28125","177.28125","177.28125","31.859375","31.859375","31.859375","168.7109375","168.7109375","168.7109375"
"250","198.73936462402344","198.73936462402344","198.73936462402344","18.95212745666504","18.95212745666504","18.95212745666504","146.32180786132812","146.32180786132812","146.32180786132812","173.1953125","173.1953125","173.1953125","35.50520706176758","35.50520706176758","35.50520706176758","167.8411407470703","167.8411407470703","167.8411407470703"
"251","198.73936462402344","198.73936462402344","198.73936462402344","19.03191566467285","19.03191566467285","19.03191566467285","142.89361572265625","142.89361572265625","142.89361572265625","172.7864532470703","172.7864532470703","172.7864532470703","35.59375","35.59375","35.59375","162.703125","162.703125","162.703125"
"252","198.73936462402344","198.73936462402344","198.73936462402344","18.867021560668945","18.867021560668945","18.867021560668945","142.04786682128906","142.04786682128906","142.04786682128906","177.8385467529297","177.8385467529297","177.8385467529297","33.97395706176758","33.97395706176758","33.97395706176758","166.9635467529297","166.9635467529297","166.9635467529297"
"253","198.73936462402344","198.73936462402344","198.73936462402344","18.428192138671875","18.428192138671875","18.428192138671875","142.7792510986328","142.7792510986328","142.7792510986328","178.7734375","178.7734375","178.7734375","34.36198043823242","34.36198043823242","34.36198043823242","166.9635467529297","166.9635467529297","166.9635467529297"
"254","198.73936462402344","198.73936462402344","198.73936462402344","18.305850982666016","18.305850982666016","18.305850982666016","140.39096069335938","140.39096069335938","140.39096069335938","178.7734375","178.7734375","178.7734375","36.87760543823242","36.87760543823242","36.87760543823242","164.84375","164.84375","164.84375"
"255","198.73936462402344","198.73936462402344","198.73936462402344","18.351064682006836","18.351064682006836","18.351064682006836","141.5797882080078","141.5797882080078","141.5797882080078","177.1328125","177.1328125","177.1328125","33.48958206176758","33.48958206176758","33.48958206176758","158.4895782470703","158.4895782470703","158.4895782470703"
"256","198.73936462402344","198.73936462402344","198.73936462402344","18.351064682006836","18.351064682006836","18.351064682006836","144.14894104003906","144.14894104003906","144.14894104003906","173.9036407470703","173.9036407470703","173.9036407470703","32.09114456176758","32.09114456176758","32.09114456176758","158.4895782470703","158.4895782470703","158.4895782470703"
"257","198.73936462402344","198.73936462402344","198.73936462402344","18.353723526000977","18.353723526000977","18.353723526000977","147.0877685546875","147.0877685546875","147.0877685546875","170.7213592529297","170.7213592529297","170.7213592529297","32.09895706176758","32.09895706176758","32.09895706176758","159.8385467529297","159.8385467529297","159.8385467529297"
"258","198.73936462402344","198.73936462402344","198.73936462402344","18.37234115600586","18.37234115600586","18.37234115600586","144.79786682128906","144.79786682128906","144.79786682128906","170.7213592529297","170.7213592529297","170.7213592529297","37.85676956176758","37.85676956176758","37.85676956176758","159.8385467529297","159.8385467529297","159.8385467529297"
"259","198.73936462402344","198.73936462402344","198.73936462402344","18.65691566467285","18.65691566467285","18.65691566467285","141.86436462402344","141.86436462402344","141.86436462402344","176.2447967529297","176.2447967529297","176.2447967529297","37.50520706176758","37.50520706176758","37.50520706176758","159.8385467529297","159.8385467529297","159.8385467529297"
"260","198.73936462402344","198.73936462402344","198.73936462402344","18.757978439331055","18.757978439331055","18.757978439331055","145.3670196533203","145.3670196533203","145.3670196533203","166.4921875","166.4921875","166.4921875","43.01301956176758","43.01301956176758","43.01301956176758","157.9635467529297","157.9635467529297","157.9635467529297"
"261","198.73936462402344","198.73936462402344","198.73936462402344","17.478723526000977","17.478723526000977","17.478723526000977","149.1196746826172","149.1196746826172","149.1196746826172","164.6328125","164.6328125","164.6328125","45.26823043823242","45.26823043823242","45.26823043823242","157.9635467529297","157.9635467529297","157.9635467529297"
"262","198.73936462402344","198.73936462402344","198.73936462402344","17.5505313873291","17.5505313873291","17.5505313873291","151.8297882080078","151.8297882080078","151.8297882080078","168.71875","168.71875","168.71875","45.19270706176758","45.19270706176758","45.19270706176758","156.1484375","156.1484375","156.1484375"
