"Step","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean__MAX","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean__MIN","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean__MAX","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean__MIN","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean__MAX"
"41","39.49201965332031","39.49201965332031","39.49201965332031","21.93882942199707","21.93882942199707","21.93882942199707","24.430850982666016","24.430850982666016","24.430850982666016","69.8515625","69.8515625","69.8515625","25.34635353088379","25.34635353088379","25.34635353088379","52.9296875","52.9296875","52.9296875"
"42","41.071807861328125","41.071807861328125","41.071807861328125","21.316490173339844","21.316490173339844","21.316490173339844","24.034574508666992","24.034574508666992","24.034574508666992","78.07552337646484","78.07552337646484","78.07552337646484","25.3125","25.3125","25.3125","59.55729293823242","59.55729293823242","59.55729293823242"
"43","43.51861572265625","43.51861572265625","43.51861572265625","20.965425491333008","20.965425491333008","20.965425491333008","24.715425491333008","24.715425491333008","24.715425491333008","82.09114837646484","82.09114837646484","82.09114837646484","25.12239646911621","25.12239646911621","25.12239646911621","64.02864837646484","64.02864837646484","64.02864837646484"
"44","44.50798034667969","44.50798034667969","44.50798034667969","20.489360809326172","20.489360809326172","20.489360809326172","24.34308433532715","24.34308433532715","24.34308433532715","81.984375","81.984375","81.984375","24.4453125","24.4453125","24.4453125","62.34375","62.34375","62.34375"
"45","45.88563919067383","45.88563919067383","45.88563919067383","20.3005313873291","20.3005313873291","20.3005313873291","24.683509826660156","24.683509826660156","24.683509826660156","85.4453125","85.4453125","85.4453125","24.59114646911621","24.59114646911621","24.59114646911621","64.55208587646484","64.55208587646484","64.55208587646484"
"46","47.4760627746582","47.4760627746582","47.4760627746582","19.9494686126709","19.9494686126709","19.9494686126709","24.553192138671875","24.553192138671875","24.553192138671875","84.67447662353516","84.67447662353516","84.67447662353516","23.88802146911621","23.88802146911621","23.88802146911621","66.625","66.625","66.625"
"47","48.178192138671875","48.178192138671875","48.178192138671875","19.01595687866211","19.01595687866211","19.01595687866211","23.79787254333496","23.79787254333496","23.79787254333496","87.75","87.75","87.75","23.59895896911621","23.59895896911621","23.59895896911621","70.00260162353516","70.00260162353516","70.00260162353516"
"48","50.699466705322266","50.699466705322266","50.699466705322266","18.57978630065918","18.57978630065918","18.57978630065918","24.17287254333496","24.17287254333496","24.17287254333496","78.6640625","78.6640625","78.6640625","23.84375","23.84375","23.84375","76.890625","76.890625","76.890625"
"49","52.23936080932617","52.23936080932617","52.23936080932617","18.393617630004883","18.393617630004883","18.393617630004883","24.48670196533203","24.48670196533203","24.48670196533203","75.31510162353516","75.31510162353516","75.31510162353516","24.64583396911621","24.64583396911621","24.64583396911621","84.38021087646484","84.38021087646484","84.38021087646484"
"50","53.38829803466797","53.38829803466797","53.38829803466797","18.37234115600586","18.37234115600586","18.37234115600586","25.412233352661133","25.412233352661133","25.412233352661133","75.3828125","75.3828125","75.3828125","24.9765625","24.9765625","24.9765625","85.74739837646484","85.74739837646484","85.74739837646484"
"51","54.808509826660156","54.808509826660156","54.808509826660156","18.228723526000977","18.228723526000977","18.228723526000977","26.287233352661133","26.287233352661133","26.287233352661133","70.61978912353516","70.61978912353516","70.61978912353516","24.5234375","24.5234375","24.5234375","88.19010162353516","88.19010162353516","88.19010162353516"
"52","56.76861572265625","56.76861572265625","56.76861572265625","18.069149017333984","18.069149017333984","18.069149017333984","26.555850982666016","26.555850982666016","26.555850982666016","75.36978912353516","75.36978912353516","75.36978912353516","24.359375","24.359375","24.359375","93.73958587646484","93.73958587646484","93.73958587646484"
"53","58.67287063598633","58.67287063598633","58.67287063598633","17.98404312133789","17.98404312133789","17.98404312133789","26.601064682006836","26.601064682006836","26.601064682006836","85.21875","85.21875","85.21875","24.59635353088379","24.59635353088379","24.59635353088379","96.59375","96.59375","96.59375"
"54","61.300533294677734","61.300533294677734","61.300533294677734","17.720745086669922","17.720745086669922","17.720745086669922","27.196807861328125","27.196807861328125","27.196807861328125","81.05208587646484","81.05208587646484","81.05208587646484","24.30729103088379","24.30729103088379","24.30729103088379","99.015625","99.015625","99.015625"
"55","64.44149017333984","64.44149017333984","64.44149017333984","17.558509826660156","17.558509826660156","17.558509826660156","27.48670196533203","27.48670196533203","27.48670196533203","89.57291412353516","89.57291412353516","89.57291412353516","24.09375","24.09375","24.09375","105.39583587646484","105.39583587646484","105.39583587646484"
"56","66.97872161865234","66.97872161865234","66.97872161865234","17.518617630004883","17.518617630004883","17.518617630004883","27.558509826660156","27.558509826660156","27.558509826660156","96.3359375","96.3359375","96.3359375","22.32291603088379","22.32291603088379","22.32291603088379","106.30728912353516","106.30728912353516","106.30728912353516"
"57","69.13829803466797","69.13829803466797","69.13829803466797","17.393617630004883","17.393617630004883","17.393617630004883","27.654254913330078","27.654254913330078","27.654254913330078","93.36978912353516","93.36978912353516","93.36978912353516","22.27864646911621","22.27864646911621","22.27864646911621","110.328125","110.328125","110.328125"
"58","71.48403930664062","71.48403930664062","71.48403930664062","17.268617630004883","17.268617630004883","17.268617630004883","28.159574508666992","28.159574508666992","28.159574508666992","91.2890625","91.2890625","91.2890625","21.74739646911621","21.74739646911621","21.74739646911621","115.5703125","115.5703125","115.5703125"
"59","73.22340393066406","73.22340393066406","73.22340393066406","17.087766647338867","17.087766647338867","17.087766647338867","28.106382369995117","28.106382369995117","28.106382369995117","89.11978912353516","89.11978912353516","89.11978912353516","21.828125","21.828125","21.828125","118.19271087646484","118.19271087646484","118.19271087646484"
"60","75.76063537597656","75.76063537597656","75.76063537597656","17.167552947998047","17.167552947998047","17.167552947998047","28.875","28.875","28.875","99.17708587646484","99.17708587646484","99.17708587646484","21.8203125","21.8203125","21.8203125","119.96353912353516","119.96353912353516","119.96353912353516"
"61","78.10638427734375","78.10638427734375","78.10638427734375","16.989360809326172","16.989360809326172","16.989360809326172","29.56382942199707","29.56382942199707","29.56382942199707","104.25260162353516","104.25260162353516","104.25260162353516","21.171875","21.171875","21.171875","124.36978912353516","124.36978912353516","124.36978912353516"
"62","80.70744323730469","80.70744323730469","80.70744323730469","16.867021560668945","16.867021560668945","16.867021560668945","29.909574508666992","29.909574508666992","29.909574508666992","111.56510162353516","111.56510162353516","111.56510162353516","20.25260353088379","20.25260353088379","20.25260353088379","124.91927337646484","124.91927337646484","124.91927337646484"
"63","82.54521179199219","82.54521179199219","82.54521179199219","16.803192138671875","16.803192138671875","16.803192138671875","30.92021369934082","30.92021369934082","30.92021369934082","113.09114837646484","113.09114837646484","113.09114837646484","22.47395896911621","22.47395896911621","22.47395896911621","129.9947967529297","129.9947967529297","129.9947967529297"
"64","85.26596069335938","85.26596069335938","85.26596069335938","16.726064682006836","16.726064682006836","16.726064682006836","31.56382942199707","31.56382942199707","31.56382942199707","106.40885162353516","106.40885162353516","106.40885162353516","21.15104103088379","21.15104103088379","21.15104103088379","129.140625","129.140625","129.140625"
"65","88.22074127197266","88.22074127197266","88.22074127197266","16.457447052001953","16.457447052001953","16.457447052001953","32.914894104003906","32.914894104003906","32.914894104003906","106.36978912353516","106.36978912353516","106.36978912353516","19.38802146911621","19.38802146911621","19.38802146911621","127.69271087646484","127.69271087646484","127.69271087646484"
"66","90.82978820800781","90.82978820800781","90.82978820800781","16.24734115600586","16.24734115600586","16.24734115600586","33.25265884399414","33.25265884399414","33.25265884399414","113.59375","113.59375","113.59375","19.29166603088379","19.29166603088379","19.29166603088379","128.5885467529297","128.5885467529297","128.5885467529297"
"67","92.88298034667969","92.88298034667969","92.88298034667969","16.220745086669922","16.220745086669922","16.220745086669922","34.074466705322266","34.074466705322266","34.074466705322266","115.88802337646484","115.88802337646484","115.88802337646484","19.0390625","19.0390625","19.0390625","129.7890625","129.7890625","129.7890625"
"68","95.27925872802734","95.27925872802734","95.27925872802734","15.917552947998047","15.917552947998047","15.917552947998047","35.5","35.5","35.5","123.703125","123.703125","123.703125","20.28125","20.28125","20.28125","137.4296875","137.4296875","137.4296875"
"69","98.17819213867188","98.17819213867188","98.17819213867188","15.58510684967041","15.58510684967041","15.58510684967041","36.70478820800781","36.70478820800781","36.70478820800781","135.234375","135.234375","135.234375","20.70833396911621","20.70833396911621","20.70833396911621","141.6432342529297","141.6432342529297","141.6432342529297"
"70","101.04521179199219","101.04521179199219","101.04521179199219","15.401596069335938","15.401596069335938","15.401596069335938","36.76595687866211","36.76595687866211","36.76595687866211","136.2005157470703","136.2005157470703","136.2005157470703","20.52604103088379","20.52604103088379","20.52604103088379","143.1875","143.1875","143.1875"
"71","104.69414520263672","104.69414520263672","104.69414520263672","15.16223430633545","15.16223430633545","15.16223430633545","39.34840393066406","39.34840393066406","39.34840393066406","146.3203125","146.3203125","146.3203125","20.0859375","20.0859375","20.0859375","146.5859375","146.5859375","146.5859375"
"72","108.01596069335938","108.01596069335938","108.01596069335938","15.159574508666992","15.159574508666992","15.159574508666992","39.63563919067383","39.63563919067383","39.63563919067383","146.171875","146.171875","146.171875","19.7421875","19.7421875","19.7421875","145.75","145.75","145.75"
"73","110.48936462402344","110.48936462402344","110.48936462402344","15.095745086669922","15.095745086669922","15.095745086669922","41.86701965332031","41.86701965332031","41.86701965332031","156.0130157470703","156.0130157470703","156.0130157470703","19.38541603088379","19.38541603088379","19.38541603088379","145.1276092529297","145.1276092529297","145.1276092529297"
"74","113.88298034667969","113.88298034667969","113.88298034667969","15.130319595336914","15.130319595336914","15.130319595336914","44.96808624267578","44.96808624267578","44.96808624267578","159.9010467529297","159.9010467529297","159.9010467529297","21.51041603088379","21.51041603088379","21.51041603088379","149.4895782470703","149.4895782470703","149.4895782470703"
"75","116.84042358398438","116.84042358398438","116.84042358398438","15.007978439331055","15.007978439331055","15.007978439331055","47.175533294677734","47.175533294677734","47.175533294677734","168.2109375","168.2109375","168.2109375","21.5390625","21.5390625","21.5390625","154.03125","154.03125","154.03125"
"76","118.90957641601562","118.90957641601562","118.90957641601562","14.821808815002441","14.821808815002441","14.821808815002441","48.26329803466797","48.26329803466797","48.26329803466797","169.3151092529297","169.3151092529297","169.3151092529297","27.4140625","27.4140625","27.4140625","151.28125","151.28125","151.28125"
"77","121.82978820800781","121.82978820800781","121.82978820800781","14.832447052001953","14.832447052001953","14.832447052001953","49.62234115600586","49.62234115600586","49.62234115600586","160.0651092529297","160.0651092529297","160.0651092529297","27.6796875","27.6796875","27.6796875","152.5442657470703","152.5442657470703","152.5442657470703"
"78","124.49201965332031","124.49201965332031","124.49201965332031","14.880319595336914","14.880319595336914","14.880319595336914","53.210105895996094","53.210105895996094","53.210105895996094","155.2265625","155.2265625","155.2265625","28.25","28.25","28.25","155.5703125","155.5703125","155.5703125"
"79","127.55052947998047","127.55052947998047","127.55052947998047","14.58776569366455","14.58776569366455","14.58776569366455","56.16755294799805","56.16755294799805","56.16755294799805","153.2265625","153.2265625","153.2265625","28.25","28.25","28.25","154.7994842529297","154.7994842529297","154.7994842529297"
"80","130.53457641601562","130.53457641601562","130.53457641601562","14.441489219665527","14.441489219665527","14.441489219665527","57.462764739990234","57.462764739990234","57.462764739990234","152.8880157470703","152.8880157470703","152.8880157470703","29.09114646911621","29.09114646911621","29.09114646911621","159.9270782470703","159.9270782470703","159.9270782470703"
"81","133.7207489013672","133.7207489013672","133.7207489013672","14.327127456665039","14.327127456665039","14.327127456665039","59.1861686706543","59.1861686706543","59.1861686706543","154.2552032470703","154.2552032470703","154.2552032470703","29.04947853088379","29.04947853088379","29.04947853088379","163.3619842529297","163.3619842529297","163.3619842529297"
"82","137.2074432373047","137.2074432373047","137.2074432373047","14.154254913330078","14.154254913330078","14.154254913330078","60.76329803466797","60.76329803466797","60.76329803466797","165.0286407470703","165.0286407470703","165.0286407470703","35.17448043823242","35.17448043823242","35.17448043823242","158.9140625","158.9140625","158.9140625"
"83","138.84840393066406","138.84840393066406","138.84840393066406","14.06117057800293","14.06117057800293","14.06117057800293","63.37765884399414","63.37765884399414","63.37765884399414","162.7161407470703","162.7161407470703","162.7161407470703","35.24739456176758","35.24739456176758","35.24739456176758","159.765625","159.765625","159.765625"
"84","142.2420196533203","142.2420196533203","142.2420196533203","13.893616676330566","13.893616676330566","13.893616676330566","66.52925872802734","66.52925872802734","66.52925872802734","163.171875","163.171875","163.171875","34.609375","34.609375","34.609375","158.7630157470703","158.7630157470703","158.7630157470703"
"85","144.72605895996094","144.72605895996094","144.72605895996094","13.978723526000977","13.978723526000977","13.978723526000977","69.79521179199219","69.79521179199219","69.79521179199219","163.5703125","163.5703125","163.5703125","34.52604293823242","34.52604293823242","34.52604293823242","161.796875","161.796875","161.796875"
"86","146.4946746826172","146.4946746826172","146.4946746826172","13.96010684967041","13.96010684967041","13.96010684967041","72.76329803466797","72.76329803466797","72.76329803466797","163.4609375","163.4609375","163.4609375","40.00520706176758","40.00520706176758","40.00520706176758","163.2760467529297","163.2760467529297","163.2760467529297"
