"Step","CartPole_flava-full_contrastive_20240425_151959 - rollout/ep_clip_rew_mean","CartPole_flava-full_contrastive_20240425_151959 - rollout/ep_clip_rew_mean__MIN","CartPole_flava-full_contrastive_20240425_151959 - rollout/ep_clip_rew_mean__MAX","CartPole_flava-full_contrastive_20240425_151531 - rollout/ep_clip_rew_mean","CartPole_flava-full_contrastive_20240425_151531 - rollout/ep_clip_rew_mean__MIN","CartPole_flava-full_contrastive_20240425_151531 - rollout/ep_clip_rew_mean__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - rollout/ep_clip_rew_mean","CartPole_flava-full_goal_baseline_reg_20240425_150737 - rollout/ep_clip_rew_mean__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - rollout/ep_clip_rew_mean__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - rollout/ep_clip_rew_mean","CartPole_flava-full_goal_baseline_reg_20240425_150202 - rollout/ep_clip_rew_mean__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - rollout/ep_clip_rew_mean__MAX","CartPole_flava-full_cosine_20240425_143913 - rollout/ep_clip_rew_mean","CartPole_flava-full_cosine_20240425_143913 - rollout/ep_clip_rew_mean__MIN","CartPole_flava-full_cosine_20240425_143913 - rollout/ep_clip_rew_mean__MAX","CartPole_flava-full_cosine_20240425_142155 - rollout/ep_clip_rew_mean","CartPole_flava-full_cosine_20240425_142155 - rollout/ep_clip_rew_mean__MIN","CartPole_flava-full_cosine_20240425_142155 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_clip_rew_mean","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_clip_rew_mean__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_clip_rew_mean__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_clip_rew_mean","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_clip_rew_mean__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_clip_rew_mean__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_clip_rew_mean","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_clip_rew_mean__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_clip_rew_mean","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_clip_rew_mean","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_clip_rew_mean","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_clip_rew_mean__MAX"
"274","-28.115962982177734","-28.115962982177734","-28.115962982177734","-22.916275024414062","-22.916275024414062","-22.916275024414062","177.927978515625","177.927978515625","177.927978515625","177.91395568847656","177.91395568847656","177.91395568847656","44.303741455078125","44.303741455078125","44.303741455078125","44.75407409667969","44.75407409667969","44.75407409667969","17.821922302246094","17.821922302246094","17.821922302246094","16.059486389160156","16.059486389160156","16.059486389160156","13.923128128051758","13.923128128051758","13.923128128051758","13.534284591674805","13.534284591674805","13.534284591674805","196.09249877929688","196.09249877929688","196.09249877929688","2.9125962257385254","2.9125962257385254","2.9125962257385254","187.358154296875","187.358154296875","187.358154296875","71.67382049560547","71.67382049560547","71.67382049560547","196.06402587890625","196.06402587890625","196.06402587890625","44.787109375","44.787109375","44.787109375","187.7091064453125","187.7091064453125","187.7091064453125","70.08816528320312","70.08816528320312","70.08816528320312"
"275","-28.11939239501953","-28.11939239501953","-28.11939239501953","-22.953533172607422","-22.953533172607422","-22.953533172607422","177.92881774902344","177.92881774902344","177.92881774902344","177.92601013183594","177.92601013183594","177.92601013183594","44.36545944213867","44.36545944213867","44.36545944213867","44.75519561767578","44.75519561767578","44.75519561767578","17.822959899902344","17.822959899902344","17.822959899902344","16.06022071838379","16.06022071838379","16.06022071838379","13.95261001586914","13.95261001586914","13.95261001586914","13.508757591247559","13.508757591247559","13.508757591247559","196.0924530029297","196.0924530029297","196.0924530029297","3.054231643676758","3.054231643676758","3.054231643676758","187.36985778808594","187.36985778808594","187.36985778808594","71.76423645019531","71.76423645019531","71.76423645019531","196.05795288085938","196.05795288085938","196.05795288085938","44.7904052734375","44.7904052734375","44.7904052734375","187.7227325439453","187.7227325439453","187.7227325439453","70.08682250976562","70.08682250976562","70.08682250976562"
"276","-28.093870162963867","-28.093870162963867","-28.093870162963867","-23.011287689208984","-23.011287689208984","-23.011287689208984","177.9285125732422","177.9285125732422","177.9285125732422","177.92578125","177.92578125","177.92578125","44.338478088378906","44.338478088378906","44.338478088378906","44.707889556884766","44.707889556884766","44.707889556884766","17.829395294189453","17.829395294189453","17.829395294189453","16.063236236572266","16.063236236572266","16.063236236572266","13.997587203979492","13.997587203979492","13.997587203979492","13.505297660827637","13.505297660827637","13.505297660827637","196.09027099609375","196.09027099609375","196.09027099609375","3.091277837753296","3.091277837753296","3.091277837753296","187.3609161376953","187.3609161376953","187.3609161376953","71.78012084960938","71.78012084960938","71.78012084960938","196.05691528320312","196.05691528320312","196.05691528320312","44.79441833496094","44.79441833496094","44.79441833496094","187.73870849609375","187.73870849609375","187.73870849609375","70.1937484741211","70.1937484741211","70.1937484741211"
"277","-28.101072311401367","-28.101072311401367","-28.101072311401367","-23.040372848510742","-23.040372848510742","-23.040372848510742","177.93724060058594","177.93724060058594","177.93724060058594","177.9268798828125","177.9268798828125","177.9268798828125","44.40278625488281","44.40278625488281","44.40278625488281","44.717567443847656","44.717567443847656","44.717567443847656","17.832117080688477","17.832117080688477","17.832117080688477","16.104196548461914","16.104196548461914","16.104196548461914","14.01221752166748","14.01221752166748","14.01221752166748","13.466092109680176","13.466092109680176","13.466092109680176","196.08798217773438","196.08798217773438","196.08798217773438","3.0804831981658936","3.0804831981658936","3.0804831981658936","187.3004150390625","187.3004150390625","187.3004150390625","71.75545501708984","71.75545501708984","71.75545501708984","196.05014038085938","196.05014038085938","196.05014038085938","44.75409698486328","44.75409698486328","44.75409698486328","187.72201538085938","187.72201538085938","187.72201538085938","70.30885314941406","70.30885314941406","70.30885314941406"
"278","-28.115055084228516","-28.115055084228516","-28.115055084228516","-23.0417423248291","-23.0417423248291","-23.0417423248291","177.93116760253906","177.93116760253906","177.93116760253906","177.91928100585938","177.91928100585938","177.91928100585938","44.43196105957031","44.43196105957031","44.43196105957031","44.70344161987305","44.70344161987305","44.70344161987305","17.795164108276367","17.795164108276367","17.795164108276367","16.144670486450195","16.144670486450195","16.144670486450195","14.029504776000977","14.029504776000977","14.029504776000977","13.457062721252441","13.457062721252441","13.457062721252441","196.08856201171875","196.08856201171875","196.08856201171875","3.1026618480682373","3.1026618480682373","3.1026618480682373","187.30458068847656","187.30458068847656","187.30458068847656","71.7654037475586","71.7654037475586","71.7654037475586","196.0495147705078","196.0495147705078","196.0495147705078","44.777732849121094","44.777732849121094","44.777732849121094","187.74868774414062","187.74868774414062","187.74868774414062","70.10123443603516","70.10123443603516","70.10123443603516"
"279","-28.091360092163086","-28.091360092163086","-28.091360092163086","-22.97490692138672","-22.97490692138672","-22.97490692138672","177.94241333007812","177.94241333007812","177.94241333007812","177.9185791015625","177.9185791015625","177.9185791015625","44.42988204956055","44.42988204956055","44.42988204956055","44.697654724121094","44.697654724121094","44.697654724121094","17.803627014160156","17.803627014160156","17.803627014160156","16.14830207824707","16.14830207824707","16.14830207824707","14.055258750915527","14.055258750915527","14.055258750915527","13.531450271606445","13.531450271606445","13.531450271606445","196.08995056152344","196.08995056152344","196.08995056152344","3.0807368755340576","3.0807368755340576","3.0807368755340576","187.3180389404297","187.3180389404297","187.3180389404297","71.75578308105469","71.75578308105469","71.75578308105469","196.05661010742188","196.05661010742188","196.05661010742188","45.00016403198242","45.00016403198242","45.00016403198242","187.75674438476562","187.75674438476562","187.75674438476562","70.33721160888672","70.33721160888672","70.33721160888672"
"280","-28.077648162841797","-28.077648162841797","-28.077648162841797","-22.92946434020996","-22.92946434020996","-22.92946434020996","177.9694366455078","177.9694366455078","177.9694366455078","177.9257049560547","177.9257049560547","177.9257049560547","44.486412048339844","44.486412048339844","44.486412048339844","44.69845199584961","44.69845199584961","44.69845199584961","17.763561248779297","17.763561248779297","17.763561248779297","16.144739151000977","16.144739151000977","16.144739151000977","14.083381652832031","14.083381652832031","14.083381652832031","13.529056549072266","13.529056549072266","13.529056549072266","196.09222412109375","196.09222412109375","196.09222412109375","3.117415428161621","3.117415428161621","3.117415428161621","187.32884216308594","187.32884216308594","187.32884216308594","71.77426147460938","71.77426147460938","71.77426147460938","196.06393432617188","196.06393432617188","196.06393432617188","45.15306854248047","45.15306854248047","45.15306854248047","187.74179077148438","187.74179077148438","187.74179077148438","70.4262924194336","70.4262924194336","70.4262924194336"
"281","-27.943777084350586","-27.943777084350586","-27.943777084350586","-22.968639373779297","-22.968639373779297","-22.968639373779297","177.99510192871094","177.99510192871094","177.99510192871094","177.92605590820312","177.92605590820312","177.92605590820312","44.48187255859375","44.48187255859375","44.48187255859375","44.71015548706055","44.71015548706055","44.71015548706055","17.764911651611328","17.764911651611328","17.764911651611328","16.269968032836914","16.269968032836914","16.269968032836914","14.085162162780762","14.085162162780762","14.085162162780762","13.506206512451172","13.506206512451172","13.506206512451172","196.09202575683594","196.09202575683594","196.09202575683594","3.120310068130493","3.120310068130493","3.120310068130493","187.32876586914062","187.32876586914062","187.32876586914062","71.69473266601562","71.69473266601562","71.69473266601562","196.06309509277344","196.06309509277344","196.06309509277344","45.0692138671875","45.0692138671875","45.0692138671875","187.76126098632812","187.76126098632812","187.76126098632812","70.56362915039062","70.56362915039062","70.56362915039062"
"282","-27.9223690032959","-27.9223690032959","-27.9223690032959","-22.904415130615234","-22.904415130615234","-22.904415130615234","177.98922729492188","177.98922729492188","177.98922729492188","177.9224853515625","177.9224853515625","177.9224853515625","44.56657028198242","44.56657028198242","44.56657028198242","44.72501754760742","44.72501754760742","44.72501754760742","17.712072372436523","17.712072372436523","17.712072372436523","16.315155029296875","16.315155029296875","16.315155029296875","14.101208686828613","14.101208686828613","14.101208686828613","13.492634773254395","13.492634773254395","13.492634773254395","196.09207153320312","196.09207153320312","196.09207153320312","3.1215131282806396","3.1215131282806396","3.1215131282806396","187.32278442382812","187.32278442382812","187.32278442382812","71.69539642333984","71.69539642333984","71.69539642333984","196.06585693359375","196.06585693359375","196.06585693359375","45.14521789550781","45.14521789550781","45.14521789550781","187.75587463378906","187.75587463378906","187.75587463378906","70.5094985961914","70.5094985961914","70.5094985961914"
"283","-27.73898696899414","-27.73898696899414","-27.73898696899414","-22.870553970336914","-22.870553970336914","-22.870553970336914","177.98304748535156","177.98304748535156","177.98304748535156","177.91415405273438","177.91415405273438","177.91415405273438","44.588157653808594","44.588157653808594","44.588157653808594","44.78584671020508","44.78584671020508","44.78584671020508","17.70933723449707","17.70933723449707","17.70933723449707","16.431257247924805","16.431257247924805","16.431257247924805","14.110808372497559","14.110808372497559","14.110808372497559","13.425582885742188","13.425582885742188","13.425582885742188","196.09066772460938","196.09066772460938","196.09066772460938","3.202845573425293","3.202845573425293","3.202845573425293","187.38682556152344","187.38682556152344","187.38682556152344","71.72589111328125","71.72589111328125","71.72589111328125","196.07322692871094","196.07322692871094","196.07322692871094","45.31289291381836","45.31289291381836","45.31289291381836","187.75399780273438","187.75399780273438","187.75399780273438","70.44178009033203","70.44178009033203","70.44178009033203"
"284","-27.680505752563477","-27.680505752563477","-27.680505752563477","-22.889692306518555","-22.889692306518555","-22.889692306518555","177.98321533203125","177.98321533203125","177.98321533203125","177.91392517089844","177.91392517089844","177.91392517089844","44.65299987792969","44.65299987792969","44.65299987792969","44.7900505065918","44.7900505065918","44.7900505065918","17.7110652923584","17.7110652923584","17.7110652923584","16.34773826599121","16.34773826599121","16.34773826599121","14.120797157287598","14.120797157287598","14.120797157287598","13.377091407775879","13.377091407775879","13.377091407775879","196.0888214111328","196.0888214111328","196.0888214111328","3.2777249813079834","3.2777249813079834","3.2777249813079834","187.38095092773438","187.38095092773438","187.38095092773438","71.65538024902344","71.65538024902344","71.65538024902344","196.072509765625","196.072509765625","196.072509765625","46.04864501953125","46.04864501953125","46.04864501953125","187.76901245117188","187.76901245117188","187.76901245117188","70.37073516845703","70.37073516845703","70.37073516845703"
"285","-27.678438186645508","-27.678438186645508","-27.678438186645508","-22.924524307250977","-22.924524307250977","-22.924524307250977","177.98500061035156","177.98500061035156","177.98500061035156","177.91493225097656","177.91493225097656","177.91493225097656","44.66030502319336","44.66030502319336","44.66030502319336","44.792510986328125","44.792510986328125","44.792510986328125","17.625394821166992","17.625394821166992","17.625394821166992","16.416419982910156","16.416419982910156","16.416419982910156","14.125749588012695","14.125749588012695","14.125749588012695","13.30956745147705","13.30956745147705","13.30956745147705","196.08436584472656","196.08436584472656","196.08436584472656","3.3172190189361572","3.3172190189361572","3.3172190189361572","187.3954620361328","187.3954620361328","187.3954620361328","71.65203094482422","71.65203094482422","71.65203094482422","196.0719757080078","196.0719757080078","196.0719757080078","46.071842193603516","46.071842193603516","46.071842193603516","187.86044311523438","187.86044311523438","187.86044311523438","70.45036315917969","70.45036315917969","70.45036315917969"
"286","-27.552011489868164","-27.552011489868164","-27.552011489868164","-22.981016159057617","-22.981016159057617","-22.981016159057617","177.980712890625","177.980712890625","177.980712890625","177.89524841308594","177.89524841308594","177.89524841308594","44.63733673095703","44.63733673095703","44.63733673095703","44.799373626708984","44.799373626708984","44.799373626708984","17.620777130126953","17.620777130126953","17.620777130126953","16.414979934692383","16.414979934692383","16.414979934692383","14.132697105407715","14.132697105407715","14.132697105407715","13.265046119689941","13.265046119689941","13.265046119689941","196.08517456054688","196.08517456054688","196.08517456054688","3.3050453662872314","3.3050453662872314","3.3050453662872314","187.401123046875","187.401123046875","187.401123046875","71.51390838623047","71.51390838623047","71.51390838623047","196.06503295898438","196.06503295898438","196.06503295898438","46.19914627075195","46.19914627075195","46.19914627075195","187.8675537109375","187.8675537109375","187.8675537109375","70.49508666992188","70.49508666992188","70.49508666992188"
"287","-27.426027297973633","-27.426027297973633","-27.426027297973633","-22.98957061767578","-22.98957061767578","-22.98957061767578","177.9745330810547","177.9745330810547","177.9745330810547","177.90545654296875","177.90545654296875","177.90545654296875","44.64868927001953","44.64868927001953","44.64868927001953","44.75348663330078","44.75348663330078","44.75348663330078","17.588088989257812","17.588088989257812","17.588088989257812","16.411575317382812","16.411575317382812","16.411575317382812","14.090353012084961","14.090353012084961","14.090353012084961","13.249580383300781","13.249580383300781","13.249580383300781","196.08251953125","196.08251953125","196.08251953125","3.2761449813842773","3.2761449813842773","3.2761449813842773","187.41212463378906","187.41212463378906","187.41212463378906","71.49546813964844","71.49546813964844","71.49546813964844","196.0624542236328","196.0624542236328","196.0624542236328","46.168643951416016","46.168643951416016","46.168643951416016","187.93341064453125","187.93341064453125","187.93341064453125","70.53634643554688","70.53634643554688","70.53634643554688"
"288","-27.40993309020996","-27.40993309020996","-27.40993309020996","-22.996671676635742","-22.996671676635742","-22.996671676635742","177.96311950683594","177.96311950683594","177.96311950683594","177.91738891601562","177.91738891601562","177.91738891601562","44.71968078613281","44.71968078613281","44.71968078613281","44.748069763183594","44.748069763183594","44.748069763183594","17.578710556030273","17.578710556030273","17.578710556030273","16.459165573120117","16.459165573120117","16.459165573120117","14.090983390808105","14.090983390808105","14.090983390808105","13.194740295410156","13.194740295410156","13.194740295410156","196.0852508544922","196.0852508544922","196.0852508544922","3.2409770488739014","3.2409770488739014","3.2409770488739014","187.39157104492188","187.39157104492188","187.39157104492188","71.46688842773438","71.46688842773438","71.46688842773438","196.07205200195312","196.07205200195312","196.07205200195312","46.162662506103516","46.162662506103516","46.162662506103516","188.00352478027344","188.00352478027344","188.00352478027344","70.68055725097656","70.68055725097656","70.68055725097656"
"289","-27.29043197631836","-27.29043197631836","-27.29043197631836","-23.007238388061523","-23.007238388061523","-23.007238388061523","177.96499633789062","177.96499633789062","177.96499633789062","177.91773986816406","177.91773986816406","177.91773986816406","44.74095153808594","44.74095153808594","44.74095153808594","44.80952072143555","44.80952072143555","44.80952072143555","17.561569213867188","17.561569213867188","17.561569213867188","16.45194435119629","16.45194435119629","16.45194435119629","14.078634262084961","14.078634262084961","14.078634262084961","13.150474548339844","13.150474548339844","13.150474548339844","196.085205078125","196.085205078125","196.085205078125","3.232666492462158","3.232666492462158","3.232666492462158","187.3901824951172","187.3901824951172","187.3901824951172","71.46821594238281","71.46821594238281","71.46821594238281","196.07266235351562","196.07266235351562","196.07266235351562","46.09673309326172","46.09673309326172","46.09673309326172","188.0369873046875","188.0369873046875","188.0369873046875","70.68402099609375","70.68402099609375","70.68402099609375"
"290","-27.153972625732422","-27.153972625732422","-27.153972625732422","-22.96980094909668","-22.96980094909668","-22.96980094909668","177.97145080566406","177.97145080566406","177.97145080566406","177.91879272460938","177.91879272460938","177.91879272460938","44.774574279785156","44.774574279785156","44.774574279785156","44.81170654296875","44.81170654296875","44.81170654296875","17.5256290435791","17.5256290435791","17.5256290435791","16.50117301940918","16.50117301940918","16.50117301940918","14.088391304016113","14.088391304016113","14.088391304016113","13.128654479980469","13.128654479980469","13.128654479980469","196.08653259277344","196.08653259277344","196.08653259277344","3.389801502227783","3.389801502227783","3.389801502227783","187.3975372314453","187.3975372314453","187.3975372314453","71.48321533203125","71.48321533203125","71.48321533203125","196.08250427246094","196.08250427246094","196.08250427246094","46.04677963256836","46.04677963256836","46.04677963256836","188.09547424316406","188.09547424316406","188.09547424316406","70.455810546875","70.455810546875","70.455810546875"
"291","-27.11695098876953","-27.11695098876953","-27.11695098876953","-22.92159080505371","-22.92159080505371","-22.92159080505371","177.98828125","177.98828125","177.98828125","177.925048828125","177.925048828125","177.925048828125","44.80281448364258","44.80281448364258","44.80281448364258","44.80974197387695","44.80974197387695","44.80974197387695","17.423168182373047","17.423168182373047","17.423168182373047","16.508596420288086","16.508596420288086","16.508596420288086","14.09347152709961","14.09347152709961","14.09347152709961","13.068887710571289","13.068887710571289","13.068887710571289","196.0861053466797","196.0861053466797","196.0861053466797","3.3458871841430664","3.3458871841430664","3.3458871841430664","187.39041137695312","187.39041137695312","187.39041137695312","71.47032928466797","71.47032928466797","71.47032928466797","196.07394409179688","196.07394409179688","196.07394409179688","45.9864501953125","45.9864501953125","45.9864501953125","188.1153564453125","188.1153564453125","188.1153564453125","70.53984069824219","70.53984069824219","70.53984069824219"
"292","-27.094470977783203","-27.094470977783203","-27.094470977783203","-22.924287796020508","-22.924287796020508","-22.924287796020508","178.00343322753906","178.00343322753906","178.00343322753906","177.931640625","177.931640625","177.931640625","44.85894775390625","44.85894775390625","44.85894775390625","44.819034576416016","44.819034576416016","44.819034576416016","17.424015045166016","17.424015045166016","17.424015045166016","16.664098739624023","16.664098739624023","16.664098739624023","14.060297966003418","14.060297966003418","14.060297966003418","13.039223670959473","13.039223670959473","13.039223670959473","196.08787536621094","196.08787536621094","196.08787536621094","3.369438409805298","3.369438409805298","3.369438409805298","187.4040985107422","187.4040985107422","187.4040985107422","71.41175079345703","71.41175079345703","71.41175079345703","196.0811004638672","196.0811004638672","196.0811004638672","45.957157135009766","45.957157135009766","45.957157135009766","188.12535095214844","188.12535095214844","188.12535095214844","70.67631530761719","70.67631530761719","70.67631530761719"
"293","-27.08073616027832","-27.08073616027832","-27.08073616027832","-22.989103317260742","-22.989103317260742","-22.989103317260742","177.99903869628906","177.99903869628906","177.99903869628906","177.9322967529297","177.9322967529297","177.9322967529297","44.831626892089844","44.831626892089844","44.831626892089844","44.8103141784668","44.8103141784668","44.8103141784668","17.421781539916992","17.421781539916992","17.421781539916992","16.803117752075195","16.803117752075195","16.803117752075195","14.039778709411621","14.039778709411621","14.039778709411621","13.017525672912598","13.017525672912598","13.017525672912598","196.08790588378906","196.08790588378906","196.08790588378906","3.3547675609588623","3.3547675609588623","3.3547675609588623","187.40374755859375","187.40374755859375","187.40374755859375","71.42525482177734","71.42525482177734","71.42525482177734","196.07395935058594","196.07395935058594","196.07395935058594","45.9580192565918","45.9580192565918","45.9580192565918","188.11160278320312","188.11160278320312","188.11160278320312","70.6522445678711","70.6522445678711","70.6522445678711"
"294","-26.965635299682617","-26.965635299682617","-26.965635299682617","-23.0933895111084","-23.0933895111084","-23.0933895111084","177.99989318847656","177.99989318847656","177.99989318847656","177.9248504638672","177.9248504638672","177.9248504638672","44.80833053588867","44.80833053588867","44.80833053588867","44.79857635498047","44.79857635498047","44.79857635498047","17.427961349487305","17.427961349487305","17.427961349487305","16.815950393676758","16.815950393676758","16.815950393676758","14.036857604980469","14.036857604980469","14.036857604980469","12.98207950592041","12.98207950592041","12.98207950592041","196.0897979736328","196.0897979736328","196.0897979736328","3.3486671447753906","3.3486671447753906","3.3486671447753906","187.40310668945312","187.40310668945312","187.40310668945312","71.42610931396484","71.42610931396484","71.42610931396484","196.08094787597656","196.08094787597656","196.08094787597656","45.51688003540039","45.51688003540039","45.51688003540039","188.17379760742188","188.17379760742188","188.17379760742188","70.65943145751953","70.65943145751953","70.65943145751953"
"295","-26.92831039428711","-26.92831039428711","-26.92831039428711","-23.094242095947266","-23.094242095947266","-23.094242095947266","178.0086669921875","178.0086669921875","178.0086669921875","177.925048828125","177.925048828125","177.925048828125","44.88858413696289","44.88858413696289","44.88858413696289","44.86467361450195","44.86467361450195","44.86467361450195","17.43305206298828","17.43305206298828","17.43305206298828","16.89657974243164","16.89657974243164","16.89657974243164","14.03976821899414","14.03976821899414","14.03976821899414","12.910269737243652","12.910269737243652","12.910269737243652","196.09458923339844","196.09458923339844","196.09458923339844","3.348629951477051","3.348629951477051","3.348629951477051","187.39727783203125","187.39727783203125","187.39727783203125","71.41442108154297","71.41442108154297","71.41442108154297","196.074462890625","196.074462890625","196.074462890625","45.585296630859375","45.585296630859375","45.585296630859375","188.06536865234375","188.06536865234375","188.06536865234375","70.71075439453125","70.71075439453125","70.71075439453125"
"296","-26.86235237121582","-26.86235237121582","-26.86235237121582","-23.11921501159668","-23.11921501159668","-23.11921501159668","178.01351928710938","178.01351928710938","178.01351928710938","177.93472290039062","177.93472290039062","177.93472290039062","44.8615837097168","44.8615837097168","44.8615837097168","44.953121185302734","44.953121185302734","44.953121185302734","17.382492065429688","17.382492065429688","17.382492065429688","16.999589920043945","16.999589920043945","16.999589920043945","14.046546936035156","14.046546936035156","14.046546936035156","12.844279289245605","12.844279289245605","12.844279289245605","196.09344482421875","196.09344482421875","196.09344482421875","3.35347843170166","3.35347843170166","3.35347843170166","187.40982055664062","187.40982055664062","187.40982055664062","71.3449478149414","71.3449478149414","71.3449478149414","196.08103942871094","196.08103942871094","196.08103942871094","45.531219482421875","45.531219482421875","45.531219482421875","188.04464721679688","188.04464721679688","188.04464721679688","70.7945556640625","70.7945556640625","70.7945556640625"
"297","-26.85441780090332","-26.85441780090332","-26.85441780090332","-23.08174705505371","-23.08174705505371","-23.08174705505371","178.03468322753906","178.03468322753906","178.03468322753906","177.93524169921875","177.93524169921875","177.93524169921875","44.93046569824219","44.93046569824219","44.93046569824219","44.97492599487305","44.97492599487305","44.97492599487305","17.388376235961914","17.388376235961914","17.388376235961914","17.08111572265625","17.08111572265625","17.08111572265625","14.037784576416016","14.037784576416016","14.037784576416016","12.82452392578125","12.82452392578125","12.82452392578125","196.09278869628906","196.09278869628906","196.09278869628906","3.3275601863861084","3.3275601863861084","3.3275601863861084","187.39881896972656","187.39881896972656","187.39881896972656","71.4632339477539","71.4632339477539","71.4632339477539","196.07833862304688","196.07833862304688","196.07833862304688","45.491302490234375","45.491302490234375","45.491302490234375","188.04449462890625","188.04449462890625","188.04449462890625","70.48674774169922","70.48674774169922","70.48674774169922"
"298","-26.83013153076172","-26.83013153076172","-26.83013153076172","-23.154293060302734","-23.154293060302734","-23.154293060302734","178.0441131591797","178.0441131591797","178.0441131591797","177.9429473876953","177.9429473876953","177.9429473876953","44.94306564331055","44.94306564331055","44.94306564331055","44.93529510498047","44.93529510498047","44.93529510498047","17.388774871826172","17.388774871826172","17.388774871826172","17.21965789794922","17.21965789794922","17.21965789794922","14.01301383972168","14.01301383972168","14.01301383972168","12.775222778320312","12.775222778320312","12.775222778320312","196.09251403808594","196.09251403808594","196.09251403808594","3.2760748863220215","3.2760748863220215","3.2760748863220215","187.401123046875","187.401123046875","187.401123046875","71.44171905517578","71.44171905517578","71.44171905517578","196.08627319335938","196.08627319335938","196.08627319335938","45.40647506713867","45.40647506713867","45.40647506713867","188.03579711914062","188.03579711914062","188.03579711914062","70.635498046875","70.635498046875","70.635498046875"
