"Step","CartPole_flava-full_contrastive_20240425_151959 - global_step","CartPole_flava-full_contrastive_20240425_151959 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151959 - global_step__MAX","CartPole_flava-full_contrastive_20240425_151531 - global_step","CartPole_flava-full_contrastive_20240425_151531 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151531 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MAX","CartPole_flava-full_cosine_20240425_143913 - global_step","CartPole_flava-full_cosine_20240425_143913 - global_step__MIN","CartPole_flava-full_cosine_20240425_143913 - global_step__MAX","CartPole_flava-full_cosine_20240425_142155 - global_step","CartPole_flava-full_cosine_20240425_142155 - global_step__MIN","CartPole_flava-full_cosine_20240425_142155 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MAX"
"420","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","747200","2764800","2764800","2764800","2764800","2764800","2764800","1420800","1420800","1420800","1420800","1420800","1420800"
"421","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","748800","2771200","2771200","2771200","2771200","2771200","2771200","1424000","1424000","1424000","1424000","1424000","1424000"
"422","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","750400","2777600","2777600","2777600","2777600","2777600","2777600","1427200","1427200","1427200","1427200","1427200","1427200"
"423","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","752000","2784000","2784000","2784000","2784000","2784000","2784000","1430400","1430400","1430400","1430400","1430400","1430400"
"424","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","753600","2790400","2790400","2790400","2790400","2790400","2790400","1433600","1433600","1433600","1433600","1433600","1433600"
"425","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","755200","2796800","2796800","2796800","2796800","2796800","2796800","1436800","1436800","1436800","1436800","1436800","1436800"
"426","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","756800","2803200","2803200","2803200","2803200","2803200","2803200","1440000","1440000","1440000","1440000","1440000","1440000"
"427","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","758400","2809600","2809600","2809600","2809600","2809600","2809600","1443200","1443200","1443200","1443200","1443200","1443200"
"428","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","760000","2816000","2816000","2816000","2816000","2816000","2816000","1446400","1446400","1446400","1446400","1446400","1446400"
"429","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","761600","2822400","2822400","2822400","2822400","2822400","2822400","1449600","1449600","1449600","1449600","1449600","1449600"
"430","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","763200","2828800","2828800","2828800","2828800","2828800","2828800","1452800","1452800","1452800","1452800","1452800","1452800"
"431","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","764800","2835200","2835200","2835200","2835200","2835200","2835200","1456000","1456000","1456000","1456000","1456000","1456000"
"432","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","766400","2841600","2841600","2841600","2841600","2841600","2841600","1459200","1459200","1459200","1459200","1459200","1459200"
"433","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","768000","2848000","2848000","2848000","2848000","2848000","2848000","1462400","1462400","1462400","1462400","1462400","1462400"
"434","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","769600","2854400","2854400","2854400","2854400","2854400","2854400","1465600","1465600","1465600","1465600","1465600","1465600"
"435","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","771200","2860800","2860800","2860800","2860800","2860800","2860800","1468800","1468800","1468800","1468800","1468800","1468800"
"436","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","772800","2867200","2867200","2867200","2867200","2867200","2867200","1472000","1472000","1472000","1472000","1472000","1472000"
"437","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","774400","2873600","2873600","2873600","2873600","2873600","2873600","1475200","1475200","1475200","1475200","1475200","1475200"
"438","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","776000","2880000","2880000","2880000","2880000","2880000","2880000","1478400","1478400","1478400","1478400","1478400","1478400"
"439","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","777600","2886400","2886400","2886400","2886400","2886400","2886400","1481600","1481600","1481600","1481600","1481600","1481600"
"440","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","779200","2892800","2892800","2892800","2892800","2892800","2892800","1484800","1484800","1484800","1484800","1484800","1484800"
"441","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","780800","2899200","2899200","2899200","2899200","2899200","2899200","1488000","1488000","1488000","1488000","1488000","1488000"
"442","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","782400","2905600","2905600","2905600","2905600","2905600","2905600","1491200","1491200","1491200","1491200","1491200","1491200"
