"Step","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean__MAX"
"197","-0.7125748991966248","-0.7125748991966248","-0.7125748991966248","-0.37834131717681885","-0.37834131717681885","-0.37834131717681885","197.4364013671875","197.4364013671875","197.4364013671875","15.464274406433105","15.464274406433105","15.464274406433105","15.48830509185791","15.48830509185791","15.48830509185791","197.1592254638672","197.1592254638672","197.1592254638672","-0.1602684110403061","-0.1602684110403061","-0.1602684110403061","-0.3456043303012848","-0.3456043303012848","-0.3456043303012848","17.987171173095703","17.987171173095703","17.987171173095703","16.733373641967773","16.733373641967773","16.733373641967773","12.674517631530762","12.674517631530762","12.674517631530762","196.1012420654297","196.1012420654297","196.1012420654297","196.1243896484375","196.1243896484375","196.1243896484375"
"198","-0.6732421517372131","-0.6732421517372131","-0.6732421517372131","-0.3900260627269745","-0.3900260627269745","-0.3900260627269745","197.44552612304688","197.44552612304688","197.44552612304688","15.518299102783203","15.518299102783203","15.518299102783203","15.468949317932129","15.468949317932129","15.468949317932129","197.17030334472656","197.17030334472656","197.17030334472656","-0.1496478170156479","-0.1496478170156479","-0.1496478170156479","-0.34184399247169495","-0.34184399247169495","-0.34184399247169495","17.989017486572266","17.989017486572266","17.989017486572266","16.786510467529297","16.786510467529297","16.786510467529297","12.69593620300293","12.69593620300293","12.69593620300293","196.10227966308594","196.10227966308594","196.10227966308594","196.12486267089844","196.12486267089844","196.12486267089844"
"199","-0.6595048904418945","-0.6595048904418945","-0.6595048904418945","-0.40072834491729736","-0.40072834491729736","-0.40072834491729736","197.44607543945312","197.44607543945312","197.44607543945312","15.506616592407227","15.506616592407227","15.506616592407227","15.513734817504883","15.513734817504883","15.513734817504883","197.1808319091797","197.1808319091797","197.1808319091797","-0.1367325782775879","-0.1367325782775879","-0.1367325782775879","-0.33473363518714905","-0.33473363518714905","-0.33473363518714905","17.991329193115234","17.991329193115234","17.991329193115234","16.810808181762695","16.810808181762695","16.810808181762695","12.710246086120605","12.710246086120605","12.710246086120605","196.1005401611328","196.1005401611328","196.1005401611328","196.1258087158203","196.1258087158203","196.1258087158203"
"200","-0.6202368140220642","-0.6202368140220642","-0.6202368140220642","-0.3720282018184662","-0.3720282018184662","-0.3720282018184662","197.4577178955078","197.4577178955078","197.4577178955078","15.49270248413086","15.49270248413086","15.49270248413086","15.510049819946289","15.510049819946289","15.510049819946289","197.18914794921875","197.18914794921875","197.18914794921875","-0.16483783721923828","-0.16483783721923828","-0.16483783721923828","-0.35032764077186584","-0.35032764077186584","-0.35032764077186584","18.00519561767578","18.00519561767578","18.00519561767578","16.825773239135742","16.825773239135742","16.825773239135742","12.725690841674805","12.725690841674805","12.725690841674805","196.097412109375","196.097412109375","196.097412109375","196.1351776123047","196.1351776123047","196.1351776123047"
"201","-0.6009136438369751","-0.6009136438369751","-0.6009136438369751","-0.3750298321247101","-0.3750298321247101","-0.3750298321247101","197.44961547851562","197.44961547851562","197.44961547851562","15.50520133972168","15.50520133972168","15.50520133972168","15.368583679199219","15.368583679199219","15.368583679199219","197.19735717773438","197.19735717773438","197.19735717773438","-0.1824776828289032","-0.1824776828289032","-0.1824776828289032","-0.35335153341293335","-0.35335153341293335","-0.35335153341293335","17.979543685913086","17.979543685913086","17.979543685913086","16.832250595092773","16.832250595092773","16.832250595092773","12.758184432983398","12.758184432983398","12.758184432983398","196.09658813476562","196.09658813476562","196.09658813476562","196.15359497070312","196.15359497070312","196.15359497070312"
"202","-0.6113302111625671","-0.6113302111625671","-0.6113302111625671","-0.3808942139148712","-0.3808942139148712","-0.3808942139148712","197.44442749023438","197.44442749023438","197.44442749023438","15.457687377929688","15.457687377929688","15.457687377929688","15.306827545166016","15.306827545166016","15.306827545166016","197.2096710205078","197.2096710205078","197.2096710205078","-0.222457617521286","-0.222457617521286","-0.222457617521286","-0.3595682382583618","-0.3595682382583618","-0.3595682382583618","17.97041130065918","17.97041130065918","17.97041130065918","16.840761184692383","16.840761184692383","16.840761184692383","12.775779724121094","12.775779724121094","12.775779724121094","196.0946502685547","196.0946502685547","196.0946502685547","196.14450073242188","196.14450073242188","196.14450073242188"
"203","-0.5994736552238464","-0.5994736552238464","-0.5994736552238464","-0.40564602613449097","-0.40564602613449097","-0.40564602613449097","197.433349609375","197.433349609375","197.433349609375","15.47080135345459","15.47080135345459","15.47080135345459","15.273453712463379","15.273453712463379","15.273453712463379","197.22109985351562","197.22109985351562","197.22109985351562","-0.18669040501117706","-0.18669040501117706","-0.18669040501117706","-0.337423712015152","-0.337423712015152","-0.337423712015152","17.943584442138672","17.943584442138672","17.943584442138672","16.89501190185547","16.89501190185547","16.89501190185547","12.783796310424805","12.783796310424805","12.783796310424805","196.09295654296875","196.09295654296875","196.09295654296875","196.1429901123047","196.1429901123047","196.1429901123047"
"204","-0.5664142370223999","-0.5664142370223999","-0.5664142370223999","-0.41706910729408264","-0.41706910729408264","-0.41706910729408264","197.4342041015625","197.4342041015625","197.4342041015625","15.48105239868164","15.48105239868164","15.48105239868164","15.257065773010254","15.257065773010254","15.257065773010254","197.2288055419922","197.2288055419922","197.2288055419922","-0.21435478329658508","-0.21435478329658508","-0.21435478329658508","-0.309967964887619","-0.309967964887619","-0.309967964887619","17.952062606811523","17.952062606811523","17.952062606811523","16.908817291259766","16.908817291259766","16.908817291259766","12.789283752441406","12.789283752441406","12.789283752441406","196.09152221679688","196.09152221679688","196.09152221679688","196.12921142578125","196.12921142578125","196.12921142578125"
"205","-0.5401118993759155","-0.5401118993759155","-0.5401118993759155","-0.3984791338443756","-0.3984791338443756","-0.3984791338443756","197.4409637451172","197.4409637451172","197.4409637451172","15.46647834777832","15.46647834777832","15.46647834777832","15.253252983093262","15.253252983093262","15.253252983093262","197.22918701171875","197.22918701171875","197.22918701171875","-0.20307964086532593","-0.20307964086532593","-0.20307964086532593","-0.31755495071411133","-0.31755495071411133","-0.31755495071411133","17.94881248474121","17.94881248474121","17.94881248474121","16.91362953186035","16.91362953186035","16.91362953186035","12.809677124023438","12.809677124023438","12.809677124023438","196.09274291992188","196.09274291992188","196.09274291992188","196.1149139404297","196.1149139404297","196.1149139404297"
"206","-0.5191278457641602","-0.5191278457641602","-0.5191278457641602","-0.39665719866752625","-0.39665719866752625","-0.39665719866752625","197.43002319335938","197.43002319335938","197.43002319335938","15.45346450805664","15.45346450805664","15.45346450805664","15.226157188415527","15.226157188415527","15.226157188415527","197.23654174804688","197.23654174804688","197.23654174804688","-0.1773180216550827","-0.1773180216550827","-0.1773180216550827","-0.3165077269077301","-0.3165077269077301","-0.3165077269077301","17.95718765258789","17.95718765258789","17.95718765258789","16.979236602783203","16.979236602783203","16.979236602783203","12.827442169189453","12.827442169189453","12.827442169189453","196.0926513671875","196.0926513671875","196.0926513671875","196.1132049560547","196.1132049560547","196.1132049560547"
"207","-0.5080727338790894","-0.5080727338790894","-0.5080727338790894","-0.40068596601486206","-0.40068596601486206","-0.40068596601486206","197.42965698242188","197.42965698242188","197.42965698242188","15.432600975036621","15.432600975036621","15.432600975036621","15.275206565856934","15.275206565856934","15.275206565856934","197.24209594726562","197.24209594726562","197.24209594726562","-0.18313778936862946","-0.18313778936862946","-0.18313778936862946","-0.33051374554634094","-0.33051374554634094","-0.33051374554634094","17.952030181884766","17.952030181884766","17.952030181884766","17.02371597290039","17.02371597290039","17.02371597290039","12.855183601379395","12.855183601379395","12.855183601379395","196.0917510986328","196.0917510986328","196.0917510986328","196.11138916015625","196.11138916015625","196.11138916015625"
"208","-0.5102925300598145","-0.5102925300598145","-0.5102925300598145","-0.40530452132225037","-0.40530452132225037","-0.40530452132225037","197.4304962158203","197.4304962158203","197.4304962158203","15.441788673400879","15.441788673400879","15.441788673400879","15.2305908203125","15.2305908203125","15.2305908203125","197.2417449951172","197.2417449951172","197.2417449951172","-0.1346275508403778","-0.1346275508403778","-0.1346275508403778","-0.3249158263206482","-0.3249158263206482","-0.3249158263206482","17.95820426940918","17.95820426940918","17.95820426940918","17.037141799926758","17.037141799926758","17.037141799926758","12.860912322998047","12.860912322998047","12.860912322998047","196.0883331298828","196.0883331298828","196.0883331298828","196.08010864257812","196.08010864257812","196.08010864257812"
"209","-0.47687792778015137","-0.47687792778015137","-0.47687792778015137","-0.3814608156681061","-0.3814608156681061","-0.3814608156681061","197.44134521484375","197.44134521484375","197.44134521484375","15.444884300231934","15.444884300231934","15.444884300231934","15.207319259643555","15.207319259643555","15.207319259643555","197.2503662109375","197.2503662109375","197.2503662109375","-0.15177857875823975","-0.15177857875823975","-0.15177857875823975","-0.32686904072761536","-0.32686904072761536","-0.32686904072761536","17.950366973876953","17.950366973876953","17.950366973876953","17.03238296508789","17.03238296508789","17.03238296508789","12.893440246582031","12.893440246582031","12.893440246582031","196.08419799804688","196.08419799804688","196.08419799804688","196.0812530517578","196.0812530517578","196.0812530517578"
"210","-0.4564698338508606","-0.4564698338508606","-0.4564698338508606","-0.392169326543808","-0.392169326543808","-0.392169326543808","197.4439239501953","197.4439239501953","197.4439239501953","15.529772758483887","15.529772758483887","15.529772758483887","15.219261169433594","15.219261169433594","15.219261169433594","197.26165771484375","197.26165771484375","197.26165771484375","-0.13195164501667023","-0.13195164501667023","-0.13195164501667023","-0.3363395631313324","-0.3363395631313324","-0.3363395631313324","17.935224533081055","17.935224533081055","17.935224533081055","17.03667449951172","17.03667449951172","17.03667449951172","12.917984008789062","12.917984008789062","12.917984008789062","196.0780029296875","196.0780029296875","196.0780029296875","196.09861755371094","196.09861755371094","196.09861755371094"
"211","-0.4267735183238983","-0.4267735183238983","-0.4267735183238983","-0.40451544523239136","-0.40451544523239136","-0.40451544523239136","197.43211364746094","197.43211364746094","197.43211364746094","15.550409317016602","15.550409317016602","15.550409317016602","15.223549842834473","15.223549842834473","15.223549842834473","197.26870727539062","197.26870727539062","197.26870727539062","-0.15268898010253906","-0.15268898010253906","-0.15268898010253906","-0.3552362620830536","-0.3552362620830536","-0.3552362620830536","18.00165557861328","18.00165557861328","18.00165557861328","17.068389892578125","17.068389892578125","17.068389892578125","12.94187068939209","12.94187068939209","12.94187068939209","196.07882690429688","196.07882690429688","196.07882690429688","196.09877014160156","196.09877014160156","196.09877014160156"
"212","-0.4325421452522278","-0.4325421452522278","-0.4325421452522278","-0.42641541361808777","-0.42641541361808777","-0.42641541361808777","197.42144775390625","197.42144775390625","197.42144775390625","15.491508483886719","15.491508483886719","15.491508483886719","15.195962905883789","15.195962905883789","15.195962905883789","197.268798828125","197.268798828125","197.268798828125","-0.14112740755081177","-0.14112740755081177","-0.14112740755081177","-0.35731154680252075","-0.35731154680252075","-0.35731154680252075","17.98698616027832","17.98698616027832","17.98698616027832","17.028654098510742","17.028654098510742","17.028654098510742","12.947757720947266","12.947757720947266","12.947757720947266","196.0818328857422","196.0818328857422","196.0818328857422","196.0897979736328","196.0897979736328","196.0897979736328"
"213","-0.3922862112522125","-0.3922862112522125","-0.3922862112522125","-0.41529375314712524","-0.41529375314712524","-0.41529375314712524","197.42210388183594","197.42210388183594","197.42210388183594","15.495534896850586","15.495534896850586","15.495534896850586","15.192715644836426","15.192715644836426","15.192715644836426","197.26712036132812","197.26712036132812","197.26712036132812","-0.11851440370082855","-0.11851440370082855","-0.11851440370082855","-0.3644290268421173","-0.3644290268421173","-0.3644290268421173","17.98880958557129","17.98880958557129","17.98880958557129","17.029253005981445","17.029253005981445","17.029253005981445","12.981292724609375","12.981292724609375","12.981292724609375","196.0787353515625","196.0787353515625","196.0787353515625","196.07015991210938","196.07015991210938","196.07015991210938"
"214","-0.36643391847610474","-0.36643391847610474","-0.36643391847610474","-0.4204256236553192","-0.4204256236553192","-0.4204256236553192","197.4225311279297","197.4225311279297","197.4225311279297","15.486388206481934","15.486388206481934","15.486388206481934","15.163192749023438","15.163192749023438","15.163192749023438","197.27613830566406","197.27613830566406","197.27613830566406","-0.09170718491077423","-0.09170718491077423","-0.09170718491077423","-0.3666307032108307","-0.3666307032108307","-0.3666307032108307","17.993398666381836","17.993398666381836","17.993398666381836","17.038267135620117","17.038267135620117","17.038267135620117","12.999552726745605","12.999552726745605","12.999552726745605","196.0807647705078","196.0807647705078","196.0807647705078","196.06214904785156","196.06214904785156","196.06214904785156"
"215","-0.3702630400657654","-0.3702630400657654","-0.3702630400657654","-0.4282704293727875","-0.4282704293727875","-0.4282704293727875","197.41250610351562","197.41250610351562","197.41250610351562","15.487290382385254","15.487290382385254","15.487290382385254","15.16589069366455","15.16589069366455","15.16589069366455","197.27587890625","197.27587890625","197.27587890625","-0.052350353449583054","-0.052350353449583054","-0.052350353449583054","-0.36993053555488586","-0.36993053555488586","-0.36993053555488586","17.995655059814453","17.995655059814453","17.995655059814453","17.080568313598633","17.080568313598633","17.080568313598633","13.037487030029297","13.037487030029297","13.037487030029297","196.07571411132812","196.07571411132812","196.07571411132812","196.04600524902344","196.04600524902344","196.04600524902344"
"216","-0.3755597174167633","-0.3755597174167633","-0.3755597174167633","-0.42184683680534363","-0.42184683680534363","-0.42184683680534363","197.41128540039062","197.41128540039062","197.41128540039062","15.455377578735352","15.455377578735352","15.455377578735352","15.182872772216797","15.182872772216797","15.182872772216797","197.28146362304688","197.28146362304688","197.28146362304688","-0.00465423334389925","-0.00465423334389925","-0.00465423334389925","-0.43621692061424255","-0.43621692061424255","-0.43621692061424255","17.923559188842773","17.923559188842773","17.923559188842773","17.096073150634766","17.096073150634766","17.096073150634766","13.070409774780273","13.070409774780273","13.070409774780273","196.0787811279297","196.0787811279297","196.0787811279297","196.03579711914062","196.03579711914062","196.03579711914062"
"217","-0.3749615550041199","-0.3749615550041199","-0.3749615550041199","-0.4024757742881775","-0.4024757742881775","-0.4024757742881775","197.42276000976562","197.42276000976562","197.42276000976562","15.447513580322266","15.447513580322266","15.447513580322266","15.037880897521973","15.037880897521973","15.037880897521973","197.28431701660156","197.28431701660156","197.28431701660156","0.0061908564530313015","0.0061908564530313015","0.0061908564530313015","-0.421417772769928","-0.421417772769928","-0.421417772769928","17.924407958984375","17.924407958984375","17.924407958984375","17.101123809814453","17.101123809814453","17.101123809814453","13.050649642944336","13.050649642944336","13.050649642944336","196.07684326171875","196.07684326171875","196.07684326171875","196.03524780273438","196.03524780273438","196.03524780273438"
"218","-0.3668009340763092","-0.3668009340763092","-0.3668009340763092","-0.3897230625152588","-0.3897230625152588","-0.3897230625152588","197.42210388183594","197.42210388183594","197.42210388183594","15.475038528442383","15.475038528442383","15.475038528442383","15.02734375","15.02734375","15.02734375","197.29266357421875","197.29266357421875","197.29266357421875","0.053532373160123825","0.053532373160123825","0.053532373160123825","-0.3867291212081909","-0.3867291212081909","-0.3867291212081909","17.918975830078125","17.918975830078125","17.918975830078125","17.13028335571289","17.13028335571289","17.13028335571289","13.06093978881836","13.06093978881836","13.06093978881836","196.07662963867188","196.07662963867188","196.07662963867188","196.0267333984375","196.0267333984375","196.0267333984375"
"219","-0.3470276892185211","-0.3470276892185211","-0.3470276892185211","-0.40438637137413025","-0.40438637137413025","-0.40438637137413025","197.4222869873047","197.4222869873047","197.4222869873047","15.466732025146484","15.466732025146484","15.466732025146484","15.005607604980469","15.005607604980469","15.005607604980469","197.29324340820312","197.29324340820312","197.29324340820312","0.0699278712272644","0.0699278712272644","0.0699278712272644","-0.402034193277359","-0.402034193277359","-0.402034193277359","17.91608428955078","17.91608428955078","17.91608428955078","17.152484893798828","17.152484893798828","17.152484893798828","13.032984733581543","13.032984733581543","13.032984733581543","196.07925415039062","196.07925415039062","196.07925415039062","196.02825927734375","196.02825927734375","196.02825927734375"
"220","-0.3284863531589508","-0.3284863531589508","-0.3284863531589508","-0.4088750183582306","-0.4088750183582306","-0.4088750183582306","197.4295196533203","197.4295196533203","197.4295196533203","15.44852352142334","15.44852352142334","15.44852352142334","14.975590705871582","14.975590705871582","14.975590705871582","197.30323791503906","197.30323791503906","197.30323791503906","0.1136264055967331","0.1136264055967331","0.1136264055967331","-0.43559297919273376","-0.43559297919273376","-0.43559297919273376","17.9194278717041","17.9194278717041","17.9194278717041","17.182851791381836","17.182851791381836","17.182851791381836","13.028696060180664","13.028696060180664","13.028696060180664","196.07962036132812","196.07962036132812","196.07962036132812","196.04339599609375","196.04339599609375","196.04339599609375"
"221","-0.3466171622276306","-0.3466171622276306","-0.3466171622276306","-0.3865666687488556","-0.3865666687488556","-0.3865666687488556","197.41842651367188","197.41842651367188","197.41842651367188","15.448927879333496","15.448927879333496","15.448927879333496","14.971799850463867","14.971799850463867","14.971799850463867","197.31454467773438","197.31454467773438","197.31454467773438","0.14192798733711243","0.14192798733711243","0.14192798733711243","-0.4353758990764618","-0.4353758990764618","-0.4353758990764618","17.913162231445312","17.913162231445312","17.913162231445312","17.161434173583984","17.161434173583984","17.161434173583984","13.00554084777832","13.00554084777832","13.00554084777832","196.0810546875","196.0810546875","196.0810546875","196.05979919433594","196.05979919433594","196.05979919433594"
"222","-0.3527010977268219","-0.3527010977268219","-0.3527010977268219","-0.39557477831840515","-0.39557477831840515","-0.39557477831840515","197.4118194580078","197.4118194580078","197.4118194580078","15.388973236083984","15.388973236083984","15.388973236083984","14.931812286376953","14.931812286376953","14.931812286376953","197.3141326904297","197.3141326904297","197.3141326904297","0.1708947718143463","0.1708947718143463","0.1708947718143463","-0.44895151257514954","-0.44895151257514954","-0.44895151257514954","17.911998748779297","17.911998748779297","17.911998748779297","17.167800903320312","17.167800903320312","17.167800903320312","13.024864196777344","13.024864196777344","13.024864196777344","196.08058166503906","196.08058166503906","196.08058166503906","196.0496826171875","196.0496826171875","196.0496826171875"
"223","-0.3493778705596924","-0.3493778705596924","-0.3493778705596924","-0.4067477583885193","-0.4067477583885193","-0.4067477583885193","197.4121856689453","197.4121856689453","197.4121856689453","15.401037216186523","15.401037216186523","15.401037216186523","14.932022094726562","14.932022094726562","14.932022094726562","197.3129425048828","197.3129425048828","197.3129425048828","0.18611951172351837","0.18611951172351837","0.18611951172351837","-0.46725887060165405","-0.46725887060165405","-0.46725887060165405","17.912986755371094","17.912986755371094","17.912986755371094","17.165298461914062","17.165298461914062","17.165298461914062","13.020429611206055","13.020429611206055","13.020429611206055","196.08082580566406","196.08082580566406","196.08082580566406","196.04965209960938","196.04965209960938","196.04965209960938"
"224","-0.33721795678138733","-0.33721795678138733","-0.33721795678138733","-0.40690410137176514","-0.40690410137176514","-0.40690410137176514","197.40061950683594","197.40061950683594","197.40061950683594","15.325901985168457","15.325901985168457","15.325901985168457","14.921630859375","14.921630859375","14.921630859375","197.3118438720703","197.3118438720703","197.3118438720703","0.22901305556297302","0.22901305556297302","0.22901305556297302","-0.47402286529541016","-0.47402286529541016","-0.47402286529541016","17.91801643371582","17.91801643371582","17.91801643371582","17.210521697998047","17.210521697998047","17.210521697998047","13.033390998840332","13.033390998840332","13.033390998840332","196.0806427001953","196.0806427001953","196.0806427001953","196.05186462402344","196.05186462402344","196.05186462402344"
"225","-0.32716357707977295","-0.32716357707977295","-0.32716357707977295","-0.4302254021167755","-0.4302254021167755","-0.4302254021167755","197.41177368164062","197.41177368164062","197.41177368164062","15.36320686340332","15.36320686340332","15.36320686340332","14.840707778930664","14.840707778930664","14.840707778930664","197.32211303710938","197.32211303710938","197.32211303710938","0.2650609016418457","0.2650609016418457","0.2650609016418457","-0.47991180419921875","-0.47991180419921875","-0.47991180419921875","17.912630081176758","17.912630081176758","17.912630081176758","17.229644775390625","17.229644775390625","17.229644775390625","13.06904411315918","13.06904411315918","13.06904411315918","196.0774688720703","196.0774688720703","196.0774688720703","196.0530242919922","196.0530242919922","196.0530242919922"
"226","-0.3264528214931488","-0.3264528214931488","-0.3264528214931488","-0.4363253116607666","-0.4363253116607666","-0.4363253116607666","197.42279052734375","197.42279052734375","197.42279052734375","15.39857292175293","15.39857292175293","15.39857292175293","14.841529846191406","14.841529846191406","14.841529846191406","197.322021484375","197.322021484375","197.322021484375","0.3137800693511963","0.3137800693511963","0.3137800693511963","-0.4874722361564636","-0.4874722361564636","-0.4874722361564636","17.90557098388672","17.90557098388672","17.90557098388672","17.257183074951172","17.257183074951172","17.257183074951172","13.068714141845703","13.068714141845703","13.068714141845703","196.07737731933594","196.07737731933594","196.07737731933594","196.06942749023438","196.06942749023438","196.06942749023438"
"227","-0.3133985102176666","-0.3133985102176666","-0.3133985102176666","-0.44390594959259033","-0.44390594959259033","-0.44390594959259033","197.43357849121094","197.43357849121094","197.43357849121094","15.396832466125488","15.396832466125488","15.396832466125488","14.822293281555176","14.822293281555176","14.822293281555176","197.3308563232422","197.3308563232422","197.3308563232422","0.27640557289123535","0.27640557289123535","0.27640557289123535","-0.461948961019516","-0.461948961019516","-0.461948961019516","17.905506134033203","17.905506134033203","17.905506134033203","17.28212547302246","17.28212547302246","17.28212547302246","13.068625450134277","13.068625450134277","13.068625450134277","196.07525634765625","196.07525634765625","196.07525634765625","196.08010864257812","196.08010864257812","196.08010864257812"
"228","-0.31027787923812866","-0.31027787923812866","-0.31027787923812866","-0.4333879351615906","-0.4333879351615906","-0.4333879351615906","197.43040466308594","197.43040466308594","197.43040466308594","15.387547492980957","15.387547492980957","15.387547492980957","14.818940162658691","14.818940162658691","14.818940162658691","197.34014892578125","197.34014892578125","197.34014892578125","0.25441086292266846","0.25441086292266846","0.25441086292266846","-0.450965017080307","-0.450965017080307","-0.450965017080307","17.902807235717773","17.902807235717773","17.902807235717773","17.28301239013672","17.28301239013672","17.28301239013672","13.078069686889648","13.078069686889648","13.078069686889648","196.07521057128906","196.07521057128906","196.07521057128906","196.07896423339844","196.07896423339844","196.07896423339844"
"229","-0.29096242785453796","-0.29096242785453796","-0.29096242785453796","-0.4561581313610077","-0.4561581313610077","-0.4561581313610077","197.42022705078125","197.42022705078125","197.42022705078125","15.396809577941895","15.396809577941895","15.396809577941895","14.822981834411621","14.822981834411621","14.822981834411621","197.3397216796875","197.3397216796875","197.3397216796875","0.21732312440872192","0.21732312440872192","0.21732312440872192","-0.4558250308036804","-0.4558250308036804","-0.4558250308036804","17.897985458374023","17.897985458374023","17.897985458374023","17.290185928344727","17.290185928344727","17.290185928344727","13.06826400756836","13.06826400756836","13.06826400756836","196.07760620117188","196.07760620117188","196.07760620117188","196.08743286132812","196.08743286132812","196.08743286132812"
"230","-0.2604600787162781","-0.2604600787162781","-0.2604600787162781","-0.47440385818481445","-0.47440385818481445","-0.47440385818481445","197.42137145996094","197.42137145996094","197.42137145996094","15.40177059173584","15.40177059173584","15.40177059173584","14.83792781829834","14.83792781829834","14.83792781829834","197.33827209472656","197.33827209472656","197.33827209472656","0.22415608167648315","0.22415608167648315","0.22415608167648315","-0.4605945348739624","-0.4605945348739624","-0.4605945348739624","17.891769409179688","17.891769409179688","17.891769409179688","17.269596099853516","17.269596099853516","17.269596099853516","13.075878143310547","13.075878143310547","13.075878143310547","196.07704162597656","196.07704162597656","196.07704162597656","196.10107421875","196.10107421875","196.10107421875"
"231","-0.2554713785648346","-0.2554713785648346","-0.2554713785648346","-0.4764517545700073","-0.4764517545700073","-0.4764517545700073","197.4204864501953","197.4204864501953","197.4204864501953","15.435627937316895","15.435627937316895","15.435627937316895","14.83101749420166","14.83101749420166","14.83101749420166","197.3463897705078","197.3463897705078","197.3463897705078","0.22004945576190948","0.22004945576190948","0.22004945576190948","-0.4465147852897644","-0.4465147852897644","-0.4465147852897644","17.924894332885742","17.924894332885742","17.924894332885742","17.25453758239746","17.25453758239746","17.25453758239746","13.093342781066895","13.093342781066895","13.093342781066895","196.07887268066406","196.07887268066406","196.07887268066406","196.10140991210938","196.10140991210938","196.10140991210938"
