"Step","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_clip_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_clip_rew_mean__MAX"
"921","-0.05746126547455788","-0.05746126547455788","-0.05746126547455788","-1.3519959449768066","-1.3519959449768066","-1.3519959449768066","197.46173095703125","197.46173095703125","197.46173095703125","16.22781753540039","16.22781753540039","16.22781753540039","8.712200164794922","8.712200164794922","8.712200164794922","197.03509521484375","197.03509521484375","197.03509521484375","0.8030396699905396","0.8030396699905396","0.8030396699905396","-1.0442845821380615","-1.0442845821380615","-1.0442845821380615","16.923843383789062","16.923843383789062","16.923843383789062","15.801717758178711","15.801717758178711","15.801717758178711","13.501439094543457","13.501439094543457","13.501439094543457","196.19615173339844","196.19615173339844","196.19615173339844","","",""
"922","-0.06811302155256271","-0.06811302155256271","-0.06811302155256271","-1.3882185220718384","-1.3882185220718384","-1.3882185220718384","197.46360778808594","197.46360778808594","197.46360778808594","16.22612762451172","16.22612762451172","16.22612762451172","8.892428398132324","8.892428398132324","8.892428398132324","197.03488159179688","197.03488159179688","197.03488159179688","0.7565634250640869","0.7565634250640869","0.7565634250640869","-1.038164734840393","-1.038164734840393","-1.038164734840393","16.896371841430664","16.896371841430664","16.896371841430664","15.700980186462402","15.700980186462402","15.700980186462402","13.52575969696045","13.52575969696045","13.52575969696045","196.2017059326172","196.2017059326172","196.2017059326172","","",""
"923","-0.06865525990724564","-0.06865525990724564","-0.06865525990724564","-1.4175137281417847","-1.4175137281417847","-1.4175137281417847","197.46363830566406","197.46363830566406","197.46363830566406","16.231830596923828","16.231830596923828","16.231830596923828","9.079460144042969","9.079460144042969","9.079460144042969","197.03469848632812","197.03469848632812","197.03469848632812","0.7322925925254822","0.7322925925254822","0.7322925925254822","-1.0347602367401123","-1.0347602367401123","-1.0347602367401123","16.876169204711914","16.876169204711914","16.876169204711914","15.648341178894043","15.648341178894043","15.648341178894043","13.53942584991455","13.53942584991455","13.53942584991455","196.19668579101562","196.19668579101562","196.19668579101562","","",""
"924","-0.08398699760437012","-0.08398699760437012","-0.08398699760437012","-1.4248672723770142","-1.4248672723770142","-1.4248672723770142","197.46629333496094","197.46629333496094","197.46629333496094","16.219968795776367","16.219968795776367","16.219968795776367","9.255983352661133","9.255983352661133","9.255983352661133","197.0347137451172","197.0347137451172","197.0347137451172","0.7351740002632141","0.7351740002632141","0.7351740002632141","-1.0170649290084839","-1.0170649290084839","-1.0170649290084839","16.92245864868164","16.92245864868164","16.92245864868164","15.550301551818848","15.550301551818848","15.550301551818848","13.505348205566406","13.505348205566406","13.505348205566406","196.19618225097656","196.19618225097656","196.19618225097656","","",""
"925","-0.09479545801877975","-0.09479545801877975","-0.09479545801877975","-1.4504450559616089","-1.4504450559616089","-1.4504450559616089","197.47866821289062","197.47866821289062","197.47866821289062","16.2135066986084","16.2135066986084","16.2135066986084","9.42958927154541","9.42958927154541","9.42958927154541","197.034423828125","197.034423828125","197.034423828125","0.7131326794624329","0.7131326794624329","0.7131326794624329","-0.9927775263786316","-0.9927775263786316","-0.9927775263786316","16.914169311523438","16.914169311523438","16.914169311523438","15.38554859161377","15.38554859161377","15.38554859161377","13.500863075256348","13.500863075256348","13.500863075256348","196.19924926757812","196.19924926757812","196.19924926757812","","",""
"926","-0.0896662101149559","-0.0896662101149559","-0.0896662101149559","-1.4895637035369873","-1.4895637035369873","-1.4895637035369873","197.48045349121094","197.48045349121094","197.48045349121094","16.263036727905273","16.263036727905273","16.263036727905273","9.61260986328125","9.61260986328125","9.61260986328125","197.0344696044922","197.0344696044922","197.0344696044922","0.6860582828521729","0.6860582828521729","0.6860582828521729","-0.9741299152374268","-0.9741299152374268","-0.9741299152374268","16.923908233642578","16.923908233642578","16.923908233642578","15.267003059387207","15.267003059387207","15.267003059387207","13.491122245788574","13.491122245788574","13.491122245788574","196.1940155029297","196.1940155029297","196.1940155029297","","",""
"927","-0.0980621874332428","-0.0980621874332428","-0.0980621874332428","-1.4943664073944092","-1.4943664073944092","-1.4943664073944092","197.47964477539062","197.47964477539062","197.47964477539062","16.241201400756836","16.241201400756836","16.241201400756836","9.745036125183105","9.745036125183105","9.745036125183105","197.0342559814453","197.0342559814453","197.0342559814453","0.7212805151939392","0.7212805151939392","0.7212805151939392","-0.9778211116790771","-0.9778211116790771","-0.9778211116790771","16.913816452026367","16.913816452026367","16.913816452026367","15.162675857543945","15.162675857543945","15.162675857543945","13.475090026855469","13.475090026855469","13.475090026855469","196.19468688964844","196.19468688964844","196.19468688964844","","",""
"928","-0.08849269896745682","-0.08849269896745682","-0.08849269896745682","-1.5298442840576172","-1.5298442840576172","-1.5298442840576172","197.4694366455078","197.4694366455078","197.4694366455078","16.215547561645508","16.215547561645508","16.215547561645508","9.841459274291992","9.841459274291992","9.841459274291992","197.03390502929688","197.03390502929688","197.03390502929688","0.7237548828125","0.7237548828125","0.7237548828125","-0.9792847037315369","-0.9792847037315369","-0.9792847037315369","16.91096305847168","16.91096305847168","16.91096305847168","14.997320175170898","14.997320175170898","14.997320175170898","13.47490119934082","13.47490119934082","13.47490119934082","196.1913299560547","196.1913299560547","196.1913299560547","","",""
"929","-0.08601389825344086","-0.08601389825344086","-0.08601389825344086","-1.569391131401062","-1.569391131401062","-1.569391131401062","197.47225952148438","197.47225952148438","197.47225952148438","16.199636459350586","16.199636459350586","16.199636459350586","9.948176383972168","9.948176383972168","9.948176383972168","197.03350830078125","197.03350830078125","197.03350830078125","0.7427316904067993","0.7427316904067993","0.7427316904067993","-0.9598426818847656","-0.9598426818847656","-0.9598426818847656","16.95198631286621","16.95198631286621","16.95198631286621","14.857999801635742","14.857999801635742","14.857999801635742","13.523244857788086","13.523244857788086","13.523244857788086","196.18994140625","196.18994140625","196.18994140625","","",""
"930","-0.10863974690437317","-0.10863974690437317","-0.10863974690437317","-1.6078681945800781","-1.6078681945800781","-1.6078681945800781","197.47271728515625","197.47271728515625","197.47271728515625","16.192041397094727","16.192041397094727","16.192041397094727","10.01216983795166","10.01216983795166","10.01216983795166","197.0337677001953","197.0337677001953","197.0337677001953","0.7638248801231384","0.7638248801231384","0.7638248801231384","-0.9175046682357788","-0.9175046682357788","-0.9175046682357788","16.885292053222656","16.885292053222656","16.885292053222656","14.693714141845703","14.693714141845703","14.693714141845703","13.528792381286621","13.528792381286621","13.528792381286621","196.1796875","196.1796875","196.1796875","","",""
"931","-0.11577158421278","-0.11577158421278","-0.11577158421278","-1.6534837484359741","-1.6534837484359741","-1.6534837484359741","197.47410583496094","197.47410583496094","197.47410583496094","16.178951263427734","16.178951263427734","16.178951263427734","10.072805404663086","10.072805404663086","10.072805404663086","197.0333251953125","197.0333251953125","197.0333251953125","0.724035918712616","0.724035918712616","0.724035918712616","-0.8879877328872681","-0.8879877328872681","-0.8879877328872681","16.880355834960938","16.880355834960938","16.880355834960938","14.609614372253418","14.609614372253418","14.609614372253418","13.489312171936035","13.489312171936035","13.489312171936035","196.17799377441406","196.17799377441406","196.17799377441406","","",""
"932","-0.10820145159959793","-0.10820145159959793","-0.10820145159959793","-1.715353012084961","-1.715353012084961","-1.715353012084961","197.47947692871094","197.47947692871094","197.47947692871094","16.180179595947266","16.180179595947266","16.180179595947266","10.123502731323242","10.123502731323242","10.123502731323242","197.03329467773438","197.03329467773438","197.03329467773438","0.6829630732536316","0.6829630732536316","0.6829630732536316","-0.8722155690193176","-0.8722155690193176","-0.8722155690193176","16.87723731994629","16.87723731994629","16.87723731994629","14.444357872009277","14.444357872009277","14.444357872009277","13.488655090332031","13.488655090332031","13.488655090332031","196.17889404296875","196.17889404296875","196.17889404296875","","",""
"933","-0.09540960937738419","-0.09540960937738419","-0.09540960937738419","-1.7276281118392944","-1.7276281118392944","-1.7276281118392944","197.4780731201172","197.4780731201172","197.4780731201172","16.17237663269043","16.17237663269043","16.17237663269043","10.1218843460083","10.1218843460083","10.1218843460083","197.03306579589844","197.03306579589844","197.03306579589844","0.6832091212272644","0.6832091212272644","0.6832091212272644","-0.8235611915588379","-0.8235611915588379","-0.8235611915588379","16.855327606201172","16.855327606201172","16.855327606201172","14.283885955810547","14.283885955810547","14.283885955810547","13.47677230834961","13.47677230834961","13.47677230834961","196.1771697998047","196.1771697998047","196.1771697998047","","",""
"934","-0.07518669217824936","-0.07518669217824936","-0.07518669217824936","-1.7605328559875488","-1.7605328559875488","-1.7605328559875488","197.46707153320312","197.46707153320312","197.46707153320312","16.15841293334961","16.15841293334961","16.15841293334961","10.136483192443848","10.136483192443848","10.136483192443848","197.03297424316406","197.03297424316406","197.03297424316406","0.695835530757904","0.695835530757904","0.695835530757904","-0.7935177087783813","-0.7935177087783813","-0.7935177087783813","16.80615234375","16.80615234375","16.80615234375","14.125349044799805","14.125349044799805","14.125349044799805","13.52003288269043","13.52003288269043","13.52003288269043","196.16896057128906","196.16896057128906","196.16896057128906","","",""
"935","-0.0448397621512413","-0.0448397621512413","-0.0448397621512413","-1.7707864046096802","-1.7707864046096802","-1.7707864046096802","197.46539306640625","197.46539306640625","197.46539306640625","16.140758514404297","16.140758514404297","16.140758514404297","10.089975357055664","10.089975357055664","10.089975357055664","197.03318786621094","197.03318786621094","197.03318786621094","0.7345225811004639","0.7345225811004639","0.7345225811004639","-0.7711528539657593","-0.7711528539657593","-0.7711528539657593","16.82710838317871","16.82710838317871","16.82710838317871","13.962004661560059","13.962004661560059","13.962004661560059","13.5194730758667","13.5194730758667","13.5194730758667","196.17129516601562","196.17129516601562","196.17129516601562","","",""
"936","-0.024975182488560677","-0.024975182488560677","-0.024975182488560677","-1.7787113189697266","-1.7787113189697266","-1.7787113189697266","197.4745635986328","197.4745635986328","197.4745635986328","16.128524780273438","16.128524780273438","16.128524780273438","10.051390647888184","10.051390647888184","10.051390647888184","197.03347778320312","197.03347778320312","197.03347778320312","0.7329816222190857","0.7329816222190857","0.7329816222190857","-0.7156246304512024","-0.7156246304512024","-0.7156246304512024","16.826126098632812","16.826126098632812","16.826126098632812","13.827947616577148","13.827947616577148","13.827947616577148","13.541726112365723","13.541726112365723","13.541726112365723","196.1746826171875","196.1746826171875","196.1746826171875","","",""
"937","-0.002874520607292652","-0.002874520607292652","-0.002874520607292652","-1.776889443397522","-1.776889443397522","-1.776889443397522","197.48434448242188","197.48434448242188","197.48434448242188","16.120384216308594","16.120384216308594","16.120384216308594","10.104734420776367","10.104734420776367","10.104734420776367","197.03367614746094","197.03367614746094","197.03367614746094","0.7418301105499268","0.7418301105499268","0.7418301105499268","-0.6630168557167053","-0.6630168557167053","-0.6630168557167053","16.834993362426758","16.834993362426758","16.834993362426758","13.667604446411133","13.667604446411133","13.667604446411133","13.544480323791504","13.544480323791504","13.544480323791504","196.1688232421875","196.1688232421875","196.1688232421875","","",""
"938","0.007668259087949991","0.007668259087949991","0.007668259087949991","-1.7756620645523071","-1.7756620645523071","-1.7756620645523071","197.4877471923828","197.4877471923828","197.4877471923828","16.111854553222656","16.111854553222656","16.111854553222656","10.166167259216309","10.166167259216309","10.166167259216309","197.0330352783203","197.0330352783203","197.0330352783203","0.7184788584709167","0.7184788584709167","0.7184788584709167","-0.6367655992507935","-0.6367655992507935","-0.6367655992507935","16.83773422241211","16.83773422241211","16.83773422241211","13.521987915039062","13.521987915039062","13.521987915039062","13.587274551391602","13.587274551391602","13.587274551391602","196.1583251953125","196.1583251953125","196.1583251953125","","",""
"939","0.03373156115412712","0.03373156115412712","0.03373156115412712","-1.7526358366012573","-1.7526358366012573","-1.7526358366012573","197.4875030517578","197.4875030517578","197.4875030517578","16.104496002197266","16.104496002197266","16.104496002197266","10.133728981018066","10.133728981018066","10.133728981018066","197.03292846679688","197.03292846679688","197.03292846679688","0.7319474816322327","0.7319474816322327","0.7319474816322327","-0.5942783355712891","-0.5942783355712891","-0.5942783355712891","16.827722549438477","16.827722549438477","16.827722549438477","13.449228286743164","13.449228286743164","13.449228286743164","13.578771591186523","13.578771591186523","13.578771591186523","196.1547393798828","196.1547393798828","196.1547393798828","","",""
"940","0.027682187035679817","0.027682187035679817","0.027682187035679817","-1.7257440090179443","-1.7257440090179443","-1.7257440090179443","197.4847869873047","197.4847869873047","197.4847869873047","16.09249496459961","16.09249496459961","16.09249496459961","10.167778015136719","10.167778015136719","10.167778015136719","197.03240966796875","197.03240966796875","197.03240966796875","0.7277721166610718","0.7277721166610718","0.7277721166610718","-0.565256655216217","-0.565256655216217","-0.565256655216217","16.86589813232422","16.86589813232422","16.86589813232422","13.334205627441406","13.334205627441406","13.334205627441406","13.595853805541992","13.595853805541992","13.595853805541992","196.15513610839844","196.15513610839844","196.15513610839844","","",""
"941","0.013091537170112133","0.013091537170112133","0.013091537170112133","-1.7111058235168457","-1.7111058235168457","-1.7111058235168457","197.48263549804688","197.48263549804688","197.48263549804688","16.08689308166504","16.08689308166504","16.08689308166504","10.159215927124023","10.159215927124023","10.159215927124023","197.03221130371094","197.03221130371094","197.03221130371094","0.7258798480033875","0.7258798480033875","0.7258798480033875","-0.5177934169769287","-0.5177934169769287","-0.5177934169769287","16.83087730407715","16.83087730407715","16.83087730407715","13.175165176391602","13.175165176391602","13.175165176391602","13.612910270690918","13.612910270690918","13.612910270690918","196.155029296875","196.155029296875","196.155029296875","","",""
"942","0.0026535028591752052","0.0026535028591752052","0.0026535028591752052","-1.6778477430343628","-1.6778477430343628","-1.6778477430343628","197.48324584960938","197.48324584960938","197.48324584960938","16.083995819091797","16.083995819091797","16.083995819091797","10.173189163208008","10.173189163208008","10.173189163208008","197.0322265625","197.0322265625","197.0322265625","0.7050589323043823","0.7050589323043823","0.7050589323043823","-0.51188725233078","-0.51188725233078","-0.51188725233078","16.782726287841797","16.782726287841797","16.782726287841797","13.019063949584961","13.019063949584961","13.019063949584961","13.58979320526123","13.58979320526123","13.58979320526123","196.1560821533203","196.1560821533203","196.1560821533203","","",""
"943","-0.0008177479612641037","-0.0008177479612641037","-0.0008177479612641037","-1.648025393486023","-1.648025393486023","-1.648025393486023","197.4825897216797","197.4825897216797","197.4825897216797","16.069299697875977","16.069299697875977","16.069299697875977","10.17789077758789","10.17789077758789","10.17789077758789","197.03260803222656","197.03260803222656","197.03260803222656","0.6993456482887268","0.6993456482887268","0.6993456482887268","-0.5260847210884094","-0.5260847210884094","-0.5260847210884094","16.7609806060791","16.7609806060791","16.7609806060791","12.866572380065918","12.866572380065918","12.866572380065918","13.610113143920898","13.610113143920898","13.610113143920898","196.16104125976562","196.16104125976562","196.16104125976562","","",""
"944","-0.03175925463438034","-0.03175925463438034","-0.03175925463438034","-1.6229913234710693","-1.6229913234710693","-1.6229913234710693","197.49240112304688","197.49240112304688","197.49240112304688","16.055063247680664","16.055063247680664","16.055063247680664","10.188673973083496","10.188673973083496","10.188673973083496","197.0325164794922","197.0325164794922","197.0325164794922","0.6946871876716614","0.6946871876716614","0.6946871876716614","-0.4867718815803528","-0.4867718815803528","-0.4867718815803528","16.827543258666992","16.827543258666992","16.827543258666992","12.704268455505371","12.704268455505371","12.704268455505371","13.546392440795898","13.546392440795898","13.546392440795898","196.16014099121094","196.16014099121094","196.16014099121094","","",""
"945","-0.030509736388921738","-0.030509736388921738","-0.030509736388921738","-1.6035946607589722","-1.6035946607589722","-1.6035946607589722","197.49246215820312","197.49246215820312","197.49246215820312","16.046918869018555","16.046918869018555","16.046918869018555","10.174004554748535","10.174004554748535","10.174004554748535","197.03257751464844","197.03257751464844","197.03257751464844","0.7073473334312439","0.7073473334312439","0.7073473334312439","-0.4571891725063324","-0.4571891725063324","-0.4571891725063324","16.835073471069336","16.835073471069336","16.835073471069336","12.540020942687988","12.540020942687988","12.540020942687988","13.574980735778809","13.574980735778809","13.574980735778809","196.15431213378906","196.15431213378906","196.15431213378906","","",""
"946","-0.044219356030225754","-0.044219356030225754","-0.044219356030225754","-1.5633236169815063","-1.5633236169815063","-1.5633236169815063","197.4921112060547","197.4921112060547","197.4921112060547","16.055831909179688","16.055831909179688","16.055831909179688","10.208556175231934","10.208556175231934","10.208556175231934","197.0325927734375","197.0325927734375","197.0325927734375","0.6602287888526917","0.6602287888526917","0.6602287888526917","-0.4392804503440857","-0.4392804503440857","-0.4392804503440857","16.860206604003906","16.860206604003906","16.860206604003906","12.45348834991455","12.45348834991455","12.45348834991455","13.631634712219238","13.631634712219238","13.631634712219238","196.16127014160156","196.16127014160156","196.16127014160156","","",""
"947","-0.027773771435022354","-0.027773771435022354","-0.027773771435022354","-1.5304076671600342","-1.5304076671600342","-1.5304076671600342","197.48291015625","197.48291015625","197.48291015625","16.045026779174805","16.045026779174805","16.045026779174805","10.22549057006836","10.22549057006836","10.22549057006836","197.03298950195312","197.03298950195312","197.03298950195312","0.6212291717529297","0.6212291717529297","0.6212291717529297","-0.4251209497451782","-0.4251209497451782","-0.4251209497451782","16.77979850769043","16.77979850769043","16.77979850769043","12.301323890686035","12.301323890686035","12.301323890686035","13.613540649414062","13.613540649414062","13.613540649414062","196.15394592285156","196.15394592285156","196.15394592285156","","",""
"948","-0.009227074682712555","-0.009227074682712555","-0.009227074682712555","-1.5078140497207642","-1.5078140497207642","-1.5078140497207642","197.47259521484375","197.47259521484375","197.47259521484375","16.02646827697754","16.02646827697754","16.02646827697754","10.276229858398438","10.276229858398438","10.276229858398438","197.0330047607422","197.0330047607422","197.0330047607422","0.6267576813697815","0.6267576813697815","0.6267576813697815","-0.4271388649940491","-0.4271388649940491","-0.4271388649940491","16.808168411254883","16.808168411254883","16.808168411254883","12.145437240600586","12.145437240600586","12.145437240600586","13.64474105834961","13.64474105834961","13.64474105834961","196.1472930908203","196.1472930908203","196.1472930908203","","",""
"949","-0.010855220258235931","-0.010855220258235931","-0.010855220258235931","-1.4887584447860718","-1.4887584447860718","-1.4887584447860718","197.4693145751953","197.4693145751953","197.4693145751953","16.010496139526367","16.010496139526367","16.010496139526367","10.299949645996094","10.299949645996094","10.299949645996094","197.0325164794922","197.0325164794922","197.0325164794922","0.6272552609443665","0.6272552609443665","0.6272552609443665","-0.4165899157524109","-0.4165899157524109","-0.4165899157524109","16.78768539428711","16.78768539428711","16.78768539428711","12.026712417602539","12.026712417602539","12.026712417602539","13.643401145935059","13.643401145935059","13.643401145935059","196.14749145507812","196.14749145507812","196.14749145507812","","",""
"950","0.021220969036221504","0.021220969036221504","0.021220969036221504","-1.474557638168335","-1.474557638168335","-1.474557638168335","197.4690399169922","197.4690399169922","197.4690399169922","16.006397247314453","16.006397247314453","16.006397247314453","10.335677146911621","10.335677146911621","10.335677146911621","197.03221130371094","197.03221130371094","197.03221130371094","0.6094164848327637","0.6094164848327637","0.6094164848327637","-0.3904063403606415","-0.3904063403606415","-0.3904063403606415","16.734861373901367","16.734861373901367","16.734861373901367","11.910944938659668","11.910944938659668","11.910944938659668","13.705293655395508","13.705293655395508","13.705293655395508","196.14117431640625","196.14117431640625","196.14117431640625","","",""
"951","0.04866233468055725","0.04866233468055725","0.04866233468055725","-1.4642144441604614","-1.4642144441604614","-1.4642144441604614","197.47996520996094","197.47996520996094","197.47996520996094","15.994939804077148","15.994939804077148","15.994939804077148","10.35529899597168","10.35529899597168","10.35529899597168","197.03224182128906","197.03224182128906","197.03224182128906","0.6062180399894714","0.6062180399894714","0.6062180399894714","-0.3763996362686157","-0.3763996362686157","-0.3763996362686157","16.75580596923828","16.75580596923828","16.75580596923828","11.821317672729492","11.821317672729492","11.821317672729492","13.742395401000977","13.742395401000977","13.742395401000977","196.13552856445312","196.13552856445312","196.13552856445312","","",""
"952","0.08343061059713364","0.08343061059713364","0.08343061059713364","-1.4534274339675903","-1.4534274339675903","-1.4534274339675903","197.48733520507812","197.48733520507812","197.48733520507812","15.98530387878418","15.98530387878418","15.98530387878418","10.395913124084473","10.395913124084473","10.395913124084473","197.032470703125","197.032470703125","197.032470703125","0.6576031446456909","0.6576031446456909","0.6576031446456909","-0.3432481288909912","-0.3432481288909912","-0.3432481288909912","16.794139862060547","16.794139862060547","16.794139862060547","11.661628723144531","11.661628723144531","11.661628723144531","13.792069435119629","13.792069435119629","13.792069435119629","196.1336669921875","196.1336669921875","196.1336669921875","","",""
"953","0.08844999223947525","0.08844999223947525","0.08844999223947525","-1.4468932151794434","-1.4468932151794434","-1.4468932151794434","197.4884490966797","197.4884490966797","197.4884490966797","15.97235107421875","15.97235107421875","15.97235107421875","10.41089153289795","10.41089153289795","10.41089153289795","197.0323486328125","197.0323486328125","197.0323486328125","0.6751471757888794","0.6751471757888794","0.6751471757888794","-0.33319586515426636","-0.33319586515426636","-0.33319586515426636","16.81166648864746","16.81166648864746","16.81166648864746","11.51804256439209","11.51804256439209","11.51804256439209","13.790960311889648","13.790960311889648","13.790960311889648","196.13015747070312","196.13015747070312","196.13015747070312","","",""
"954","0.09754850715398788","0.09754850715398788","0.09754850715398788","-1.4435793161392212","-1.4435793161392212","-1.4435793161392212","197.48953247070312","197.48953247070312","197.48953247070312","15.952925682067871","15.952925682067871","15.952925682067871","10.424922943115234","10.424922943115234","10.424922943115234","197.03207397460938","197.03207397460938","197.03207397460938","0.7492560744285583","0.7492560744285583","0.7492560744285583","-0.3313671350479126","-0.3313671350479126","-0.3313671350479126","16.822891235351562","16.822891235351562","16.822891235351562","11.366854667663574","11.366854667663574","11.366854667663574","13.826407432556152","13.826407432556152","13.826407432556152","196.1321563720703","196.1321563720703","196.1321563720703","","",""
"955","0.10476286709308624","0.10476286709308624","0.10476286709308624","-1.4346481561660767","-1.4346481561660767","-1.4346481561660767","197.48204040527344","197.48204040527344","197.48204040527344","15.948101997375488","15.948101997375488","15.948101997375488","10.453990936279297","10.453990936279297","10.453990936279297","197.03163146972656","197.03163146972656","197.03163146972656","0.7963337898254395","0.7963337898254395","0.7963337898254395","-0.32189491391181946","-0.32189491391181946","-0.32189491391181946","16.802719116210938","16.802719116210938","16.802719116210938","11.219263076782227","11.219263076782227","11.219263076782227","13.799015045166016","13.799015045166016","13.799015045166016","196.13418579101562","196.13418579101562","196.13418579101562","","",""
"956","0.10520965605974197","0.10520965605974197","0.10520965605974197","-1.4466216564178467","-1.4466216564178467","-1.4466216564178467","197.47305297851562","197.47305297851562","197.47305297851562","15.932994842529297","15.932994842529297","15.932994842529297","10.491766929626465","10.491766929626465","10.491766929626465","197.03152465820312","197.03152465820312","197.03152465820312","0.8150210976600647","0.8150210976600647","0.8150210976600647","-0.32185789942741394","-0.32185789942741394","-0.32185789942741394","16.737634658813477","16.737634658813477","16.737634658813477","11.125677108764648","11.125677108764648","11.125677108764648","13.847585678100586","13.847585678100586","13.847585678100586","196.1337127685547","196.1337127685547","196.1337127685547","","",""
"957","0.10603217035531998","0.10603217035531998","0.10603217035531998","-1.4553731679916382","-1.4553731679916382","-1.4553731679916382","197.4684600830078","197.4684600830078","197.4684600830078","15.9241304397583","15.9241304397583","15.9241304397583","10.564496040344238","10.564496040344238","10.564496040344238","197.0312957763672","197.0312957763672","197.0312957763672","0.7600553631782532","0.7600553631782532","0.7600553631782532","-0.31956562399864197","-0.31956562399864197","-0.31956562399864197","16.806663513183594","16.806663513183594","16.806663513183594","11.0114164352417","11.0114164352417","11.0114164352417","13.888385772705078","13.888385772705078","13.888385772705078","196.1294403076172","196.1294403076172","196.1294403076172","","",""
"958","0.12476693093776703","0.12476693093776703","0.12476693093776703","-1.4653469324111938","-1.4653469324111938","-1.4653469324111938","197.45957946777344","197.45957946777344","197.45957946777344","15.90335750579834","15.90335750579834","15.90335750579834","10.459540367126465","10.459540367126465","10.459540367126465","197.0314178466797","197.0314178466797","197.0314178466797","0.7265325784683228","0.7265325784683228","0.7265325784683228","-0.3051165044307709","-0.3051165044307709","-0.3051165044307709","16.824899673461914","16.824899673461914","16.824899673461914","10.887938499450684","10.887938499450684","10.887938499450684","13.85230827331543","13.85230827331543","13.85230827331543","196.12924194335938","196.12924194335938","196.12924194335938","","",""
