"Step","CartPole_env_reward_99_MIDI3_tmux1 - rollout/ep_rew_mean","CartPole_env_reward_99_MIDI3_tmux1 - rollout/ep_rew_mean__MIN","CartPole_env_reward_99_MIDI3_tmux1 - rollout/ep_rew_mean__MAX","CartPole_env_reward_20240422_232316 - rollout/ep_rew_mean","CartPole_env_reward_20240422_232316 - rollout/ep_rew_mean__MIN","CartPole_env_reward_20240422_232316 - rollout/ep_rew_mean__MAX"
"24","38.18000030517578","38.18000030517578","38.18000030517578","15.449999809265137","15.449999809265137","15.449999809265137"
"25","34.16999816894531","34.16999816894531","34.16999816894531","15.380000114440918","15.380000114440918","15.380000114440918"
"26","29.920000076293945","29.920000076293945","29.920000076293945","13.359999656677246","13.359999656677246","13.359999656677246"
"27","24.09000015258789","24.09000015258789","24.09000015258789","13.779999732971191","13.779999732971191","13.779999732971191"
"28","20.68000030517578","20.68000030517578","20.68000030517578","11.850000381469727","11.850000381469727","11.850000381469727"
"29","17.420000076293945","17.420000076293945","17.420000076293945","11.5","11.5","11.5"
"30","16.40999984741211","16.40999984741211","16.40999984741211","10.420000076293945","10.420000076293945","10.420000076293945"
"31","16.510000228881836","16.510000228881836","16.510000228881836","12.5","12.5","12.5"
"32","15.640000343322754","15.640000343322754","15.640000343322754","12.84000015258789","12.84000015258789","12.84000015258789"
"33","13.539999961853027","13.539999961853027","13.539999961853027","13.270000457763672","13.270000457763672","13.270000457763672"
"34","18.610000610351562","18.610000610351562","18.610000610351562","13.229999542236328","13.229999542236328","13.229999542236328"
"35","21.950000762939453","21.950000762939453","21.950000762939453","12.520000457763672","12.520000457763672","12.520000457763672"
"36","21.329999923706055","21.329999923706055","21.329999923706055","11.819999694824219","11.819999694824219","11.819999694824219"
"37","16.25","16.25","16.25","9.920000076293945","9.920000076293945","9.920000076293945"
"38","12.850000381469727","12.850000381469727","12.850000381469727","9.449999809265137","9.449999809265137","9.449999809265137"
"39","12.119999885559082","12.119999885559082","12.119999885559082","10.020000457763672","10.020000457763672","10.020000457763672"
"40","12.460000038146973","12.460000038146973","12.460000038146973","10.460000038146973","10.460000038146973","10.460000038146973"
"41","16.25","16.25","16.25","14.15999984741211","14.15999984741211","14.15999984741211"
"42","16.3700008392334","16.3700008392334","16.3700008392334","15.670000076293945","15.670000076293945","15.670000076293945"
"43","15.539999961853027","15.539999961853027","15.539999961853027","15.529999732971191","15.529999732971191","15.529999732971191"
"44","13.0600004196167","13.0600004196167","13.0600004196167","15.399999618530273","15.399999618530273","15.399999618530273"
"45","13.829999923706055","13.829999923706055","13.829999923706055","13.710000038146973","13.710000038146973","13.710000038146973"
"46","17.280000686645508","17.280000686645508","17.280000686645508","13.869999885559082","13.869999885559082","13.869999885559082"
"47","15.670000076293945","15.670000076293945","15.670000076293945","18.309999465942383","18.309999465942383","18.309999465942383"
"48","13.829999923706055","13.829999923706055","13.829999923706055","17.59000015258789","17.59000015258789","17.59000015258789"
"49","9.880000114440918","9.880000114440918","9.880000114440918","16.950000762939453","16.950000762939453","16.950000762939453"
"50","11","11","11","11.260000228881836","11.260000228881836","11.260000228881836"
"51","11.140000343322754","11.140000343322754","11.140000343322754","9.770000457763672","9.770000457763672","9.770000457763672"
"52","12.600000381469727","12.600000381469727","12.600000381469727","9.84000015258789","9.84000015258789","9.84000015258789"
"53","11.479999542236328","11.479999542236328","11.479999542236328","9.470000267028809","9.470000267028809","9.470000267028809"
"54","14.619999885559082","14.619999885559082","14.619999885559082","12.850000381469727","12.850000381469727","12.850000381469727"
"55","13.140000343322754","13.140000343322754","13.140000343322754","17.65999984741211","17.65999984741211","17.65999984741211"
"56","13.800000190734863","13.800000190734863","13.800000190734863","20.790000915527344","20.790000915527344","20.790000915527344"
"57","10.550000190734863","10.550000190734863","10.550000190734863","17.469999313354492","17.469999313354492","17.469999313354492"
"58","12.579999923706055","12.579999923706055","12.579999923706055","18.790000915527344","18.790000915527344","18.790000915527344"
"59","12.029999732971191","12.029999732971191","12.029999732971191","17.959999084472656","17.959999084472656","17.959999084472656"
"60","11.989999771118164","11.989999771118164","11.989999771118164","19.610000610351562","19.610000610351562","19.610000610351562"
"61","9.850000381469727","9.850000381469727","9.850000381469727","16","16","16"
"62","9.640000343322754","9.640000343322754","9.640000343322754","19.1200008392334","19.1200008392334","19.1200008392334"
"63","9.609999656677246","9.609999656677246","9.609999656677246","22.34000015258789","22.34000015258789","22.34000015258789"
"64","9.59000015258789","9.59000015258789","9.59000015258789","24.31999969482422","24.31999969482422","24.31999969482422"
"65","9.489999771118164","9.489999771118164","9.489999771118164","23.899999618530273","23.899999618530273","23.899999618530273"
"66","9.510000228881836","9.510000228881836","9.510000228881836","21.65999984741211","21.65999984741211","21.65999984741211"
"67","9.479999542236328","9.479999542236328","9.479999542236328","21.440000534057617","21.440000534057617","21.440000534057617"
"68","9.479999542236328","9.479999542236328","9.479999542236328","21.18000030517578","21.18000030517578","21.18000030517578"
"69","9.850000381469727","9.850000381469727","9.850000381469727","22.75","22.75","22.75"
"70","9.859999656677246","9.859999656677246","9.859999656677246","20.989999771118164","20.989999771118164","20.989999771118164"
"71","9.850000381469727","9.850000381469727","9.850000381469727","21.079999923706055","21.079999923706055","21.079999923706055"
"72","9.800000190734863","9.800000190734863","9.800000190734863","22.3700008392334","22.3700008392334","22.3700008392334"
"73","10.960000038146973","10.960000038146973","10.960000038146973","24.649999618530273","24.649999618530273","24.649999618530273"
"74","10.9399995803833","10.9399995803833","10.9399995803833","27.8799991607666","27.8799991607666","27.8799991607666"
"75","11.050000190734863","11.050000190734863","11.050000190734863","24.440000534057617","24.440000534057617","24.440000534057617"
"76","10.210000038146973","10.210000038146973","10.210000038146973","22.200000762939453","22.200000762939453","22.200000762939453"
"77","10.140000343322754","10.140000343322754","10.140000343322754","18.440000534057617","18.440000534057617","18.440000534057617"
"78","10.109999656677246","10.109999656677246","10.109999656677246","18.899999618530273","18.899999618530273","18.899999618530273"
"79","9.84000015258789","9.84000015258789","9.84000015258789","19.360000610351562","19.360000610351562","19.360000610351562"
"80","9.920000076293945","9.920000076293945","9.920000076293945","19.760000228881836","19.760000228881836","19.760000228881836"
"81","9.819999694824219","9.819999694824219","9.819999694824219","21.049999237060547","21.049999237060547","21.049999237060547"
"82","10.039999961853027","10.039999961853027","10.039999961853027","23.260000228881836","23.260000228881836","23.260000228881836"
"83","10.489999771118164","10.489999771118164","10.489999771118164","28.93000030517578","28.93000030517578","28.93000030517578"
"84","11.34000015258789","11.34000015258789","11.34000015258789","30.559999465942383","30.559999465942383","30.559999465942383"
"85","12.279999732971191","12.279999732971191","12.279999732971191","35.63999938964844","35.63999938964844","35.63999938964844"
"86","12.569999694824219","12.569999694824219","12.569999694824219","34.81999969482422","34.81999969482422","34.81999969482422"
"87","12.779999732971191","12.779999732971191","12.779999732971191","45.959999084472656","45.959999084472656","45.959999084472656"
"88","12.520000457763672","12.520000457763672","12.520000457763672","49.45000076293945","49.45000076293945","49.45000076293945"
"89","13.890000343322754","13.890000343322754","13.890000343322754","54.130001068115234","54.130001068115234","54.130001068115234"
"90","14.449999809265137","14.449999809265137","14.449999809265137","54.36000061035156","54.36000061035156","54.36000061035156"
"91","15.260000228881836","15.260000228881836","15.260000228881836","55.63999938964844","55.63999938964844","55.63999938964844"
"92","14.880000114440918","14.880000114440918","14.880000114440918","54.75","54.75","54.75"
"93","14.899999618530273","14.899999618530273","14.899999618530273","53.869998931884766","53.869998931884766","53.869998931884766"
"94","15.069999694824219","15.069999694824219","15.069999694824219","60.939998626708984","60.939998626708984","60.939998626708984"
"95","16.5","16.5","16.5","57.7599983215332","57.7599983215332","57.7599983215332"
"96","17.209999084472656","17.209999084472656","17.209999084472656","55.65999984741211","55.65999984741211","55.65999984741211"
"97","17.440000534057617","17.440000534057617","17.440000534057617","45.72999954223633","45.72999954223633","45.72999954223633"
"98","18.59000015258789","18.59000015258789","18.59000015258789","47.27000045776367","47.27000045776367","47.27000045776367"
"99","19.75","19.75","19.75","50.439998626708984","50.439998626708984","50.439998626708984"
"100","21.06999969482422","21.06999969482422","21.06999969482422","59.83000183105469","59.83000183105469","59.83000183105469"
"101","23.81999969482422","23.81999969482422","23.81999969482422","61.810001373291016","61.810001373291016","61.810001373291016"
"102","35.709999084472656","35.709999084472656","35.709999084472656","69.54000091552734","69.54000091552734","69.54000091552734"
"103","63.34000015258789","63.34000015258789","63.34000015258789","70.12000274658203","70.12000274658203","70.12000274658203"
"104","67.36000061035156","67.36000061035156","67.36000061035156","68.94000244140625","68.94000244140625","68.94000244140625"
"105","72.62999725341797","72.62999725341797","72.62999725341797","61.79999923706055","61.79999923706055","61.79999923706055"
"106","56.54999923706055","56.54999923706055","56.54999923706055","54.310001373291016","54.310001373291016","54.310001373291016"
"107","69.51000213623047","69.51000213623047","69.51000213623047","48.54999923706055","48.54999923706055","48.54999923706055"
"108","75.69999694824219","75.69999694824219","75.69999694824219","44.810001373291016","44.810001373291016","44.810001373291016"
"109","86.56999969482422","86.56999969482422","86.56999969482422","34.91999816894531","34.91999816894531","34.91999816894531"
"110","71.30000305175781","71.30000305175781","71.30000305175781","28.31999969482422","28.31999969482422","28.31999969482422"
"111","75.58000183105469","75.58000183105469","75.58000183105469","28.239999771118164","28.239999771118164","28.239999771118164"
"112","64.45999908447266","64.45999908447266","64.45999908447266","28.06999969482422","28.06999969482422","28.06999969482422"
"113","71.30000305175781","71.30000305175781","71.30000305175781","31.450000762939453","31.450000762939453","31.450000762939453"
"114","67.5199966430664","67.5199966430664","67.5199966430664","29.510000228881836","29.510000228881836","29.510000228881836"
"115","71.01000213623047","71.01000213623047","71.01000213623047","37.119998931884766","37.119998931884766","37.119998931884766"
"116","69.91999816894531","69.91999816894531","69.91999816894531","37.36000061035156","37.36000061035156","37.36000061035156"
"117","60.41999816894531","60.41999816894531","60.41999816894531","34.7599983215332","34.7599983215332","34.7599983215332"
"118","60.900001525878906","60.900001525878906","60.900001525878906","35","35","35"
"119","57.68000030517578","57.68000030517578","57.68000030517578","36.619998931884766","36.619998931884766","36.619998931884766"
"120","67.5999984741211","67.5999984741211","67.5999984741211","40.689998626708984","40.689998626708984","40.689998626708984"
"121","60.86000061035156","60.86000061035156","60.86000061035156","36.849998474121094","36.849998474121094","36.849998474121094"
"122","58.630001068115234","58.630001068115234","58.630001068115234","35.5099983215332","35.5099983215332","35.5099983215332"
"123","45.91999816894531","45.91999816894531","45.91999816894531","51.599998474121094","51.599998474121094","51.599998474121094"
"124","44.20000076293945","44.20000076293945","44.20000076293945","64.86000061035156","64.86000061035156","64.86000061035156"
"125","48.31999969482422","48.31999969482422","48.31999969482422","68.36000061035156","68.36000061035156","68.36000061035156"
"126","66.62000274658203","66.62000274658203","66.62000274658203","54","54","54"
"127","66.69999694824219","66.69999694824219","66.69999694824219","46.9900016784668","46.9900016784668","46.9900016784668"
"128","76.16999816894531","76.16999816894531","76.16999816894531","58.709999084472656","58.709999084472656","58.709999084472656"
"129","67.80999755859375","67.80999755859375","67.80999755859375","66.98999786376953","66.98999786376953","66.98999786376953"
"130","66.4000015258789","66.4000015258789","66.4000015258789","71.29000091552734","71.29000091552734","71.29000091552734"
"131","48.970001220703125","48.970001220703125","48.970001220703125","73.79000091552734","73.79000091552734","73.79000091552734"
"132","37.83000183105469","37.83000183105469","37.83000183105469","86.91000366210938","86.91000366210938","86.91000366210938"
"133","52.209999084472656","52.209999084472656","52.209999084472656","79.27999877929688","79.27999877929688","79.27999877929688"
"134","55.70000076293945","55.70000076293945","55.70000076293945","84.47000122070312","84.47000122070312","84.47000122070312"
"135","65.73999786376953","65.73999786376953","65.73999786376953","88.93000030517578","88.93000030517578","88.93000030517578"
"136","53.41999816894531","53.41999816894531","53.41999816894531","87.73999786376953","87.73999786376953","87.73999786376953"
"137","54.209999084472656","54.209999084472656","54.209999084472656","73.16000366210938","73.16000366210938","73.16000366210938"
"138","48.2599983215332","48.2599983215332","48.2599983215332","51.88999938964844","51.88999938964844","51.88999938964844"
"139","45.869998931884766","45.869998931884766","45.869998931884766","44.630001068115234","44.630001068115234","44.630001068115234"
"140","54.40999984741211","54.40999984741211","54.40999984741211","45.599998474121094","45.599998474121094","45.599998474121094"
"141","66.5","66.5","66.5","59.619998931884766","59.619998931884766","59.619998931884766"
"142","70.95999908447266","70.95999908447266","70.95999908447266","80.0999984741211","80.0999984741211","80.0999984741211"
"143","66.47000122070312","66.47000122070312","66.47000122070312","74.26000213623047","74.26000213623047","74.26000213623047"
"144","51.70000076293945","51.70000076293945","51.70000076293945","62.720001220703125","62.720001220703125","62.720001220703125"
"145","40.900001525878906","40.900001525878906","40.900001525878906","40.16999816894531","40.16999816894531","40.16999816894531"
"146","37.95000076293945","37.95000076293945","37.95000076293945","55.97999954223633","55.97999954223633","55.97999954223633"
"147","33.27000045776367","33.27000045776367","33.27000045776367","54.16999816894531","54.16999816894531","54.16999816894531"
"148","34.56999969482422","34.56999969482422","34.56999969482422","59.349998474121094","59.349998474121094","59.349998474121094"
"149","30.90999984741211","30.90999984741211","30.90999984741211","49.63999938964844","49.63999938964844","49.63999938964844"
"150","33.43000030517578","33.43000030517578","33.43000030517578","73.5","73.5","73.5"
"151","34.2599983215332","34.2599983215332","34.2599983215332","73.36000061035156","73.36000061035156","73.36000061035156"
"152","39.599998474121094","39.599998474121094","39.599998474121094","69.56999969482422","69.56999969482422","69.56999969482422"
"153","51.65999984741211","51.65999984741211","51.65999984741211","44.04999923706055","44.04999923706055","44.04999923706055"
"154","57.38999938964844","57.38999938964844","57.38999938964844","35.779998779296875","35.779998779296875","35.779998779296875"
"155","62.0099983215332","62.0099983215332","62.0099983215332","32.720001220703125","32.720001220703125","32.720001220703125"
"156","69.55000305175781","69.55000305175781","69.55000305175781","40","40","40"
"157","84.83999633789062","84.83999633789062","84.83999633789062","50.61000061035156","50.61000061035156","50.61000061035156"
"158","83.48999786376953","83.48999786376953","83.48999786376953","54.20000076293945","54.20000076293945","54.20000076293945"
"159","76.16999816894531","76.16999816894531","76.16999816894531","49.27000045776367","49.27000045776367","49.27000045776367"
"160","62.20000076293945","62.20000076293945","62.20000076293945","42.25","42.25","42.25"
"161","74.6500015258789","74.6500015258789","74.6500015258789","60.45000076293945","60.45000076293945","60.45000076293945"
"162","77.5999984741211","77.5999984741211","77.5999984741211","73.62999725341797","73.62999725341797","73.62999725341797"
"163","74.5","74.5","74.5","74.4800033569336","74.4800033569336","74.4800033569336"
"164","62.779998779296875","62.779998779296875","62.779998779296875","68.33999633789062","68.33999633789062","68.33999633789062"
"165","78.30000305175781","78.30000305175781","78.30000305175781","57.04999923706055","57.04999923706055","57.04999923706055"
"166","83.52999877929688","83.52999877929688","83.52999877929688","54.43000030517578","54.43000030517578","54.43000030517578"
"167","97.19000244140625","97.19000244140625","97.19000244140625","42.68000030517578","42.68000030517578","42.68000030517578"
"168","88","88","88","39.83000183105469","39.83000183105469","39.83000183105469"
"169","78.44000244140625","78.44000244140625","78.44000244140625","38.709999084472656","38.709999084472656","38.709999084472656"
"170","68.1500015258789","68.1500015258789","68.1500015258789","41.720001220703125","41.720001220703125","41.720001220703125"
"171","54.5099983215332","54.5099983215332","54.5099983215332","37.31999969482422","37.31999969482422","37.31999969482422"
"172","46.66999816894531","46.66999816894531","46.66999816894531","41.68000030517578","41.68000030517578","41.68000030517578"
"173","43.06999969482422","43.06999969482422","43.06999969482422","46.58000183105469","46.58000183105469","46.58000183105469"
"174","42.900001525878906","42.900001525878906","42.900001525878906","50.68000030517578","50.68000030517578","50.68000030517578"
"175","42.540000915527344","42.540000915527344","42.540000915527344","48.970001220703125","48.970001220703125","48.970001220703125"
"176","38.130001068115234","38.130001068115234","38.130001068115234","46.95000076293945","46.95000076293945","46.95000076293945"
"177","33.08000183105469","33.08000183105469","33.08000183105469","46.56999969482422","46.56999969482422","46.56999969482422"
"178","33.290000915527344","33.290000915527344","33.290000915527344","42.5","42.5","42.5"
"179","32.43000030517578","32.43000030517578","32.43000030517578","37.720001220703125","37.720001220703125","37.720001220703125"
"180","34.310001373291016","34.310001373291016","34.310001373291016","37.630001068115234","37.630001068115234","37.630001068115234"
"181","35.7599983215332","35.7599983215332","35.7599983215332","38.209999084472656","38.209999084472656","38.209999084472656"
"182","37.91999816894531","37.91999816894531","37.91999816894531","44.970001220703125","44.970001220703125","44.970001220703125"
"183","35.880001068115234","35.880001068115234","35.880001068115234","48.84000015258789","48.84000015258789","48.84000015258789"
"184","32.72999954223633","32.72999954223633","32.72999954223633","51.790000915527344","51.790000915527344","51.790000915527344"
"185","34.060001373291016","34.060001373291016","34.060001373291016","45.18000030517578","45.18000030517578","45.18000030517578"
"186","32.779998779296875","32.779998779296875","32.779998779296875","37.970001220703125","37.970001220703125","37.970001220703125"
"187","30.81999969482422","30.81999969482422","30.81999969482422","36.849998474121094","36.849998474121094","36.849998474121094"
"188","28.75","28.75","28.75","36.88999938964844","36.88999938964844","36.88999938964844"
"189","29.079999923706055","29.079999923706055","29.079999923706055","37.709999084472656","37.709999084472656","37.709999084472656"
"190","31.059999465942383","31.059999465942383","31.059999465942383","36.79999923706055","36.79999923706055","36.79999923706055"
"191","34.09000015258789","34.09000015258789","34.09000015258789","41.81999969482422","41.81999969482422","41.81999969482422"
"192","39.52000045776367","39.52000045776367","39.52000045776367","40.7400016784668","40.7400016784668","40.7400016784668"
"193","46.09000015258789","46.09000015258789","46.09000015258789","40.2400016784668","40.2400016784668","40.2400016784668"
"194","43.7599983215332","43.7599983215332","43.7599983215332","35.849998474121094","35.849998474121094","35.849998474121094"
"195","36.400001525878906","36.400001525878906","36.400001525878906","39.290000915527344","39.290000915527344","39.290000915527344"
"196","28.780000686645508","28.780000686645508","28.780000686645508","38.2599983215332","38.2599983215332","38.2599983215332"
"197","29.739999771118164","29.739999771118164","29.739999771118164","40.459999084472656","40.459999084472656","40.459999084472656"
"198","33.72999954223633","33.72999954223633","33.72999954223633","39.779998779296875","39.779998779296875","39.779998779296875"
"199","35.959999084472656","35.959999084472656","35.959999084472656","44.720001220703125","44.720001220703125","44.720001220703125"
"200","32.66999816894531","32.66999816894531","32.66999816894531","54.0099983215332","54.0099983215332","54.0099983215332"
"201","31.260000228881836","31.260000228881836","31.260000228881836","55.25","55.25","55.25"
"202","34.709999084472656","34.709999084472656","34.709999084472656","49.279998779296875","49.279998779296875","49.279998779296875"
"203","39.08000183105469","39.08000183105469","39.08000183105469","37.5","37.5","37.5"
"204","48.119998931884766","48.119998931884766","48.119998931884766","33.88999938964844","33.88999938964844","33.88999938964844"
"205","51.619998931884766","51.619998931884766","51.619998931884766","39.150001525878906","39.150001525878906","39.150001525878906"
"206","50.779998779296875","50.779998779296875","50.779998779296875","52.130001068115234","52.130001068115234","52.130001068115234"
"207","42.9900016784668","42.9900016784668","42.9900016784668","60.619998931884766","60.619998931884766","60.619998931884766"
"208","36.63999938964844","36.63999938964844","36.63999938964844","60.63999938964844","60.63999938964844","60.63999938964844"
"209","36.810001373291016","36.810001373291016","36.810001373291016","62.709999084472656","62.709999084472656","62.709999084472656"
"210","43.29999923706055","43.29999923706055","43.29999923706055","65.16000366210938","65.16000366210938","65.16000366210938"
"211","47.7599983215332","47.7599983215332","47.7599983215332","65.95999908447266","65.95999908447266","65.95999908447266"
"212","52.470001220703125","52.470001220703125","52.470001220703125","62.56999969482422","62.56999969482422","62.56999969482422"
"213","50.470001220703125","50.470001220703125","50.470001220703125","53.02000045776367","53.02000045776367","53.02000045776367"
"214","55.650001525878906","55.650001525878906","55.650001525878906","60.2599983215332","60.2599983215332","60.2599983215332"
"215","55.36000061035156","55.36000061035156","55.36000061035156","63.33000183105469","63.33000183105469","63.33000183105469"
"216","53.06999969482422","53.06999969482422","53.06999969482422","60.5","60.5","60.5"
"217","46.849998474121094","46.849998474121094","46.849998474121094","58.720001220703125","58.720001220703125","58.720001220703125"
"218","45.34000015258789","45.34000015258789","45.34000015258789","60.619998931884766","60.619998931884766","60.619998931884766"
"219","47.150001525878906","47.150001525878906","47.150001525878906","69.98999786376953","69.98999786376953","69.98999786376953"
"220","58","58","58","69.81999969482422","69.81999969482422","69.81999969482422"
"221","60.33000183105469","60.33000183105469","60.33000183105469","68.8499984741211","68.8499984741211","68.8499984741211"
"222","63.68000030517578","63.68000030517578","63.68000030517578","68.0999984741211","68.0999984741211","68.0999984741211"
"223","60.060001373291016","60.060001373291016","60.060001373291016","68.69999694824219","68.69999694824219","68.69999694824219"
"224","64.58000183105469","64.58000183105469","64.58000183105469","72.94999694824219","72.94999694824219","72.94999694824219"
"225","68.01000213623047","68.01000213623047","68.01000213623047","81.30000305175781","81.30000305175781","81.30000305175781"
"226","71.48999786376953","71.48999786376953","71.48999786376953","95.30999755859375","95.30999755859375","95.30999755859375"
"227","71.9800033569336","71.9800033569336","71.9800033569336","95.22000122070312","95.22000122070312","95.22000122070312"
"228","69.47000122070312","69.47000122070312","69.47000122070312","89.08999633789062","89.08999633789062","89.08999633789062"
"229","69.05000305175781","69.05000305175781","69.05000305175781","87.3499984741211","87.3499984741211","87.3499984741211"
"230","66.08000183105469","66.08000183105469","66.08000183105469","107.48999786376953","107.48999786376953","107.48999786376953"
"231","65.20999908447266","65.20999908447266","65.20999908447266","119.68000030517578","119.68000030517578","119.68000030517578"
"232","65.77999877929688","65.77999877929688","65.77999877929688","124.87999725341797","124.87999725341797","124.87999725341797"
"233","63.849998474121094","63.849998474121094","63.849998474121094","119.75","119.75","119.75"
"234","62.02000045776367","62.02000045776367","62.02000045776367","134.5399932861328","134.5399932861328","134.5399932861328"
"235","58.939998626708984","58.939998626708984","58.939998626708984","133.3699951171875","133.3699951171875","133.3699951171875"
"236","67.25","67.25","67.25","137.75","137.75","137.75"
"237","76.55999755859375","76.55999755859375","76.55999755859375","130.25999450683594","130.25999450683594","130.25999450683594"
"238","92.93000030517578","92.93000030517578","92.93000030517578","132.3300018310547","132.3300018310547","132.3300018310547"
"239","102.01000213623047","102.01000213623047","102.01000213623047","135.3699951171875","135.3699951171875","135.3699951171875"
"240","105.08000183105469","105.08000183105469","105.08000183105469","125.56999969482422","125.56999969482422","125.56999969482422"
"241","98.83000183105469","98.83000183105469","98.83000183105469","130.19000244140625","130.19000244140625","130.19000244140625"
"242","107.69999694824219","107.69999694824219","107.69999694824219","137.67999267578125","137.67999267578125","137.67999267578125"
"243","100.54000091552734","100.54000091552734","100.54000091552734","150","150","150"
"244","105.19999694824219","105.19999694824219","105.19999694824219","145.4199981689453","145.4199981689453","145.4199981689453"
"245","118.37000274658203","118.37000274658203","118.37000274658203","118.98999786376953","118.98999786376953","118.98999786376953"
"246","127.87999725341797","127.87999725341797","127.87999725341797","89.44000244140625","89.44000244140625","89.44000244140625"
"247","134.1699981689453","134.1699981689453","134.1699981689453","73.23999786376953","73.23999786376953","73.23999786376953"
"248","120.41000366210938","120.41000366210938","120.41000366210938","74.55000305175781","74.55000305175781","74.55000305175781"
"249","140.64999389648438","140.64999389648438","140.64999389648438","66.36000061035156","66.36000061035156","66.36000061035156"
"250","164.75","164.75","164.75","60.22999954223633","60.22999954223633","60.22999954223633"
"251","174.30999755859375","174.30999755859375","174.30999755859375","50.45000076293945","50.45000076293945","50.45000076293945"
"252","165.75999450683594","165.75999450683594","165.75999450683594","47.41999816894531","47.41999816894531","47.41999816894531"
"253","166.47999572753906","166.47999572753906","166.47999572753906","44.130001068115234","44.130001068115234","44.130001068115234"
"254","179.8800048828125","179.8800048828125","179.8800048828125","41","41","41"
"255","189.17999267578125","189.17999267578125","189.17999267578125","39.86000061035156","39.86000061035156","39.86000061035156"
"256","191.1300048828125","191.1300048828125","191.1300048828125","39.209999084472656","39.209999084472656","39.209999084472656"
"257","189.66000366210938","189.66000366210938","189.66000366210938","35.310001373291016","35.310001373291016","35.310001373291016"
"258","191.36000061035156","191.36000061035156","191.36000061035156","32.189998626708984","32.189998626708984","32.189998626708984"
"259","193.5","193.5","193.5","30.729999542236328","30.729999542236328","30.729999542236328"
"260","194.67999267578125","194.67999267578125","194.67999267578125","32.29999923706055","32.29999923706055","32.29999923706055"
"261","198.42999267578125","198.42999267578125","198.42999267578125","34.4900016784668","34.4900016784668","34.4900016784668"
"262","199.2100067138672","199.2100067138672","199.2100067138672","32.63999938964844","32.63999938964844","32.63999938964844"
"263","199.83999633789062","199.83999633789062","199.83999633789062","30.809999465942383","30.809999465942383","30.809999465942383"
"264","199.94000244140625","199.94000244140625","199.94000244140625","27.239999771118164","27.239999771118164","27.239999771118164"
"265","200","200","200","26.899999618530273","26.899999618530273","26.899999618530273"
"266","200","200","200","26.200000762939453","26.200000762939453","26.200000762939453"
"267","200","200","200","26.020000457763672","26.020000457763672","26.020000457763672"
"268","200","200","200","25.8799991607666","25.8799991607666","25.8799991607666"
"269","199.6699981689453","199.6699981689453","199.6699981689453","26.809999465942383","26.809999465942383","26.809999465942383"
"270","197.38999938964844","197.38999938964844","197.38999938964844","28.270000457763672","28.270000457763672","28.270000457763672"
