"Step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_gt_rew_mean","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_gt_rew_mean__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_gt_rew_mean__MAX","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean__MIN","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_gt_rew_mean__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_gt_rew_mean","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_gt_rew_mean__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_gt_rew_mean__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_gt_rew_mean","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_gt_rew_mean__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_gt_rew_mean__MAX","CartPole_openai_contrastive_20240424_231510 - rollout/ep_gt_rew_mean","CartPole_openai_contrastive_20240424_231510 - rollout/ep_gt_rew_mean__MIN","CartPole_openai_contrastive_20240424_231510 - rollout/ep_gt_rew_mean__MAX","CartPole_openai_goal_baseline_reg_20240424_230952 - rollout/ep_gt_rew_mean","CartPole_openai_goal_baseline_reg_20240424_230952 - rollout/ep_gt_rew_mean__MIN","CartPole_openai_goal_baseline_reg_20240424_230952 - rollout/ep_gt_rew_mean__MAX","CartPole_openai_cosine_20240424_201844 - rollout/ep_gt_rew_mean","CartPole_openai_cosine_20240424_201844 - rollout/ep_gt_rew_mean__MIN","CartPole_openai_cosine_20240424_201844 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_gt_rew_mean","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPRN_cosine_20240423_122847 - rollout/ep_gt_rew_mean","CartPole_CLIPRN_cosine_20240423_122847 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPRN_cosine_20240423_122847 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPRN_contrastive_20240423_083830 - rollout/ep_gt_rew_mean","CartPole_CLIPRN_contrastive_20240423_083830 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPRN_contrastive_20240423_083830 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPRN_goal_baseline_reg_20240422_233319 - rollout/ep_gt_rew_mean","CartPole_CLIPRN_goal_baseline_reg_20240422_233319 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPRN_goal_baseline_reg_20240422_233319 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_gt_rew_mean","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_gt_rew_mean","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_gt_rew_mean__MAX","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean__MIN","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_gt_rew_mean__MAX","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean__MIN","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_gt_rew_mean__MAX"
"173","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.268616676330566","14.268616676330566","14.268616676330566","138.01329040527344","138.01329040527344","138.01329040527344","14.819149017333984","14.819149017333984","14.819149017333984","158.24734497070312","158.24734497070312","158.24734497070312","14.428191184997559","14.428191184997559","14.428191184997559","34.53191375732422","34.53191375732422","34.53191375732422","54.16926956176758","54.16926956176758","54.16926956176758","184.8385467529297","184.8385467529297","184.8385467529297","108.47396087646484","108.47396087646484","108.47396087646484","151.7369842529297","151.7369842529297","151.7369842529297","11.098958015441895","11.098958015441895","11.098958015441895","14.721354484558105","14.721354484558105","14.721354484558105","69.17708587646484","69.17708587646484","69.17708587646484","178.9140625","178.9140625","178.9140625","10.270833015441895","10.270833015441895","10.270833015441895","177.3984375","177.3984375","177.3984375"
"174","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","15","15","15","139.050537109375","139.050537109375","139.050537109375","14.651596069335938","14.651596069335938","14.651596069335938","158.15159606933594","158.15159606933594","158.15159606933594","14.454787254333496","14.454787254333496","14.454787254333496","35.46542739868164","35.46542739868164","35.46542739868164","65.203125","65.203125","65.203125","187.28125","187.28125","187.28125","107.78385162353516","107.78385162353516","107.78385162353516","164.4427032470703","164.4427032470703","164.4427032470703","11.072916984558105","11.072916984558105","11.072916984558105","13.684895515441895","13.684895515441895","13.684895515441895","64.33333587646484","64.33333587646484","64.33333587646484","178.9140625","178.9140625","178.9140625","9.8046875","9.8046875","9.8046875","176.9244842529297","176.9244842529297","176.9244842529297"
"175","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.89893627166748","14.89893627166748","14.89893627166748","139.19415283203125","139.19415283203125","139.19415283203125","13.696808815002441","13.696808815002441","13.696808815002441","158.15159606933594","158.15159606933594","158.15159606933594","14.643616676330566","14.643616676330566","14.643616676330566","35.462764739990234","35.462764739990234","35.462764739990234","63.9921875","63.9921875","63.9921875","187.28125","187.28125","187.28125","103.5","103.5","103.5","159.0989532470703","159.0989532470703","159.0989532470703","11.111979484558105","11.111979484558105","11.111979484558105","13.4921875","13.4921875","13.4921875","62.22916793823242","62.22916793823242","62.22916793823242","178.9140625","178.9140625","178.9140625","9.838541984558105","9.838541984558105","9.838541984558105","174.6015625","174.6015625","174.6015625"
"176","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","137.31382751464844","137.31382751464844","137.31382751464844","13.446808815002441","13.446808815002441","13.446808815002441","159.8085174560547","159.8085174560547","159.8085174560547","14.625","14.625","14.625","32.98138427734375","32.98138427734375","32.98138427734375","64.01041412353516","64.01041412353516","64.01041412353516","185.8723907470703","185.8723907470703","185.8723907470703","105.3984375","105.3984375","105.3984375","160.3541717529297","160.3541717529297","160.3541717529297","11.3125","11.3125","11.3125","12.6875","12.6875","12.6875","59.078125","59.078125","59.078125","175.265625","175.265625","175.265625","9.713541984558105","9.713541984558105","9.713541984558105","171.7447967529297","171.7447967529297","171.7447967529297"
"177","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.845745086669922","14.845745086669922","14.845745086669922","135.67819213867188","135.67819213867188","135.67819213867188","12.81117057800293","12.81117057800293","12.81117057800293","162.0957489013672","162.0957489013672","162.0957489013672","14.603723526000977","14.603723526000977","14.603723526000977","33.24468231201172","33.24468231201172","33.24468231201172","71.21614837646484","71.21614837646484","71.21614837646484","185.8723907470703","185.8723907470703","185.8723907470703","102.34114837646484","102.34114837646484","102.34114837646484","157.9036407470703","157.9036407470703","157.9036407470703","11.4921875","11.4921875","11.4921875","12.7109375","12.7109375","12.7109375","51.76301956176758","51.76301956176758","51.76301956176758","173.8723907470703","173.8723907470703","173.8723907470703","9.739583015441895","9.739583015441895","9.739583015441895","174.0390625","174.0390625","174.0390625"
"178","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.856383323669434","14.856383323669434","14.856383323669434","135.5053253173828","135.5053253173828","135.5053253173828","12.702127456665039","12.702127456665039","12.702127456665039","162.1329803466797","162.1329803466797","162.1329803466797","14.598403930664062","14.598403930664062","14.598403930664062","32.603721618652344","32.603721618652344","32.603721618652344","65.95572662353516","65.95572662353516","65.95572662353516","186.6145782470703","186.6145782470703","186.6145782470703","98.19791412353516","98.19791412353516","98.19791412353516","164.515625","164.515625","164.515625","12.333333015441895","12.333333015441895","12.333333015441895","12.791666984558105","12.791666984558105","12.791666984558105","51.55729293823242","51.55729293823242","51.55729293823242","173.8723907470703","173.8723907470703","173.8723907470703","15.3828125","15.3828125","15.3828125","173.0104217529297","173.0104217529297","173.0104217529297"
"179","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","135.574462890625","135.574462890625","135.574462890625","12.71010684967041","12.71010684967041","12.71010684967041","162.1329803466797","162.1329803466797","162.1329803466797","14.406914710998535","14.406914710998535","14.406914710998535","32.61170196533203","32.61170196533203","32.61170196533203","69.09896087646484","69.09896087646484","69.09896087646484","191.0078125","191.0078125","191.0078125","88.79427337646484","88.79427337646484","88.79427337646484","159.6276092529297","159.6276092529297","159.6276092529297","13.541666984558105","13.541666984558105","13.541666984558105","13.041666984558105","13.041666984558105","13.041666984558105","51.75260543823242","51.75260543823242","51.75260543823242","173.8723907470703","173.8723907470703","173.8723907470703","15.401041984558105","15.401041984558105","15.401041984558105","168.9270782470703","168.9270782470703","168.9270782470703"
"180","198.89096069335938","198.89096069335938","198.89096069335938","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","134.36170959472656","134.36170959472656","134.36170959472656","12.489361763000488","12.489361763000488","12.489361763000488","163.5292510986328","163.5292510986328","163.5292510986328","14.513298034667969","14.513298034667969","14.513298034667969","32.59308624267578","32.59308624267578","32.59308624267578","75.7109375","75.7109375","75.7109375","191.0078125","191.0078125","191.0078125","82.71353912353516","82.71353912353516","82.71353912353516","157.8385467529297","157.8385467529297","157.8385467529297","16.26041603088379","16.26041603088379","16.26041603088379","12.893229484558105","12.893229484558105","12.893229484558105","51.07551956176758","51.07551956176758","51.07551956176758","172.4661407470703","172.4661407470703","172.4661407470703","15.393229484558105","15.393229484558105","15.393229484558105","169.578125","169.578125","169.578125"
"181","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.864361763000488","14.864361763000488","14.864361763000488","133.33511352539062","133.33511352539062","133.33511352539062","12.481383323669434","12.481383323669434","12.481383323669434","160.97340393066406","160.97340393066406","160.97340393066406","14.531914710998535","14.531914710998535","14.531914710998535","32.6010627746582","32.6010627746582","32.6010627746582","68.39583587646484","68.39583587646484","68.39583587646484","191.0078125","191.0078125","191.0078125","91.97916412353516","91.97916412353516","91.97916412353516","164.265625","164.265625","164.265625","16","16","16","12.9140625","12.9140625","12.9140625","48.26301956176758","48.26301956176758","48.26301956176758","172.4661407470703","172.4661407470703","172.4661407470703","15.4765625","15.4765625","15.4765625","169.7265625","169.7265625","169.7265625"
"182","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.867021560668945","14.867021560668945","14.867021560668945","131.09042358398438","131.09042358398438","131.09042358398438","12.343085289001465","12.343085289001465","12.343085289001465","159.19415283203125","159.19415283203125","159.19415283203125","14.771276473999023","14.771276473999023","14.771276473999023","32.54521179199219","32.54521179199219","32.54521179199219","66.62760162353516","66.62760162353516","66.62760162353516","190.9140625","190.9140625","190.9140625","84.09896087646484","84.09896087646484","84.09896087646484","162.6197967529297","162.6197967529297","162.6197967529297","15.942708015441895","15.942708015441895","15.942708015441895","10.505208015441895","10.505208015441895","10.505208015441895","46.10416793823242","46.10416793823242","46.10416793823242","172.296875","172.296875","172.296875","15.463541984558105","15.463541984558105","15.463541984558105","169.7265625","169.7265625","169.7265625"
"183","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.867021560668945","14.867021560668945","14.867021560668945","130.21542358398438","130.21542358398438","130.21542358398438","12.33776569366455","12.33776569366455","12.33776569366455","160.07180786132812","160.07180786132812","160.07180786132812","14.768616676330566","14.768616676330566","14.768616676330566","36.61436080932617","36.61436080932617","36.61436080932617","65.63541412353516","65.63541412353516","65.63541412353516","182.9244842529297","182.9244842529297","182.9244842529297","92.6640625","92.6640625","92.6640625","162.9166717529297","162.9166717529297","162.9166717529297","16.2421875","16.2421875","16.2421875","10.486979484558105","10.486979484558105","10.486979484558105","45.30208206176758","45.30208206176758","45.30208206176758","175.234375","175.234375","175.234375","15.518229484558105","15.518229484558105","15.518229484558105","166.3255157470703","166.3255157470703","166.3255157470703"
"184","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.882978439331055","14.882978439331055","14.882978439331055","131.98138427734375","131.98138427734375","131.98138427734375","12.284574508666992","12.284574508666992","12.284574508666992","159.699462890625","159.699462890625","159.699462890625","14.819149017333984","14.819149017333984","14.819149017333984","36.6010627746582","36.6010627746582","36.6010627746582","66.68228912353516","66.68228912353516","66.68228912353516","182.9244842529297","182.9244842529297","182.9244842529297","95.80208587646484","95.80208587646484","95.80208587646484","162.9166717529297","162.9166717529297","162.9166717529297","20.3515625","20.3515625","20.3515625","10.486979484558105","10.486979484558105","10.486979484558105","39.359375","39.359375","39.359375","171.0963592529297","171.0963592529297","171.0963592529297","15.572916984558105","15.572916984558105","15.572916984558105","166.1614532470703","166.1614532470703","166.1614532470703"
"185","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.795212745666504","14.795212745666504","14.795212745666504","131.1542510986328","131.1542510986328","131.1542510986328","12.252659797668457","12.252659797668457","12.252659797668457","159.699462890625","159.699462890625","159.699462890625","14.81382942199707","14.81382942199707","14.81382942199707","36.27659606933594","36.27659606933594","36.27659606933594","78.43228912353516","78.43228912353516","78.43228912353516","181.0182342529297","181.0182342529297","181.0182342529297","97.16146087646484","97.16146087646484","97.16146087646484","162.9114532470703","162.9114532470703","162.9114532470703","20.13541603088379","20.13541603088379","20.13541603088379","10.8203125","10.8203125","10.8203125","33.890625","33.890625","33.890625","165.9609375","165.9609375","165.9609375","15.505208015441895","15.505208015441895","15.505208015441895","163.125","163.125","163.125"
"186","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.736701965332031","14.736701965332031","14.736701965332031","129.9920196533203","129.9920196533203","129.9920196533203","12.255319595336914","12.255319595336914","12.255319595336914","159.699462890625","159.699462890625","159.699462890625","14.864361763000488","14.864361763000488","14.864361763000488","36.29787063598633","36.29787063598633","36.29787063598633","74.20052337646484","74.20052337646484","74.20052337646484","175.4010467529297","175.4010467529297","175.4010467529297","97.3828125","97.3828125","97.3828125","160.1510467529297","160.1510467529297","160.1510467529297","20.26302146911621","20.26302146911621","20.26302146911621","10.7265625","10.7265625","10.7265625","33.76823043823242","33.76823043823242","33.76823043823242","167.5963592529297","167.5963592529297","167.5963592529297","15.651041984558105","15.651041984558105","15.651041984558105","165.5833282470703","165.5833282470703","165.5833282470703"
"187","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","14.72606372833252","14.72606372833252","14.72606372833252","129.5292510986328","129.5292510986328","129.5292510986328","12.244680404663086","12.244680404663086","12.244680404663086","160.59307861328125","160.59307861328125","160.59307861328125","14.848403930664062","14.848403930664062","14.848403930664062","36.175533294677734","36.175533294677734","36.175533294677734","81.85416412353516","81.85416412353516","81.85416412353516","175.4010467529297","175.4010467529297","175.4010467529297","91.86458587646484","91.86458587646484","91.86458587646484","164.2786407470703","164.2786407470703","164.2786407470703","20.06770896911621","20.06770896911621","20.06770896911621","10.088541984558105","10.088541984558105","10.088541984558105","32.62760543823242","32.62760543823242","32.62760543823242","167.5963592529297","167.5963592529297","167.5963592529297","15.9453125","15.9453125","15.9453125","167.2239532470703","167.2239532470703","167.2239532470703"
"188","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","13.478723526000977","13.478723526000977","13.478723526000977","129.7127685546875","129.7127685546875","129.7127685546875","12.21276569366455","12.21276569366455","12.21276569366455","160.59307861328125","160.59307861328125","160.59307861328125","14.83510684967041","14.83510684967041","14.83510684967041","36.3111686706543","36.3111686706543","36.3111686706543","80.00521087646484","80.00521087646484","80.00521087646484","176.8098907470703","176.8098907470703","176.8098907470703","92.12239837646484","92.12239837646484","92.12239837646484","158.765625","158.765625","158.765625","19.8046875","19.8046875","19.8046875","10.135416984558105","10.135416984558105","10.135416984558105","32.03645706176758","32.03645706176758","32.03645706176758","167.5963592529297","167.5963592529297","167.5963592529297","16.01302146911621","16.01302146911621","16.01302146911621","165.671875","165.671875","165.671875"
"189","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","13.452127456665039","13.452127456665039","13.452127456665039","132.73670959472656","132.73670959472656","132.73670959472656","13.343085289001465","13.343085289001465","13.343085289001465","164.1542510986328","164.1542510986328","164.1542510986328","14.984042167663574","14.984042167663574","14.984042167663574","40.34042739868164","40.34042739868164","40.34042739868164","74.84114837646484","74.84114837646484","74.84114837646484","176.8098907470703","176.8098907470703","176.8098907470703","100.53385162353516","100.53385162353516","100.53385162353516","167.828125","167.828125","167.828125","19.72916603088379","19.72916603088379","19.72916603088379","10.106770515441895","10.106770515441895","10.106770515441895","29.18229103088379","29.18229103088379","29.18229103088379","163.2473907470703","163.2473907470703","163.2473907470703","16.22395896911621","16.22395896911621","16.22395896911621","165.6458282470703","165.6458282470703","165.6458282470703"
"190","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","13.420212745666504","13.420212745666504","13.420212745666504","132.88563537597656","132.88563537597656","132.88563537597656","13.574467658996582","13.574467658996582","13.574467658996582","166.2047882080078","166.2047882080078","166.2047882080078","14.994680404663086","14.994680404663086","14.994680404663086","40.34840393066406","40.34840393066406","40.34840393066406","82.421875","82.421875","82.421875","176.8098907470703","176.8098907470703","176.8098907470703","90.41666412353516","90.41666412353516","90.41666412353516","161.734375","161.734375","161.734375","18.98177146911621","18.98177146911621","18.98177146911621","10.169270515441895","10.169270515441895","10.169270515441895","29.6953125","29.6953125","29.6953125","165.4557342529297","165.4557342529297","165.4557342529297","16.47916603088379","16.47916603088379","16.47916603088379","164.4375","164.4375","164.4375"
"191","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","13.41489315032959","13.41489315032959","13.41489315032959","130.82713317871094","130.82713317871094","130.82713317871094","13.579787254333496","13.579787254333496","13.579787254333496","165.30584716796875","165.30584716796875","165.30584716796875","15.013298034667969","15.013298034667969","15.013298034667969","40.36436080932617","40.36436080932617","40.36436080932617","81.015625","81.015625","81.015625","180.9114532470703","180.9114532470703","180.9114532470703","90.3359375","90.3359375","90.3359375","171.8125","171.8125","171.8125","17.8046875","17.8046875","17.8046875","10.114583015441895","10.114583015441895","10.114583015441895","24.37239646911621","24.37239646911621","24.37239646911621","161.4947967529297","161.4947967529297","161.4947967529297","16.62239646911621","16.62239646911621","16.62239646911621","161.625","161.625","161.625"
"192","198.1170196533203","198.1170196533203","198.1170196533203","198.98403930664062","198.98403930664062","198.98403930664062","13.441489219665527","13.441489219665527","13.441489219665527","132.10372924804688","132.10372924804688","132.10372924804688","13.58776569366455","13.58776569366455","13.58776569366455","166.46542358398438","166.46542358398438","166.46542358398438","15.06117057800293","15.06117057800293","15.06117057800293","40.289894104003906","40.289894104003906","40.289894104003906","80.77864837646484","80.77864837646484","80.77864837646484","180.9114532470703","180.9114532470703","180.9114532470703","85.76041412353516","85.76041412353516","85.76041412353516","173.6015625","173.6015625","173.6015625","15.213541984558105","15.213541984558105","15.213541984558105","10.1015625","10.1015625","10.1015625","24.3359375","24.3359375","24.3359375","164.9375","164.9375","164.9375","16.65885353088379","16.65885353088379","16.65885353088379","160.9557342529297","160.9557342529297","160.9557342529297"
"193","198.09840393066406","198.09840393066406","198.09840393066406","198.98403930664062","198.98403930664062","198.98403930664062","13.444149017333984","13.444149017333984","13.444149017333984","132.17819213867188","132.17819213867188","132.17819213867188","13.484042167663574","13.484042167663574","13.484042167663574","165.60372924804688","165.60372924804688","165.60372924804688","15.090425491333008","15.090425491333008","15.090425491333008","40.28191375732422","40.28191375732422","40.28191375732422","81.47396087646484","81.47396087646484","81.47396087646484","180.9114532470703","180.9114532470703","180.9114532470703","72.53125","72.53125","72.53125","177.9661407470703","177.9661407470703","177.9661407470703","15.315104484558105","15.315104484558105","15.315104484558105","10.109375","10.109375","10.109375","24.83333396911621","24.83333396911621","24.83333396911621","165.6796875","165.6796875","165.6796875","16.6328125","16.6328125","16.6328125","160.9583282470703","160.9583282470703","160.9583282470703"
"194","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.510638236999512","13.510638236999512","13.510638236999512","131.9574432373047","131.9574432373047","131.9574432373047","13.470745086669922","13.470745086669922","13.470745086669922","166.95213317871094","166.95213317871094","166.95213317871094","15.117021560668945","15.117021560668945","15.117021560668945","43.71542739868164","43.71542739868164","43.71542739868164","81.91146087646484","81.91146087646484","81.91146087646484","181.0052032470703","181.0052032470703","181.0052032470703","65.34114837646484","65.34114837646484","65.34114837646484","179.6119842529297","179.6119842529297","179.6119842529297","15.419270515441895","15.419270515441895","15.419270515441895","10.203125","10.203125","10.203125","29.60677146911621","29.60677146911621","29.60677146911621","164.3880157470703","164.3880157470703","164.3880157470703","16.8203125","16.8203125","16.8203125","160.6640625","160.6640625","160.6640625"
"195","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.521276473999023","13.521276473999023","13.521276473999023","132.81915283203125","132.81915283203125","132.81915283203125","13.47606372833252","13.47606372833252","13.47606372833252","166.5372314453125","166.5372314453125","166.5372314453125","15.125","15.125","15.125","43.72340393066406","43.72340393066406","43.72340393066406","74.44271087646484","74.44271087646484","74.44271087646484","188.9947967529297","188.9947967529297","188.9947967529297","55.08073043823242","55.08073043823242","55.08073043823242","179.6328125","179.6328125","179.6328125","15.127604484558105","15.127604484558105","15.127604484558105","10.291666984558105","10.291666984558105","10.291666984558105","29.61197853088379","29.61197853088379","29.61197853088379","164.3880157470703","164.3880157470703","164.3880157470703","16.82552146911621","16.82552146911621","16.82552146911621","158.6822967529297","158.6822967529297","158.6822967529297"
"196","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.534574508666992","13.534574508666992","13.534574508666992","130.824462890625","130.824462890625","130.824462890625","13.489361763000488","13.489361763000488","13.489361763000488","164.34840393066406","164.34840393066406","164.34840393066406","15.151596069335938","15.151596069335938","15.151596069335938","42.587764739990234","42.587764739990234","42.587764739990234","69.09375","69.09375","69.09375","188.9947967529297","188.9947967529297","188.9947967529297","50.61979293823242","50.61979293823242","50.61979293823242","169.8541717529297","169.8541717529297","169.8541717529297","11.890625","11.890625","11.890625","10.385416984558105","10.385416984558105","10.385416984558105","29.6171875","29.6171875","29.6171875","170.4375","170.4375","170.4375","17.02083396911621","17.02083396911621","17.02083396911621","160.7447967529297","160.7447967529297","160.7447967529297"
"197","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.60106372833252","13.60106372833252","13.60106372833252","132.08511352539062","132.08511352539062","132.08511352539062","13.598403930664062","13.598403930664062","13.598403930664062","165.64361572265625","165.64361572265625","165.64361572265625","15.547872543334961","15.547872543334961","15.547872543334961","42.585105895996094","42.585105895996094","42.585105895996094","61.1328125","61.1328125","61.1328125","193.2708282470703","193.2708282470703","193.2708282470703","49.24739456176758","49.24739456176758","49.24739456176758","160.5989532470703","160.5989532470703","160.5989532470703","11.890625","11.890625","11.890625","10.041666984558105","10.041666984558105","10.041666984558105","27.23697853088379","27.23697853088379","27.23697853088379","170.4375","170.4375","170.4375","17.01302146911621","17.01302146911621","17.01302146911621","160.1744842529297","160.1744842529297","160.1744842529297"
"198","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.58776569366455","13.58776569366455","13.58776569366455","133.57180786132812","133.57180786132812","133.57180786132812","13.593085289001465","13.593085289001465","13.593085289001465","165.8297882080078","165.8297882080078","165.8297882080078","15.558510780334473","15.558510780334473","15.558510780334473","43.805850982666016","43.805850982666016","43.805850982666016","56.16145706176758","56.16145706176758","56.16145706176758","189.6953125","189.6953125","189.6953125","54.34114456176758","54.34114456176758","54.34114456176758","163.8151092529297","163.8151092529297","163.8151092529297","11.7265625","11.7265625","11.7265625","10.03125","10.03125","10.03125","27.234375","27.234375","27.234375","170.4375","170.4375","170.4375","17.29947853088379","17.29947853088379","17.29947853088379","158.515625","158.515625","158.515625"
"199","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.58510684967041","13.58510684967041","13.58510684967041","135.324462890625","135.324462890625","135.324462890625","13.590425491333008","13.590425491333008","13.590425491333008","167.7207489013672","167.7207489013672","167.7207489013672","15.577127456665039","15.577127456665039","15.577127456665039","44.73670196533203","44.73670196533203","44.73670196533203","48.640625","48.640625","48.640625","183.4375","183.4375","183.4375","59.69270706176758","59.69270706176758","59.69270706176758","164.9713592529297","164.9713592529297","164.9713592529297","11.651041984558105","11.651041984558105","11.651041984558105","10.0390625","10.0390625","10.0390625","29.14322853088379","29.14322853088379","29.14322853088379","170.4375","170.4375","170.4375","17.3671875","17.3671875","17.3671875","158.0703125","158.0703125","158.0703125"
"200","198.0877685546875","198.0877685546875","198.0877685546875","198.98403930664062","198.98403930664062","198.98403930664062","13.571808815002441","13.571808815002441","13.571808815002441","136.9122314453125","136.9122314453125","136.9122314453125","13.614361763000488","13.614361763000488","13.614361763000488","169.5292510986328","169.5292510986328","169.5292510986328","15.577127456665039","15.577127456665039","15.577127456665039","46.75798034667969","46.75798034667969","46.75798034667969","48.58333206176758","48.58333206176758","48.58333206176758","183.4375","183.4375","183.4375","55.88020706176758","55.88020706176758","55.88020706176758","170.3385467529297","170.3385467529297","170.3385467529297","11.59375","11.59375","11.59375","9.981770515441895","9.981770515441895","9.981770515441895","29.1328125","29.1328125","29.1328125","172.7421875","172.7421875","172.7421875","17.671875","17.671875","17.671875","160.8697967529297","160.8697967529297","160.8697967529297"
