"Step","CartPole_flava-full_contrastive_20240425_151959 - rollout/ep_gt_rew_mean","CartPole_flava-full_contrastive_20240425_151959 - rollout/ep_gt_rew_mean__MIN","CartPole_flava-full_contrastive_20240425_151959 - rollout/ep_gt_rew_mean__MAX","CartPole_flava-full_contrastive_20240425_151531 - rollout/ep_gt_rew_mean","CartPole_flava-full_contrastive_20240425_151531 - rollout/ep_gt_rew_mean__MIN","CartPole_flava-full_contrastive_20240425_151531 - rollout/ep_gt_rew_mean__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - rollout/ep_gt_rew_mean","CartPole_flava-full_goal_baseline_reg_20240425_150737 - rollout/ep_gt_rew_mean__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - rollout/ep_gt_rew_mean__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - rollout/ep_gt_rew_mean","CartPole_flava-full_goal_baseline_reg_20240425_150202 - rollout/ep_gt_rew_mean__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - rollout/ep_gt_rew_mean__MAX","CartPole_flava-full_cosine_20240425_143913 - rollout/ep_gt_rew_mean","CartPole_flava-full_cosine_20240425_143913 - rollout/ep_gt_rew_mean__MIN","CartPole_flava-full_cosine_20240425_143913 - rollout/ep_gt_rew_mean__MAX","CartPole_flava-full_cosine_20240425_142155 - rollout/ep_gt_rew_mean","CartPole_flava-full_cosine_20240425_142155 - rollout/ep_gt_rew_mean__MIN","CartPole_flava-full_cosine_20240425_142155 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_gt_rew_mean__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_gt_rew_mean","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_gt_rew_mean__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_gt_rew_mean__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_gt_rew_mean","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_gt_rew_mean__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_gt_rew_mean__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_gt_rew_mean","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_gt_rew_mean__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_gt_rew_mean","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_gt_rew_mean","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_gt_rew_mean__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_gt_rew_mean","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_gt_rew_mean__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_gt_rew_mean__MAX"
"310","46.71808624267578","46.71808624267578","46.71808624267578","70.1223373413086","70.1223373413086","70.1223373413086","16.125","16.125","16.125","11.21010684967041","11.21010684967041","11.21010684967041","127.21808624267578","127.21808624267578","127.21808624267578","170.0664825439453","170.0664825439453","170.0664825439453","173.05319213867188","173.05319213867188","173.05319213867188","181.09307861328125","181.09307861328125","181.09307861328125","153.0452117919922","153.0452117919922","153.0452117919922","60.90425491333008","60.90425491333008","60.90425491333008","11.441489219665527","11.441489219665527","11.441489219665527","199.9335174560547","199.9335174560547","199.9335174560547","19.32978630065918","19.32978630065918","19.32978630065918","181.13563537597656","181.13563537597656","181.13563537597656","18.35677146911621","18.35677146911621","18.35677146911621","171.390625","171.390625","171.390625","58.10676956176758","58.10676956176758","58.10676956176758","170.9375","170.9375","170.9375"
"311","46.699466705322266","46.699466705322266","46.699466705322266","71.81914520263672","71.81914520263672","71.81914520263672","16.14095687866211","16.14095687866211","16.14095687866211","11.199467658996582","11.199467658996582","11.199467658996582","128.0585174560547","128.0585174560547","128.0585174560547","170.0664825439453","170.0664825439453","170.0664825439453","172.40957641601562","172.40957641601562","172.40957641601562","181.09307861328125","181.09307861328125","181.09307861328125","152.5425567626953","152.5425567626953","152.5425567626953","57.45478820800781","57.45478820800781","57.45478820800781","11.457447052001953","11.457447052001953","11.457447052001953","199.9335174560547","199.9335174560547","199.9335174560547","19.335105895996094","19.335105895996094","19.335105895996094","181.13563537597656","181.13563537597656","181.13563537597656","18.4140625","18.4140625","18.4140625","171.390625","171.390625","171.390625","53.2890625","53.2890625","53.2890625","170.9375","170.9375","170.9375"
"312","46.90425491333008","46.90425491333008","46.90425491333008","71.29521179199219","71.29521179199219","71.29521179199219","18.356382369995117","18.356382369995117","18.356382369995117","11.207447052001953","11.207447052001953","11.207447052001953","131.89361572265625","131.89361572265625","131.89361572265625","168.56117248535156","168.56117248535156","168.56117248535156","174.4547882080078","174.4547882080078","174.4547882080078","181.09307861328125","181.09307861328125","181.09307861328125","149.40957641601562","149.40957641601562","149.40957641601562","59.25798034667969","59.25798034667969","59.25798034667969","11.46010684967041","11.46010684967041","11.46010684967041","199.9335174560547","199.9335174560547","199.9335174560547","19.337766647338867","19.337766647338867","19.337766647338867","181.13563537597656","181.13563537597656","181.13563537597656","18.13802146911621","18.13802146911621","18.13802146911621","166.953125","166.953125","166.953125","51.77864456176758","51.77864456176758","51.77864456176758","163.6927032470703","163.6927032470703","163.6927032470703"
"313","44.558509826660156","44.558509826660156","44.558509826660156","72.06117248535156","72.06117248535156","72.06117248535156","15.77393627166748","15.77393627166748","15.77393627166748","11.199467658996582","11.199467658996582","11.199467658996582","131.89361572265625","131.89361572265625","131.89361572265625","164.68617248535156","164.68617248535156","164.68617248535156","174.3670196533203","174.3670196533203","174.3670196533203","183.9547882080078","183.9547882080078","183.9547882080078","149.0452117919922","149.0452117919922","149.0452117919922","56.01329803466797","56.01329803466797","56.01329803466797","11.904254913330078","11.904254913330078","11.904254913330078","199.9335174560547","199.9335174560547","199.9335174560547","19.28191566467285","19.28191566467285","19.28191566467285","181.13563537597656","181.13563537597656","181.13563537597656","18.09635353088379","18.09635353088379","18.09635353088379","166.953125","166.953125","166.953125","58.29166793823242","58.29166793823242","58.29166793823242","160.5807342529297","160.5807342529297","160.5807342529297"
"314","44.837764739990234","44.837764739990234","44.837764739990234","73.65691375732422","73.65691375732422","73.65691375732422","16.1994686126709","16.1994686126709","16.1994686126709","11.202127456665039","11.202127456665039","11.202127456665039","130.94415283203125","130.94415283203125","130.94415283203125","168.63563537597656","168.63563537597656","168.63563537597656","174.12765502929688","174.12765502929688","174.12765502929688","183.9547882080078","183.9547882080078","183.9547882080078","145.33511352539062","145.33511352539062","145.33511352539062","52.67287063598633","52.67287063598633","52.67287063598633","12.10106372833252","12.10106372833252","12.10106372833252","199.9335174560547","199.9335174560547","199.9335174560547","23.25265884399414","23.25265884399414","23.25265884399414","179.14894104003906","179.14894104003906","179.14894104003906","10.375","10.375","10.375","169.2890625","169.2890625","169.2890625","56.32551956176758","56.32551956176758","56.32551956176758","163.7083282470703","163.7083282470703","163.7083282470703"
"315","44.49734115600586","44.49734115600586","44.49734115600586","73.89893341064453","73.89893341064453","73.89893341064453","16.154254913330078","16.154254913330078","16.154254913330078","11.202127456665039","11.202127456665039","11.202127456665039","127.68350982666016","127.68350982666016","127.68350982666016","168.63563537597656","168.63563537597656","168.63563537597656","174.68882751464844","174.68882751464844","174.68882751464844","185.2952117919922","185.2952117919922","185.2952117919922","142.73403930664062","142.73403930664062","142.73403930664062","50.98138427734375","50.98138427734375","50.98138427734375","12.069149017333984","12.069149017333984","12.069149017333984","199.53988647460938","199.53988647460938","199.53988647460938","23.1994686126709","23.1994686126709","23.1994686126709","177.76329040527344","177.76329040527344","177.76329040527344","10.40625","10.40625","10.40625","167.2708282470703","167.2708282470703","167.2708282470703","56.44270706176758","56.44270706176758","56.44270706176758","162.7916717529297","162.7916717529297","162.7916717529297"
"316","44.10638427734375","44.10638427734375","44.10638427734375","72.5026626586914","72.5026626586914","72.5026626586914","20.00265884399414","20.00265884399414","20.00265884399414","11.22606372833252","11.22606372833252","11.22606372833252","129.4707489013672","129.4707489013672","129.4707489013672","165.93882751464844","165.93882751464844","165.93882751464844","173.0877685546875","173.0877685546875","173.0877685546875","187.51329040527344","187.51329040527344","187.51329040527344","141.95213317871094","141.95213317871094","141.95213317871094","47.49201965332031","47.49201965332031","47.49201965332031","12.074467658996582","12.074467658996582","12.074467658996582","199.53988647460938","199.53988647460938","199.53988647460938","23.20478630065918","23.20478630065918","23.20478630065918","178.4175567626953","178.4175567626953","178.4175567626953","15.0703125","15.0703125","15.0703125","175.2395782470703","175.2395782470703","175.2395782470703","60.22395706176758","60.22395706176758","60.22395706176758","161.1015625","161.1015625","161.1015625"
"317","44.29787063598633","44.29787063598633","44.29787063598633","71.96542358398438","71.96542358398438","71.96542358398438","20.00265884399414","20.00265884399414","20.00265884399414","11.228723526000977","11.228723526000977","11.228723526000977","127.40691375732422","127.40691375732422","127.40691375732422","169.23138427734375","169.23138427734375","169.23138427734375","173.0877685546875","173.0877685546875","173.0877685546875","185.18617248535156","185.18617248535156","185.18617248535156","138.6702117919922","138.6702117919922","138.6702117919922","46.77659606933594","46.77659606933594","46.77659606933594","12.215425491333008","12.215425491333008","12.215425491333008","199.53988647460938","199.53988647460938","199.53988647460938","23.20212745666504","23.20212745666504","23.20212745666504","177.36436462402344","177.36436462402344","177.36436462402344","15.0390625","15.0390625","15.0390625","175.2395782470703","175.2395782470703","175.2395782470703","59.28645706176758","59.28645706176758","59.28645706176758","159.0182342529297","159.0182342529297","159.0182342529297"
"318","44.76329803466797","44.76329803466797","44.76329803466797","72.46808624267578","72.46808624267578","72.46808624267578","20.143617630004883","20.143617630004883","20.143617630004883","11.220745086669922","11.220745086669922","11.220745086669922","128.92819213867188","128.92819213867188","128.92819213867188","172.65957641601562","172.65957641601562","172.65957641601562","171.99734497070312","171.99734497070312","171.99734497070312","186.6542510986328","186.6542510986328","186.6542510986328","136.5079803466797","136.5079803466797","136.5079803466797","46.15957260131836","46.15957260131836","46.15957260131836","12.297872543334961","12.297872543334961","12.297872543334961","199.53988647460938","199.53988647460938","199.53988647460938","23.228723526000977","23.228723526000977","23.228723526000977","177.36436462402344","177.36436462402344","177.36436462402344","15.450520515441895","15.450520515441895","15.450520515441895","175.2395782470703","175.2395782470703","175.2395782470703","60.05729293823242","60.05729293823242","60.05729293823242","159.0182342529297","159.0182342529297","159.0182342529297"
"319","44.164894104003906","44.164894104003906","44.164894104003906","72.30319213867188","72.30319213867188","72.30319213867188","20.143617630004883","20.143617630004883","20.143617630004883","11.191489219665527","11.191489219665527","11.191489219665527","129.425537109375","129.425537109375","129.425537109375","169.84840393066406","169.84840393066406","169.84840393066406","170.94415283203125","170.94415283203125","170.94415283203125","186.6542510986328","186.6542510986328","186.6542510986328","133.425537109375","133.425537109375","133.425537109375","44.646278381347656","44.646278381347656","44.646278381347656","12.305850982666016","12.305850982666016","12.305850982666016","199.53988647460938","199.53988647460938","199.53988647460938","23.228723526000977","23.228723526000977","23.228723526000977","177.36436462402344","177.36436462402344","177.36436462402344","15.296875","15.296875","15.296875","175.2395782470703","175.2395782470703","175.2395782470703","60.4609375","60.4609375","60.4609375","155.7239532470703","155.7239532470703","155.7239532470703"
"320","44.103721618652344","44.103721618652344","44.103721618652344","72.68882751464844","72.68882751464844","72.68882751464844","20.090425491333008","20.090425491333008","20.090425491333008","11.191489219665527","11.191489219665527","11.191489219665527","127.61436462402344","127.61436462402344","127.61436462402344","166.97872924804688","166.97872924804688","166.97872924804688","169.6835174560547","169.6835174560547","169.6835174560547","187.01596069335938","187.01596069335938","187.01596069335938","129.65957641601562","129.65957641601562","129.65957641601562","41.66755294799805","41.66755294799805","41.66755294799805","12.28723430633545","12.28723430633545","12.28723430633545","199.53988647460938","199.53988647460938","199.53988647460938","23.20212745666504","23.20212745666504","23.20212745666504","176.3085174560547","176.3085174560547","176.3085174560547","15.833333015441895","15.833333015441895","15.833333015441895","170.6770782470703","170.6770782470703","170.6770782470703","61.19010543823242","61.19010543823242","61.19010543823242","159.0494842529297","159.0494842529297","159.0494842529297"
"321","41.74201965332031","41.74201965332031","41.74201965332031","72.98138427734375","72.98138427734375","72.98138427734375","19.523935317993164","19.523935317993164","19.523935317993164","11.21010684967041","11.21010684967041","11.21010684967041","127.49201965332031","127.49201965332031","127.49201965332031","170.57180786132812","170.57180786132812","170.57180786132812","169.6835174560547","169.6835174560547","169.6835174560547","187.49734497070312","187.49734497070312","187.49734497070312","126.2872314453125","126.2872314453125","126.2872314453125","41.07712936401367","41.07712936401367","41.07712936401367","12.305850982666016","12.305850982666016","12.305850982666016","199.53988647460938","199.53988647460938","199.53988647460938","23.26595687866211","23.26595687866211","23.26595687866211","176.3085174560547","176.3085174560547","176.3085174560547","15.6171875","15.6171875","15.6171875","179.9505157470703","179.9505157470703","179.9505157470703","59.828125","59.828125","59.828125","165.359375","165.359375","165.359375"
"322","41.98670196533203","41.98670196533203","41.98670196533203","74.18085479736328","74.18085479736328","74.18085479736328","19.367021560668945","19.367021560668945","19.367021560668945","11.199467658996582","11.199467658996582","11.199467658996582","128.59042358398438","128.59042358398438","128.59042358398438","170.57180786132812","170.57180786132812","170.57180786132812","168.7420196533203","168.7420196533203","168.7420196533203","187.49734497070312","187.49734497070312","187.49734497070312","122.3351058959961","122.3351058959961","122.3351058959961","40.48936080932617","40.48936080932617","40.48936080932617","12.284574508666992","12.284574508666992","12.284574508666992","199.53988647460938","199.53988647460938","199.53988647460938","23.25","23.25","23.25","174.40692138671875","174.40692138671875","174.40692138671875","15.895833015441895","15.895833015441895","15.895833015441895","181.9817657470703","181.9817657470703","181.9817657470703","66.44271087646484","66.44271087646484","66.44271087646484","161.4296875","161.4296875","161.4296875"
"323","40.10638427734375","40.10638427734375","40.10638427734375","73.99201965332031","73.99201965332031","73.99201965332031","19.537233352661133","19.537233352661133","19.537233352661133","11.223403930664062","11.223403930664062","11.223403930664062","130.27659606933594","130.27659606933594","130.27659606933594","169.75265502929688","169.75265502929688","169.75265502929688","168.7420196533203","168.7420196533203","168.7420196533203","187.49734497070312","187.49734497070312","187.49734497070312","118.36701965332031","118.36701965332031","118.36701965332031","37.26595687866211","37.26595687866211","37.26595687866211","12.292552947998047","12.292552947998047","12.292552947998047","199.53988647460938","199.53988647460938","199.53988647460938","23.257978439331055","23.257978439331055","23.257978439331055","174.40692138671875","174.40692138671875","174.40692138671875","15.981770515441895","15.981770515441895","15.981770515441895","181.9817657470703","181.9817657470703","181.9817657470703","66.54947662353516","66.54947662353516","66.54947662353516","157.6536407470703","157.6536407470703","157.6536407470703"
"324","40.337764739990234","40.337764739990234","40.337764739990234","73.44947052001953","73.44947052001953","73.44947052001953","19.73670196533203","19.73670196533203","19.73670196533203","11.223403930664062","11.223403930664062","11.223403930664062","128.5797882080078","128.5797882080078","128.5797882080078","169.75265502929688","169.75265502929688","169.75265502929688","165.40957641601562","165.40957641601562","165.40957641601562","187.49734497070312","187.49734497070312","187.49734497070312","115.4601058959961","115.4601058959961","115.4601058959961","37.24468231201172","37.24468231201172","37.24468231201172","12.300532341003418","12.300532341003418","12.300532341003418","199.53988647460938","199.53988647460938","199.53988647460938","23.292552947998047","23.292552947998047","23.292552947998047","174.40692138671875","174.40692138671875","174.40692138671875","15.9609375","15.9609375","15.9609375","186.4192657470703","186.4192657470703","186.4192657470703","71.578125","71.578125","71.578125","154.6510467529297","154.6510467529297","154.6510467529297"
"325","37.5611686706543","37.5611686706543","37.5611686706543","72.18350982666016","72.18350982666016","72.18350982666016","19.73404312133789","19.73404312133789","19.73404312133789","11.204787254333496","11.204787254333496","11.204787254333496","128.78192138671875","128.78192138671875","128.78192138671875","169.75265502929688","169.75265502929688","169.75265502929688","167.1196746826172","167.1196746826172","167.1196746826172","184.074462890625","184.074462890625","184.074462890625","114.2526626586914","114.2526626586914","114.2526626586914","36.021278381347656","36.021278381347656","36.021278381347656","12.300532341003418","12.300532341003418","12.300532341003418","199.53988647460938","199.53988647460938","199.53988647460938","23.29521369934082","23.29521369934082","23.29521369934082","174.40692138671875","174.40692138671875","174.40692138671875","16.5546875","16.5546875","16.5546875","186.4192657470703","186.4192657470703","186.4192657470703","70.91666412353516","70.91666412353516","70.91666412353516","150.5026092529297","150.5026092529297","150.5026092529297"
"326","37.800533294677734","37.800533294677734","37.800533294677734","72.86968231201172","72.86968231201172","72.86968231201172","19.73404312133789","19.73404312133789","19.73404312133789","11.183510780334473","11.183510780334473","11.183510780334473","125.60638427734375","125.60638427734375","125.60638427734375","169.75265502929688","169.75265502929688","169.75265502929688","167.1196746826172","167.1196746826172","167.1196746826172","184.6542510986328","184.6542510986328","184.6542510986328","110.31914520263672","110.31914520263672","110.31914520263672","34.162235260009766","34.162235260009766","34.162235260009766","12.292552947998047","12.292552947998047","12.292552947998047","199.60638427734375","199.60638427734375","199.60638427734375","23.287233352661133","23.287233352661133","23.287233352661133","174.40692138671875","174.40692138671875","174.40692138671875","16.484375","16.484375","16.484375","186.4192657470703","186.4192657470703","186.4192657470703","67.796875","67.796875","67.796875","147.4192657470703","147.4192657470703","147.4192657470703"
"327","36.303192138671875","36.303192138671875","36.303192138671875","72.19680786132812","72.19680786132812","72.19680786132812","19.73670196533203","19.73670196533203","19.73670196533203","11.191489219665527","11.191489219665527","11.191489219665527","125.59840393066406","125.59840393066406","125.59840393066406","169.75265502929688","169.75265502929688","169.75265502929688","167.49734497070312","167.49734497070312","167.49734497070312","184.64096069335938","184.64096069335938","184.64096069335938","106.35638427734375","106.35638427734375","106.35638427734375","30.57712745666504","30.57712745666504","30.57712745666504","11.446808815002441","11.446808815002441","11.446808815002441","199.60638427734375","199.60638427734375","199.60638427734375","23.18617057800293","23.18617057800293","23.18617057800293","172.98936462402344","172.98936462402344","172.98936462402344","16.453125","16.453125","16.453125","195.0859375","195.0859375","195.0859375","64.27083587646484","64.27083587646484","64.27083587646484","147.4192657470703","147.4192657470703","147.4192657470703"
"328","35.34308624267578","35.34308624267578","35.34308624267578","71.90957641601562","71.90957641601562","71.90957641601562","20.162233352661133","20.162233352661133","20.162233352661133","11.199467658996582","11.199467658996582","11.199467658996582","125.0851058959961","125.0851058959961","125.0851058959961","169.75265502929688","169.75265502929688","169.75265502929688","167.49734497070312","167.49734497070312","167.49734497070312","183.55319213867188","183.55319213867188","183.55319213867188","104.38031768798828","104.38031768798828","104.38031768798828","28.87765884399414","28.87765884399414","28.87765884399414","11.473403930664062","11.473403930664062","11.473403930664062","198.57713317871094","198.57713317871094","198.57713317871094","24.518617630004883","24.518617630004883","24.518617630004883","173.91488647460938","173.91488647460938","173.91488647460938","12.065104484558105","12.065104484558105","12.065104484558105","195.0859375","195.0859375","195.0859375","58.0546875","58.0546875","58.0546875","145.2161407470703","145.2161407470703","145.2161407470703"
"329","34.646278381347656","34.646278381347656","34.646278381347656","71.57978820800781","71.57978820800781","71.57978820800781","19.49734115600586","19.49734115600586","19.49734115600586","10.981383323669434","10.981383323669434","10.981383323669434","123.22074127197266","123.22074127197266","123.22074127197266","169.75265502929688","169.75265502929688","169.75265502929688","168.07713317871094","168.07713317871094","168.07713317871094","183.4920196533203","183.4920196533203","183.4920196533203","102.24201965332031","102.24201965332031","102.24201965332031","30.00265884399414","30.00265884399414","30.00265884399414","11.484042167663574","11.484042167663574","11.484042167663574","198.57713317871094","198.57713317871094","198.57713317871094","26.79787254333496","26.79787254333496","26.79787254333496","172.84042358398438","172.84042358398438","172.84042358398438","12.411458015441895","12.411458015441895","12.411458015441895","195.0859375","195.0859375","195.0859375","56.41926956176758","56.41926956176758","56.41926956176758","141.2630157470703","141.2630157470703","141.2630157470703"
"330","32.85904312133789","32.85904312133789","32.85904312133789","70.81382751464844","70.81382751464844","70.81382751464844","19.614360809326172","19.614360809326172","19.614360809326172","10.992021560668945","10.992021560668945","10.992021560668945","121.47606658935547","121.47606658935547","121.47606658935547","169.75265502929688","169.75265502929688","169.75265502929688","168.39894104003906","168.39894104003906","168.39894104003906","182.68084716796875","182.68084716796875","182.68084716796875","98.54255676269531","98.54255676269531","98.54255676269531","30.853723526000977","30.853723526000977","30.853723526000977","11.444149017333984","11.444149017333984","11.444149017333984","198.57713317871094","198.57713317871094","198.57713317871094","22.917552947998047","22.917552947998047","22.917552947998047","171.21011352539062","171.21011352539062","171.21011352539062","11.682291984558105","11.682291984558105","11.682291984558105","195.0859375","195.0859375","195.0859375","54.99739456176758","54.99739456176758","54.99739456176758","144.5651092529297","144.5651092529297","144.5651092529297"
"331","35.25531768798828","35.25531768798828","35.25531768798828","70.8351058959961","70.8351058959961","70.8351058959961","20.380319595336914","20.380319595336914","20.380319595336914","11.143616676330566","11.143616676330566","11.143616676330566","121.40691375732422","121.40691375732422","121.40691375732422","169.75265502929688","169.75265502929688","169.75265502929688","167.46542358398438","167.46542358398438","167.46542358398438","185.7047882080078","185.7047882080078","185.7047882080078","96.07180786132812","96.07180786132812","96.07180786132812","32.29521179199219","32.29521179199219","32.29521179199219","11.574467658996582","11.574467658996582","11.574467658996582","198.57713317871094","198.57713317871094","198.57713317871094","23.34308433532715","23.34308433532715","23.34308433532715","171.4202117919922","171.4202117919922","171.4202117919922","11.994791984558105","11.994791984558105","11.994791984558105","195.0859375","195.0859375","195.0859375","54.52083206176758","54.52083206176758","54.52083206176758","146.9609375","146.9609375","146.9609375"
"332","34.47340393066406","34.47340393066406","34.47340393066406","70.35638427734375","70.35638427734375","70.35638427734375","20.38829803466797","20.38829803466797","20.38829803466797","11.135638236999512","11.135638236999512","11.135638236999512","119.40957641601562","119.40957641601562","119.40957641601562","167.01596069335938","167.01596069335938","167.01596069335938","167.300537109375","167.300537109375","167.300537109375","185.50265502929688","185.50265502929688","185.50265502929688","93.0478744506836","93.0478744506836","93.0478744506836","32.664894104003906","32.664894104003906","32.664894104003906","11.832447052001953","11.832447052001953","11.832447052001953","198.57713317871094","198.57713317871094","198.57713317871094","22.082447052001953","22.082447052001953","22.082447052001953","170","170","170","11.46875","11.46875","11.46875","200","200","200","55.421875","55.421875","55.421875","148.2057342529297","148.2057342529297","148.2057342529297"
"333","34.6861686706543","34.6861686706543","34.6861686706543","70.17552947998047","70.17552947998047","70.17552947998047","20.54787254333496","20.54787254333496","20.54787254333496","11.06117057800293","11.06117057800293","11.06117057800293","121.97074127197266","121.97074127197266","121.97074127197266","165.199462890625","165.199462890625","165.199462890625","166.06915283203125","166.06915283203125","166.06915283203125","183.5","183.5","183.5","89.60106658935547","89.60106658935547","89.60106658935547","33.25531768798828","33.25531768798828","33.25531768798828","11.893616676330566","11.893616676330566","11.893616676330566","198.57713317871094","198.57713317871094","198.57713317871094","22.210105895996094","22.210105895996094","22.210105895996094","172.23138427734375","172.23138427734375","172.23138427734375","11.484375","11.484375","11.484375","200","200","200","55.54166793823242","55.54166793823242","55.54166793823242","144.1510467529297","144.1510467529297","144.1510467529297"
"334","34.646278381347656","34.646278381347656","34.646278381347656","70.35372161865234","70.35372161865234","70.35372161865234","20.654254913330078","20.654254913330078","20.654254913330078","11.055850982666016","11.055850982666016","11.055850982666016","121.22872161865234","121.22872161865234","121.22872161865234","168.73936462402344","168.73936462402344","168.73936462402344","166.94415283203125","166.94415283203125","166.94415283203125","181.2047882080078","181.2047882080078","181.2047882080078","88.90425872802734","88.90425872802734","88.90425872802734","33.90957260131836","33.90957260131836","33.90957260131836","12.60106372833252","12.60106372833252","12.60106372833252","198.57713317871094","198.57713317871094","198.57713317871094","22.14095687866211","22.14095687866211","22.14095687866211","172.23138427734375","172.23138427734375","172.23138427734375","11.294270515441895","11.294270515441895","11.294270515441895","200","200","200","56.89583206176758","56.89583206176758","56.89583206176758","144.1510467529297","144.1510467529297","144.1510467529297"
"335","34.87765884399414","34.87765884399414","34.87765884399414","69.7101058959961","69.7101058959961","69.7101058959961","20.933509826660156","20.933509826660156","20.933509826660156","11.284574508666992","11.284574508666992","11.284574508666992","118.90957641601562","118.90957641601562","118.90957641601562","168.73936462402344","168.73936462402344","168.73936462402344","166.9202117919922","166.9202117919922","166.9202117919922","181.2047882080078","181.2047882080078","181.2047882080078","84.93085479736328","84.93085479736328","84.93085479736328","34.800533294677734","34.800533294677734","34.800533294677734","12.255319595336914","12.255319595336914","12.255319595336914","198.57713317871094","198.57713317871094","198.57713317871094","22.132978439331055","22.132978439331055","22.132978439331055","173.5452117919922","173.5452117919922","173.5452117919922","11.380208015441895","11.380208015441895","11.380208015441895","200","200","200","56.6796875","56.6796875","56.6796875","143.9973907470703","143.9973907470703","143.9973907470703"
"336","33.9388313293457","33.9388313293457","33.9388313293457","69.86968231201172","69.86968231201172","69.86968231201172","20.946807861328125","20.946807861328125","20.946807861328125","11.305850982666016","11.305850982666016","11.305850982666016","117.11436462402344","117.11436462402344","117.11436462402344","168.9627685546875","168.9627685546875","168.9627685546875","165.7207489013672","165.7207489013672","165.7207489013672","182.15159606933594","182.15159606933594","182.15159606933594","83.82978820800781","83.82978820800781","83.82978820800781","36.52659606933594","36.52659606933594","36.52659606933594","12.16223430633545","12.16223430633545","12.16223430633545","198.57713317871094","198.57713317871094","198.57713317871094","22.162233352661133","22.162233352661133","22.162233352661133","172.12765502929688","172.12765502929688","172.12765502929688","11.361979484558105","11.361979484558105","11.361979484558105","200","200","200","58.52083206176758","58.52083206176758","58.52083206176758","151.2421875","151.2421875","151.2421875"
