"Step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_cosine_20240426_154807 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_cosine_20240426_154807 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_cosine_20240426_154807 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - rollout/ep_gt_rew_mean__MAX","CartPole_blip-image-captioning-base_cosine_20240425_192124 - rollout/ep_gt_rew_mean","CartPole_blip-image-captioning-base_cosine_20240425_192124 - rollout/ep_gt_rew_mean__MIN","CartPole_blip-image-captioning-base_cosine_20240425_192124 - rollout/ep_gt_rew_mean__MAX"
"10","30.55729103088379","30.55729103088379","30.55729103088379","25.23177146911621","25.23177146911621","25.23177146911621","25.9375","25.9375","25.9375","31.55208396911621","31.55208396911621","31.55208396911621","29.86197853088379","29.86197853088379","29.86197853088379","32.90625","32.90625","32.90625","25.90885353088379","25.90885353088379","25.90885353088379","25.33072853088379","25.33072853088379","25.33072853088379"
"11","31.13020896911621","31.13020896911621","31.13020896911621","24.54166603088379","24.54166603088379","24.54166603088379","25.3359375","25.3359375","25.3359375","31.43229103088379","31.43229103088379","31.43229103088379","31.18489646911621","31.18489646911621","31.18489646911621","33.5","33.5","33.5","25.4296875","25.4296875","25.4296875","24.68229103088379","24.68229103088379","24.68229103088379"
"12","30.94010353088379","30.94010353088379","30.94010353088379","23.921875","23.921875","23.921875","24.7109375","24.7109375","24.7109375","31.7734375","31.7734375","31.7734375","31.83854103088379","31.83854103088379","31.83854103088379","34.42448043823242","34.42448043823242","34.42448043823242","24.90104103088379","24.90104103088379","24.90104103088379","24.0390625","24.0390625","24.0390625"
"13","30.69010353088379","30.69010353088379","30.69010353088379","23.47916603088379","23.47916603088379","23.47916603088379","24.45833396911621","24.45833396911621","24.45833396911621","31.68229103088379","31.68229103088379","31.68229103088379","33.78645706176758","33.78645706176758","33.78645706176758","34.62760543823242","34.62760543823242","34.62760543823242","24.59895896911621","24.59895896911621","24.59895896911621","23.63802146911621","23.63802146911621","23.63802146911621"
"14","30.55729103088379","30.55729103088379","30.55729103088379","23.16927146911621","23.16927146911621","23.16927146911621","24.05208396911621","24.05208396911621","24.05208396911621","31.41145896911621","31.41145896911621","31.41145896911621","34.96354293823242","34.96354293823242","34.96354293823242","35.01301956176758","35.01301956176758","35.01301956176758","24.45572853088379","24.45572853088379","24.45572853088379","23.2890625","23.2890625","23.2890625"
"15","30.18489646911621","30.18489646911621","30.18489646911621","22.69791603088379","22.69791603088379","22.69791603088379","23.4765625","23.4765625","23.4765625","32.984375","32.984375","32.984375","34.97135543823242","34.97135543823242","34.97135543823242","35.4375","35.4375","35.4375","24.28125","24.28125","24.28125","22.67708396911621","22.67708396911621","22.67708396911621"
"16","29.91666603088379","29.91666603088379","29.91666603088379","22.29947853088379","22.29947853088379","22.29947853088379","23.0625","23.0625","23.0625","32.29948043823242","32.29948043823242","32.29948043823242","35.00260543823242","35.00260543823242","35.00260543823242","35.05989456176758","35.05989456176758","35.05989456176758","23.93489646911621","23.93489646911621","23.93489646911621","22.18229103088379","22.18229103088379","22.18229103088379"
"17","29.45052146911621","29.45052146911621","29.45052146911621","21.86979103088379","21.86979103088379","21.86979103088379","22.61197853088379","22.61197853088379","22.61197853088379","32.65885543823242","32.65885543823242","32.65885543823242","34.44791793823242","34.44791793823242","34.44791793823242","36.27604293823242","36.27604293823242","36.27604293823242","23.86979103088379","23.86979103088379","23.86979103088379","21.828125","21.828125","21.828125"
"18","29.1875","29.1875","29.1875","21.07552146911621","21.07552146911621","21.07552146911621","21.8203125","21.8203125","21.8203125","32.859375","32.859375","32.859375","34.7265625","34.7265625","34.7265625","37.90104293823242","37.90104293823242","37.90104293823242","23.30989646911621","23.30989646911621","23.30989646911621","21.1328125","21.1328125","21.1328125"
"19","29.14322853088379","29.14322853088379","29.14322853088379","20.77604103088379","20.77604103088379","20.77604103088379","21.63802146911621","21.63802146911621","21.63802146911621","33.24739456176758","33.24739456176758","33.24739456176758","33.25","33.25","33.25","39.17448043823242","39.17448043823242","39.17448043823242","23.02083396911621","23.02083396911621","23.02083396911621","20.6875","20.6875","20.6875"
"20","28.79166603088379","28.79166603088379","28.79166603088379","20.26822853088379","20.26822853088379","20.26822853088379","21.05729103088379","21.05729103088379","21.05729103088379","33.40364456176758","33.40364456176758","33.40364456176758","36.02083206176758","36.02083206176758","36.02083206176758","41.58854293823242","41.58854293823242","41.58854293823242","23.16927146911621","23.16927146911621","23.16927146911621","20.31770896911621","20.31770896911621","20.31770896911621"
"21","29.359375","29.359375","29.359375","19.97135353088379","19.97135353088379","19.97135353088379","20.6640625","20.6640625","20.6640625","34.8046875","34.8046875","34.8046875","36.3984375","36.3984375","36.3984375","44.20833206176758","44.20833206176758","44.20833206176758","22.9140625","22.9140625","22.9140625","20.046875","20.046875","20.046875"
"22","29.13802146911621","29.13802146911621","29.13802146911621","19.70572853088379","19.70572853088379","19.70572853088379","20.34375","20.34375","20.34375","34.24479293823242","34.24479293823242","34.24479293823242","37.16926956176758","37.16926956176758","37.16926956176758","45.69791793823242","45.69791793823242","45.69791793823242","22.671875","22.671875","22.671875","19.72135353088379","19.72135353088379","19.72135353088379"
"23","29.15364646911621","29.15364646911621","29.15364646911621","18.9453125","18.9453125","18.9453125","19.58333396911621","19.58333396911621","19.58333396911621","34.17448043823242","34.17448043823242","34.17448043823242","36.5390625","36.5390625","36.5390625","47.71354293823242","47.71354293823242","47.71354293823242","22.05729103088379","22.05729103088379","22.05729103088379","18.89322853088379","18.89322853088379","18.89322853088379"
"24","31.953125","31.953125","31.953125","18.37760353088379","18.37760353088379","18.37760353088379","19.04947853088379","19.04947853088379","19.04947853088379","35.92708206176758","35.92708206176758","35.92708206176758","34.84635543823242","34.84635543823242","34.84635543823242","50.828125","50.828125","50.828125","21.796875","21.796875","21.796875","18.50260353088379","18.50260353088379","18.50260353088379"
"25","31.54166603088379","31.54166603088379","31.54166603088379","18.04947853088379","18.04947853088379","18.04947853088379","18.5390625","18.5390625","18.5390625","36.01823043823242","36.01823043823242","36.01823043823242","32.48958206176758","32.48958206176758","32.48958206176758","52.453125","52.453125","52.453125","23.81770896911621","23.81770896911621","23.81770896911621","18.13802146911621","18.13802146911621","18.13802146911621"
"26","31.8046875","31.8046875","31.8046875","17.9375","17.9375","17.9375","18.19010353088379","18.19010353088379","18.19010353088379","36.09375","36.09375","36.09375","32.34114456176758","32.34114456176758","32.34114456176758","57.3046875","57.3046875","57.3046875","24.22135353088379","24.22135353088379","24.22135353088379","17.81770896911621","17.81770896911621","17.81770896911621"
"27","31.41927146911621","31.41927146911621","31.41927146911621","17.6875","17.6875","17.6875","17.8984375","17.8984375","17.8984375","35.41145706176758","35.41145706176758","35.41145706176758","30.65364646911621","30.65364646911621","30.65364646911621","59.9296875","59.9296875","59.9296875","23.71875","23.71875","23.71875","17.609375","17.609375","17.609375"
"28","30.98697853088379","30.98697853088379","30.98697853088379","17.73958396911621","17.73958396911621","17.73958396911621","17.8359375","17.8359375","17.8359375","34.890625","34.890625","34.890625","32.04426956176758","32.04426956176758","32.04426956176758","63.13020706176758","63.13020706176758","63.13020706176758","23.59375","23.59375","23.59375","17.58333396911621","17.58333396911621","17.58333396911621"
"29","31.96354103088379","31.96354103088379","31.96354103088379","18.22395896911621","18.22395896911621","18.22395896911621","17.72135353088379","17.72135353088379","17.72135353088379","34.6796875","34.6796875","34.6796875","32.4453125","32.4453125","32.4453125","65.65103912353516","65.65103912353516","65.65103912353516","23.73958396911621","23.73958396911621","23.73958396911621","17.484375","17.484375","17.484375"
"30","33.65364456176758","33.65364456176758","33.65364456176758","19.05989646911621","19.05989646911621","19.05989646911621","17.87760353088379","17.87760353088379","17.87760353088379","35.64583206176758","35.64583206176758","35.64583206176758","33.86979293823242","33.86979293823242","33.86979293823242","68.73177337646484","68.73177337646484","68.73177337646484","23.71614646911621","23.71614646911621","23.71614646911621","17.52083396911621","17.52083396911621","17.52083396911621"
"31","32.81770706176758","32.81770706176758","32.81770706176758","19.171875","19.171875","19.171875","17.97135353088379","17.97135353088379","17.97135353088379","37.74479293823242","37.74479293823242","37.74479293823242","33.03645706176758","33.03645706176758","33.03645706176758","71.78646087646484","71.78646087646484","71.78646087646484","24.2421875","24.2421875","24.2421875","17.671875","17.671875","17.671875"
"32","32.234375","32.234375","32.234375","19.875","19.875","19.875","17.6328125","17.6328125","17.6328125","38.62760543823242","38.62760543823242","38.62760543823242","28.78645896911621","28.78645896911621","28.78645896911621","75.22396087646484","75.22396087646484","75.22396087646484","24.60677146911621","24.60677146911621","24.60677146911621","17.79427146911621","17.79427146911621","17.79427146911621"
"33","31.453125","31.453125","31.453125","20.90104103088379","20.90104103088379","20.90104103088379","17.43229103088379","17.43229103088379","17.43229103088379","37.40104293823242","37.40104293823242","37.40104293823242","26.83072853088379","26.83072853088379","26.83072853088379","80.20572662353516","80.20572662353516","80.20572662353516","26.609375","26.609375","26.609375","17.71875","17.71875","17.71875"
"34","31.3046875","31.3046875","31.3046875","23.0625","23.0625","23.0625","17.14583396911621","17.14583396911621","17.14583396911621","42.21614456176758","42.21614456176758","42.21614456176758","26.59895896911621","26.59895896911621","26.59895896911621","85.6796875","85.6796875","85.6796875","26.76041603088379","26.76041603088379","26.76041603088379","17.34114646911621","17.34114646911621","17.34114646911621"
"35","31.109375","31.109375","31.109375","23.6796875","23.6796875","23.6796875","17.04166603088379","17.04166603088379","17.04166603088379","44.70051956176758","44.70051956176758","44.70051956176758","24.07291603088379","24.07291603088379","24.07291603088379","87.2265625","87.2265625","87.2265625","26.6015625","26.6015625","26.6015625","18.42447853088379","18.42447853088379","18.42447853088379"
"36","31.25","31.25","31.25","24.49739646911621","24.49739646911621","24.49739646911621","17.04166603088379","17.04166603088379","17.04166603088379","48.05989456176758","48.05989456176758","48.05989456176758","27.41927146911621","27.41927146911621","27.41927146911621","90.63541412353516","90.63541412353516","90.63541412353516","28.0859375","28.0859375","28.0859375","18.41927146911621","18.41927146911621","18.41927146911621"
"37","30.93229103088379","30.93229103088379","30.93229103088379","30.359375","30.359375","30.359375","16.90364646911621","16.90364646911621","16.90364646911621","50.17448043823242","50.17448043823242","50.17448043823242","27.578125","27.578125","27.578125","94.421875","94.421875","94.421875","28.58854103088379","28.58854103088379","28.58854103088379","18.54166603088379","18.54166603088379","18.54166603088379"
"38","33.10416793823242","33.10416793823242","33.10416793823242","30.51822853088379","30.51822853088379","30.51822853088379","16.97916603088379","16.97916603088379","16.97916603088379","53.1875","53.1875","53.1875","25.34895896911621","25.34895896911621","25.34895896911621","99.83853912353516","99.83853912353516","99.83853912353516","30.59635353088379","30.59635353088379","30.59635353088379","18.4140625","18.4140625","18.4140625"
"39","33.2421875","33.2421875","33.2421875","33.125","33.125","33.125","16.77604103088379","16.77604103088379","16.77604103088379","51.26041793823242","51.26041793823242","51.26041793823242","27.24479103088379","27.24479103088379","27.24479103088379","103.26822662353516","103.26822662353516","103.26822662353516","30.328125","30.328125","30.328125","18.60677146911621","18.60677146911621","18.60677146911621"
"40","33.08073043823242","33.08073043823242","33.08073043823242","33.74479293823242","33.74479293823242","33.74479293823242","16.72916603088379","16.72916603088379","16.72916603088379","53.6640625","53.6640625","53.6640625","28.6640625","28.6640625","28.6640625","110.02603912353516","110.02603912353516","110.02603912353516","30.3359375","30.3359375","30.3359375","18.6953125","18.6953125","18.6953125"
"41","34.04426956176758","34.04426956176758","34.04426956176758","35.67448043823242","35.67448043823242","35.67448043823242","16.44270896911621","16.44270896911621","16.44270896911621","55.90885543823242","55.90885543823242","55.90885543823242","30.54166603088379","30.54166603088379","30.54166603088379","115.44271087646484","115.44271087646484","115.44271087646484","29.921875","29.921875","29.921875","18.33333396911621","18.33333396911621","18.33333396911621"
"42","34.43489456176758","34.43489456176758","34.43489456176758","41.9453125","41.9453125","41.9453125","16.40364646911621","16.40364646911621","16.40364646911621","60.53385543823242","60.53385543823242","60.53385543823242","30.4453125","30.4453125","30.4453125","119.78125","119.78125","119.78125","30.09114646911621","30.09114646911621","30.09114646911621","19.01822853088379","19.01822853088379","19.01822853088379"
"43","34.42448043823242","34.42448043823242","34.42448043823242","47.68489456176758","47.68489456176758","47.68489456176758","15.96875","15.96875","15.96875","65.828125","65.828125","65.828125","30.3671875","30.3671875","30.3671875","125.40364837646484","125.40364837646484","125.40364837646484","30.890625","30.890625","30.890625","18.86458396911621","18.86458396911621","18.86458396911621"
"44","34.94270706176758","34.94270706176758","34.94270706176758","52.16926956176758","52.16926956176758","52.16926956176758","15.697916984558105","15.697916984558105","15.697916984558105","70.28646087646484","70.28646087646484","70.28646087646484","32.77604293823242","32.77604293823242","32.77604293823242","128.2578125","128.2578125","128.2578125","32.02604293823242","32.02604293823242","32.02604293823242","18.3828125","18.3828125","18.3828125"
"45","34.27604293823242","34.27604293823242","34.27604293823242","56.78385543823242","56.78385543823242","56.78385543823242","15.822916984558105","15.822916984558105","15.822916984558105","71.96353912353516","71.96353912353516","71.96353912353516","35.80208206176758","35.80208206176758","35.80208206176758","132.3125","132.3125","132.3125","34.53125","34.53125","34.53125","18.3671875","18.3671875","18.3671875"
"46","34.0546875","34.0546875","34.0546875","63.54166793823242","63.54166793823242","63.54166793823242","15.5703125","15.5703125","15.5703125","77.078125","77.078125","77.078125","37.35416793823242","37.35416793823242","37.35416793823242","137.75","137.75","137.75","35.11458206176758","35.11458206176758","35.11458206176758","19.97135353088379","19.97135353088379","19.97135353088379"
"47","34.24479293823242","34.24479293823242","34.24479293823242","71.07291412353516","71.07291412353516","71.07291412353516","15.684895515441895","15.684895515441895","15.684895515441895","82.70833587646484","82.70833587646484","82.70833587646484","40.06770706176758","40.06770706176758","40.06770706176758","142.5052032470703","142.5052032470703","142.5052032470703","35.99479293823242","35.99479293823242","35.99479293823242","22.15364646911621","22.15364646911621","22.15364646911621"
"48","31.77604103088379","31.77604103088379","31.77604103088379","71.85677337646484","71.85677337646484","71.85677337646484","15.721354484558105","15.721354484558105","15.721354484558105","85.51822662353516","85.51822662353516","85.51822662353516","40.20051956176758","40.20051956176758","40.20051956176758","143.6536407470703","143.6536407470703","143.6536407470703","36.61979293823242","36.61979293823242","36.61979293823242","22.48177146911621","22.48177146911621","22.48177146911621"
"49","33.81510543823242","33.81510543823242","33.81510543823242","75.96875","75.96875","75.96875","15.690104484558105","15.690104484558105","15.690104484558105","92.02083587646484","92.02083587646484","92.02083587646484","39.31510543823242","39.31510543823242","39.31510543823242","148.9401092529297","148.9401092529297","148.9401092529297","34.8046875","34.8046875","34.8046875","22.34114646911621","22.34114646911621","22.34114646911621"
"50","35.296875","35.296875","35.296875","83.3828125","83.3828125","83.3828125","15.5546875","15.5546875","15.5546875","97.1328125","97.1328125","97.1328125","38.98958206176758","38.98958206176758","38.98958206176758","149.5130157470703","149.5130157470703","149.5130157470703","35.19010543823242","35.19010543823242","35.19010543823242","23.71354103088379","23.71354103088379","23.71354103088379"
"51","36.12760543823242","36.12760543823242","36.12760543823242","85.88802337646484","85.88802337646484","85.88802337646484","15.309895515441895","15.309895515441895","15.309895515441895","104.20052337646484","104.20052337646484","104.20052337646484","39.1875","39.1875","39.1875","153.3203125","153.3203125","153.3203125","36.02083206176758","36.02083206176758","36.02083206176758","27.13802146911621","27.13802146911621","27.13802146911621"
"52","36.66666793823242","36.66666793823242","36.66666793823242","93.34635162353516","93.34635162353516","93.34635162353516","14.901041984558105","14.901041984558105","14.901041984558105","107.3125","107.3125","107.3125","36.171875","36.171875","36.171875","155.9635467529297","155.9635467529297","155.9635467529297","40.13541793823242","40.13541793823242","40.13541793823242","27.2578125","27.2578125","27.2578125"
"53","35.88541793823242","35.88541793823242","35.88541793823242","95.92447662353516","95.92447662353516","95.92447662353516","14.8203125","14.8203125","14.8203125","111.6328125","111.6328125","111.6328125","32.22395706176758","32.22395706176758","32.22395706176758","158.453125","158.453125","158.453125","44.2890625","44.2890625","44.2890625","27.5390625","27.5390625","27.5390625"
"54","34.39323043823242","34.39323043823242","34.39323043823242","98.02864837646484","98.02864837646484","98.02864837646484","14.661458015441895","14.661458015441895","14.661458015441895","115.3046875","115.3046875","115.3046875","30.96354103088379","30.96354103088379","30.96354103088379","162.0859375","162.0859375","162.0859375","44.94010543823242","44.94010543823242","44.94010543823242","27.52083396911621","27.52083396911621","27.52083396911621"
"55","37.44010543823242","37.44010543823242","37.44010543823242","98.80208587646484","98.80208587646484","98.80208587646484","14.294270515441895","14.294270515441895","14.294270515441895","119.87239837646484","119.87239837646484","119.87239837646484","31.8984375","31.8984375","31.8984375","165.7838592529297","165.7838592529297","165.7838592529297","45.6796875","45.6796875","45.6796875","28.55729103088379","28.55729103088379","28.55729103088379"
"56","37.796875","37.796875","37.796875","104.46875","104.46875","104.46875","14.041666984558105","14.041666984558105","14.041666984558105","122.66927337646484","122.66927337646484","122.66927337646484","29.44010353088379","29.44010353088379","29.44010353088379","168.890625","168.890625","168.890625","46.046875","46.046875","46.046875","29.9296875","29.9296875","29.9296875"
"57","37.97395706176758","37.97395706176758","37.97395706176758","106.12760162353516","106.12760162353516","106.12760162353516","13.973958015441895","13.973958015441895","13.973958015441895","129.6458282470703","129.6458282470703","129.6458282470703","26.81510353088379","26.81510353088379","26.81510353088379","169.1432342529297","169.1432342529297","169.1432342529297","44.33073043823242","44.33073043823242","44.33073043823242","30.59114646911621","30.59114646911621","30.59114646911621"
"58","38.6953125","38.6953125","38.6953125","107.92708587646484","107.92708587646484","107.92708587646484","13.833333015441895","13.833333015441895","13.833333015441895","132.0963592529297","132.0963592529297","132.0963592529297","23.69791603088379","23.69791603088379","23.69791603088379","166.6458282470703","166.6458282470703","166.6458282470703","44.609375","44.609375","44.609375","30.765625","30.765625","30.765625"
"59","39.7109375","39.7109375","39.7109375","114.9921875","114.9921875","114.9921875","13.854166984558105","13.854166984558105","13.854166984558105","135.7994842529297","135.7994842529297","135.7994842529297","21.22135353088379","21.22135353088379","21.22135353088379","171.5","171.5","171.5","46.63020706176758","46.63020706176758","46.63020706176758","32.33333206176758","32.33333206176758","32.33333206176758"
"60","40.88801956176758","40.88801956176758","40.88801956176758","117.859375","117.859375","117.859375","13.541666984558105","13.541666984558105","13.541666984558105","136.4453125","136.4453125","136.4453125","17.55208396911621","17.55208396911621","17.55208396911621","174.2526092529297","174.2526092529297","174.2526092529297","45.77864456176758","45.77864456176758","45.77864456176758","32.23176956176758","32.23176956176758","32.23176956176758"
"61","45.7578125","45.7578125","45.7578125","115.76822662353516","115.76822662353516","115.76822662353516","13.200520515441895","13.200520515441895","13.200520515441895","141.125","141.125","141.125","17.51822853088379","17.51822853088379","17.51822853088379","177.2395782470703","177.2395782470703","177.2395782470703","46.2890625","46.2890625","46.2890625","32.29948043823242","32.29948043823242","32.29948043823242"
"62","44.15364456176758","44.15364456176758","44.15364456176758","120.05208587646484","120.05208587646484","120.05208587646484","13.236979484558105","13.236979484558105","13.236979484558105","145.4427032470703","145.4427032470703","145.4427032470703","19.59635353088379","19.59635353088379","19.59635353088379","178.6223907470703","178.6223907470703","178.6223907470703","48.09375","48.09375","48.09375","33.4140625","33.4140625","33.4140625"
"63","47.89323043823242","47.89323043823242","47.89323043823242","121.34635162353516","121.34635162353516","121.34635162353516","13.151041984558105","13.151041984558105","13.151041984558105","152.6979217529297","152.6979217529297","152.6979217529297","17.9609375","17.9609375","17.9609375","180.9557342529297","180.9557342529297","180.9557342529297","51.83333206176758","51.83333206176758","51.83333206176758","34.45051956176758","34.45051956176758","34.45051956176758"
"64","52.0390625","52.0390625","52.0390625","128.328125","128.328125","128.328125","12.877604484558105","12.877604484558105","12.877604484558105","155.5859375","155.5859375","155.5859375","18.53645896911621","18.53645896911621","18.53645896911621","181.4244842529297","181.4244842529297","181.4244842529297","52.95051956176758","52.95051956176758","52.95051956176758","38.02864456176758","38.02864456176758","38.02864456176758"
"65","55.07551956176758","55.07551956176758","55.07551956176758","132.890625","132.890625","132.890625","12.802083015441895","12.802083015441895","12.802083015441895","157.3177032470703","157.3177032470703","157.3177032470703","19.86458396911621","19.86458396911621","19.86458396911621","179.8984375","179.8984375","179.8984375","54.98176956176758","54.98176956176758","54.98176956176758","45.02604293823242","45.02604293823242","45.02604293823242"
