"Step","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_194149 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_193951 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_193614 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240426_193423 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240426_193211 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240426_192935 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_192417 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240426_160730 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - rollout/ep_gt_rew_mean__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_gt_rew_mean","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_gt_rew_mean__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - rollout/ep_gt_rew_mean__MAX"
"398","198.925537109375","198.925537109375","198.925537109375","85.31914520263672","85.31914520263672","85.31914520263672","10.723403930664062","10.723403930664062","10.723403930664062","196.39361572265625","196.39361572265625","196.39361572265625","173.7420196533203","173.7420196533203","173.7420196533203","11.694149017333984","11.694149017333984","11.694149017333984","145.5877685546875","145.5877685546875","145.5877685546875","188.71011352539062","188.71011352539062","188.71011352539062","171.9920196533203","171.9920196533203","171.9920196533203","149.73138427734375","149.73138427734375","149.73138427734375","103.7898941040039","103.7898941040039","103.7898941040039","158.14096069335938","158.14096069335938","158.14096069335938","14.468085289001465","14.468085289001465","14.468085289001465","9.984375","9.984375","9.984375"
"399","198.925537109375","198.925537109375","198.925537109375","86.23138427734375","86.23138427734375","86.23138427734375","10.83776569366455","10.83776569366455","10.83776569366455","196.39361572265625","196.39361572265625","196.39361572265625","172.9335174560547","172.9335174560547","172.9335174560547","11.66223430633545","11.66223430633545","11.66223430633545","149.4042510986328","149.4042510986328","149.4042510986328","188.60372924804688","188.60372924804688","188.60372924804688","171.98670959472656","171.98670959472656","171.98670959472656","151.7047882080078","151.7047882080078","151.7047882080078","99.94680786132812","99.94680786132812","99.94680786132812","157.6542510986328","157.6542510986328","157.6542510986328","14.449467658996582","14.449467658996582","14.449467658996582","20.95052146911621","20.95052146911621","20.95052146911621"
"400","198.925537109375","198.925537109375","198.925537109375","88.34042358398438","88.34042358398438","88.34042358398438","10.843085289001465","10.843085289001465","10.843085289001465","196.39361572265625","196.39361572265625","196.39361572265625","172.9335174560547","172.9335174560547","172.9335174560547","11.747340202331543","11.747340202331543","11.747340202331543","153.31117248535156","153.31117248535156","153.31117248535156","188.60372924804688","188.60372924804688","188.60372924804688","170.10372924804688","170.10372924804688","170.10372924804688","152.9122314453125","152.9122314453125","152.9122314453125","103.26329803466797","103.26329803466797","103.26329803466797","159.02394104003906","159.02394104003906","159.02394104003906","14.41489315032959","14.41489315032959","14.41489315032959","20.95572853088379","20.95572853088379","20.95572853088379"
"401","198.925537109375","198.925537109375","198.925537109375","86.47872161865234","86.47872161865234","86.47872161865234","10.848403930664062","10.848403930664062","10.848403930664062","196.3297882080078","196.3297882080078","196.3297882080078","170.81117248535156","170.81117248535156","170.81117248535156","11.859042167663574","11.859042167663574","11.859042167663574","156.76329040527344","156.76329040527344","156.76329040527344","188.60372924804688","188.60372924804688","188.60372924804688","169.6835174560547","169.6835174560547","169.6835174560547","152.0664825439453","152.0664825439453","152.0664825439453","104.59574127197266","104.59574127197266","104.59574127197266","160.96011352539062","160.96011352539062","160.96011352539062","14.356383323669434","14.356383323669434","14.356383323669434","21.3203125","21.3203125","21.3203125"
"402","198.925537109375","198.925537109375","198.925537109375","85.85638427734375","85.85638427734375","85.85638427734375","10.816489219665527","10.816489219665527","10.816489219665527","196.3297882080078","196.3297882080078","196.3297882080078","171.7579803466797","171.7579803466797","171.7579803466797","11.952127456665039","11.952127456665039","11.952127456665039","157.40692138671875","157.40692138671875","157.40692138671875","188.96807861328125","188.96807861328125","188.96807861328125","167.26329040527344","167.26329040527344","167.26329040527344","153.06117248535156","153.06117248535156","153.06117248535156","107.8377685546875","107.8377685546875","107.8377685546875","161.27659606933594","161.27659606933594","161.27659606933594","14.390957832336426","14.390957832336426","14.390957832336426","36.49739456176758","36.49739456176758","36.49739456176758"
"403","196.87765502929688","196.87765502929688","196.87765502929688","84.94947052001953","84.94947052001953","84.94947052001953","10.832447052001953","10.832447052001953","10.832447052001953","195.52659606933594","195.52659606933594","195.52659606933594","173.125","173.125","173.125","12.196808815002441","12.196808815002441","12.196808815002441","158.13829040527344","158.13829040527344","158.13829040527344","188.96807861328125","188.96807861328125","188.96807861328125","166.02659606933594","166.02659606933594","166.02659606933594","149.09307861328125","149.09307861328125","149.09307861328125","107.73936462402344","107.73936462402344","107.73936462402344","162.1914825439453","162.1914825439453","162.1914825439453","14.382978439331055","14.382978439331055","14.382978439331055","37.94270706176758","37.94270706176758","37.94270706176758"
"404","196.87765502929688","196.87765502929688","196.87765502929688","87.98936462402344","87.98936462402344","87.98936462402344","10.848403930664062","10.848403930664062","10.848403930664062","195.52659606933594","195.52659606933594","195.52659606933594","173.09307861328125","173.09307861328125","173.09307861328125","12.239361763000488","12.239361763000488","12.239361763000488","158.9707489013672","158.9707489013672","158.9707489013672","188.96807861328125","188.96807861328125","188.96807861328125","166.02659606933594","166.02659606933594","166.02659606933594","149.2207489013672","149.2207489013672","149.2207489013672","107.56117248535156","107.56117248535156","107.56117248535156","164.35105895996094","164.35105895996094","164.35105895996094","14.404254913330078","14.404254913330078","14.404254913330078","37.9296875","37.9296875","37.9296875"
"405","196.87765502929688","196.87765502929688","196.87765502929688","91.70744323730469","91.70744323730469","91.70744323730469","10.827127456665039","10.827127456665039","10.827127456665039","195.52659606933594","195.52659606933594","195.52659606933594","173.03988647460938","173.03988647460938","173.03988647460938","12.08776569366455","12.08776569366455","12.08776569366455","160.48138427734375","160.48138427734375","160.48138427734375","186.84307861328125","186.84307861328125","186.84307861328125","167.01329040527344","167.01329040527344","167.01329040527344","147.35903930664062","147.35903930664062","147.35903930664062","108.39627838134766","108.39627838134766","108.39627838134766","167.01329040527344","167.01329040527344","167.01329040527344","14.43617057800293","14.43617057800293","14.43617057800293","38.33073043823242","38.33073043823242","38.33073043823242"
"406","196.87765502929688","196.87765502929688","196.87765502929688","93.25","93.25","93.25","10.824467658996582","10.824467658996582","10.824467658996582","195.4707489013672","195.4707489013672","195.4707489013672","171.63829040527344","171.63829040527344","171.63829040527344","12.172872543334961","12.172872543334961","12.172872543334961","160.7446746826172","160.7446746826172","160.7446746826172","186.28988647460938","186.28988647460938","186.28988647460938","165.4946746826172","165.4946746826172","165.4946746826172","144.20213317871094","144.20213317871094","144.20213317871094","106.7021255493164","106.7021255493164","106.7021255493164","165.77394104003906","165.77394104003906","165.77394104003906","14.468085289001465","14.468085289001465","14.468085289001465","38.9140625","38.9140625","38.9140625"
"407","196.87765502929688","196.87765502929688","196.87765502929688","94.2127685546875","94.2127685546875","94.2127685546875","10.582447052001953","10.582447052001953","10.582447052001953","195.4707489013672","195.4707489013672","195.4707489013672","171.2207489013672","171.2207489013672","171.2207489013672","11.441489219665527","11.441489219665527","11.441489219665527","160.76329040527344","160.76329040527344","160.76329040527344","186.03192138671875","186.03192138671875","186.03192138671875","164.50265502929688","164.50265502929688","164.50265502929688","141.90692138671875","141.90692138671875","141.90692138671875","104.27393341064453","104.27393341064453","104.27393341064453","165.42819213867188","165.42819213867188","165.42819213867188","14.492021560668945","14.492021560668945","14.492021560668945","38.84375","38.84375","38.84375"
"408","196.82713317871094","196.82713317871094","196.82713317871094","94.97340393066406","94.97340393066406","94.97340393066406","10.553191184997559","10.553191184997559","10.553191184997559","195.4707489013672","195.4707489013672","195.4707489013672","172.02394104003906","172.02394104003906","172.02394104003906","11.441489219665527","11.441489219665527","11.441489219665527","156.85372924804688","156.85372924804688","156.85372924804688","186.03192138671875","186.03192138671875","186.03192138671875","166.35638427734375","166.35638427734375","166.35638427734375","138.76329040527344","138.76329040527344","138.76329040527344","108.28191375732422","108.28191375732422","108.28191375732422","167.1702117919922","167.1702117919922","167.1702117919922","14.446808815002441","14.446808815002441","14.446808815002441","38.83333206176758","38.83333206176758","38.83333206176758"
"409","196.82713317871094","196.82713317871094","196.82713317871094","94.97340393066406","94.97340393066406","94.97340393066406","10.550532341003418","10.550532341003418","10.550532341003418","194.2047882080078","194.2047882080078","194.2047882080078","173.89096069335938","173.89096069335938","173.89096069335938","11.545212745666504","11.545212745666504","11.545212745666504","156.21011352539062","156.21011352539062","156.21011352539062","186.03192138671875","186.03192138671875","186.03192138671875","164.9122314453125","164.9122314453125","164.9122314453125","138.82713317871094","138.82713317871094","138.82713317871094","108.88031768798828","108.88031768798828","108.88031768798828","166.51861572265625","166.51861572265625","166.51861572265625","14.553191184997559","14.553191184997559","14.553191184997559","38.80989456176758","38.80989456176758","38.80989456176758"
"410","196.82713317871094","196.82713317871094","196.82713317871094","95.02127838134766","95.02127838134766","95.02127838134766","10.531914710998535","10.531914710998535","10.531914710998535","194.2047882080078","194.2047882080078","194.2047882080078","171.67819213867188","171.67819213867188","171.67819213867188","11.593085289001465","11.593085289001465","11.593085289001465","155.7446746826172","155.7446746826172","155.7446746826172","184.83511352539062","184.83511352539062","184.83511352539062","163.7925567626953","163.7925567626953","163.7925567626953","135.4547882080078","135.4547882080078","135.4547882080078","108.88031768798828","108.88031768798828","108.88031768798828","166.31915283203125","166.31915283203125","166.31915283203125","14.553191184997559","14.553191184997559","14.553191184997559","47.1171875","47.1171875","47.1171875"
"411","196.82713317871094","196.82713317871094","196.82713317871094","98.67552947998047","98.67552947998047","98.67552947998047","10.502659797668457","10.502659797668457","10.502659797668457","194.2047882080078","194.2047882080078","194.2047882080078","168.75","168.75","168.75","11.752659797668457","11.752659797668457","11.752659797668457","153.25","153.25","153.25","181.925537109375","181.925537109375","181.925537109375","164.1622314453125","164.1622314453125","164.1622314453125","134.25","134.25","134.25","106.09840393066406","106.09840393066406","106.09840393066406","163.44415283203125","163.44415283203125","163.44415283203125","14.359042167663574","14.359042167663574","14.359042167663574","36.14583206176758","36.14583206176758","36.14583206176758"
"412","195.89096069335938","195.89096069335938","195.89096069335938","101.32180786132812","101.32180786132812","101.32180786132812","10.486701965332031","10.486701965332031","10.486701965332031","192.26596069335938","192.26596069335938","192.26596069335938","168.75","168.75","168.75","11.904254913330078","11.904254913330078","11.904254913330078","151.46011352539062","151.46011352539062","151.46011352539062","180.34307861328125","180.34307861328125","180.34307861328125","165.31382751464844","165.31382751464844","165.31382751464844","133.34840393066406","133.34840393066406","133.34840393066406","110.08244323730469","110.08244323730469","110.08244323730469","167.36436462402344","167.36436462402344","167.36436462402344","14.33510684967041","14.33510684967041","14.33510684967041","36.16145706176758","36.16145706176758","36.16145706176758"
"413","195.89096069335938","195.89096069335938","195.89096069335938","102.99468231201172","102.99468231201172","102.99468231201172","10.526596069335938","10.526596069335938","10.526596069335938","193.51861572265625","193.51861572265625","193.51861572265625","166.71542358398438","166.71542358398438","166.71542358398438","12.053191184997559","12.053191184997559","12.053191184997559","148.7047882080078","148.7047882080078","148.7047882080078","180.34307861328125","180.34307861328125","180.34307861328125","165.41488647460938","165.41488647460938","165.41488647460938","135.64096069335938","135.64096069335938","135.64096069335938","111.9601058959961","111.9601058959961","111.9601058959961","169.34840393066406","169.34840393066406","169.34840393066406","14.377659797668457","14.377659797668457","14.377659797668457","35.71614456176758","35.71614456176758","35.71614456176758"
"414","195.89096069335938","195.89096069335938","195.89096069335938","103.35903930664062","103.35903930664062","103.35903930664062","10.574467658996582","10.574467658996582","10.574467658996582","193.51861572265625","193.51861572265625","193.51861572265625","169.36170959472656","169.36170959472656","169.36170959472656","12.146276473999023","12.146276473999023","12.146276473999023","147.44680786132812","147.44680786132812","147.44680786132812","180.07713317871094","180.07713317871094","180.07713317871094","165.09307861328125","165.09307861328125","165.09307861328125","135.625","135.625","135.625","113.94680786132812","113.94680786132812","113.94680786132812","169.34840393066406","169.34840393066406","169.34840393066406","14.271276473999023","14.271276473999023","14.271276473999023","20.32552146911621","20.32552146911621","20.32552146911621"
"415","195.89096069335938","195.89096069335938","195.89096069335938","106.73403930664062","106.73403930664062","106.73403930664062","10.571808815002441","10.571808815002441","10.571808815002441","191.40159606933594","191.40159606933594","191.40159606933594","171.01861572265625","171.01861572265625","171.01861572265625","12.135638236999512","12.135638236999512","12.135638236999512","143.4175567626953","143.4175567626953","143.4175567626953","180.07713317871094","180.07713317871094","180.07713317871094","165.550537109375","165.550537109375","165.550537109375","134.26861572265625","134.26861572265625","134.26861572265625","113.49468231201172","113.49468231201172","113.49468231201172","170.53988647460938","170.53988647460938","170.53988647460938","14.284574508666992","14.284574508666992","14.284574508666992","31.88541603088379","31.88541603088379","31.88541603088379"
"416","195.89096069335938","195.89096069335938","195.89096069335938","109.04255676269531","109.04255676269531","109.04255676269531","10.56382942199707","10.56382942199707","10.56382942199707","191.40159606933594","191.40159606933594","191.40159606933594","169.14361572265625","169.14361572265625","169.14361572265625","12.178191184997559","12.178191184997559","12.178191184997559","140.00265502929688","140.00265502929688","140.00265502929688","179.27394104003906","179.27394104003906","179.27394104003906","165.1170196533203","165.1170196533203","165.1170196533203","131.68084716796875","131.68084716796875","131.68084716796875","113.43085479736328","113.43085479736328","113.43085479736328","172.09840393066406","172.09840393066406","172.09840393066406","14.28723430633545","14.28723430633545","14.28723430633545","33.34114456176758","33.34114456176758","33.34114456176758"
"417","195.89096069335938","195.89096069335938","195.89096069335938","107.8271255493164","107.8271255493164","107.8271255493164","10.531914710998535","10.531914710998535","10.531914710998535","191.40159606933594","191.40159606933594","191.40159606933594","169.14361572265625","169.14361572265625","169.14361572265625","12.18882942199707","12.18882942199707","12.18882942199707","138.9414825439453","138.9414825439453","138.9414825439453","179.1702117919922","179.1702117919922","179.1702117919922","165.1170196533203","165.1170196533203","165.1170196533203","130.18617248535156","130.18617248535156","130.18617248535156","111.02659606933594","111.02659606933594","111.02659606933594","173.86170959472656","173.86170959472656","173.86170959472656","14.340425491333008","14.340425491333008","14.340425491333008","32.9453125","32.9453125","32.9453125"
"418","195.89096069335938","195.89096069335938","195.89096069335938","111.56117248535156","111.56117248535156","111.56117248535156","10.558510780334473","10.558510780334473","10.558510780334473","190.96011352539062","190.96011352539062","190.96011352539062","167.0053253173828","167.0053253173828","167.0053253173828","14.489361763000488","14.489361763000488","14.489361763000488","137.89096069335938","137.89096069335938","137.89096069335938","176.125","176.125","176.125","163.97605895996094","163.97605895996094","163.97605895996094","128.72872924804688","128.72872924804688","128.72872924804688","111.02393341064453","111.02393341064453","111.02393341064453","170.7925567626953","170.7925567626953","170.7925567626953","14.880319595336914","14.880319595336914","14.880319595336914","32.34635543823242","32.34635543823242","32.34635543823242"
"419","195.89096069335938","195.89096069335938","195.89096069335938","109.7473373413086","109.7473373413086","109.7473373413086","10.577127456665039","10.577127456665039","10.577127456665039","190.96011352539062","190.96011352539062","190.96011352539062","167.85105895996094","167.85105895996094","167.85105895996094","14.441489219665527","14.441489219665527","14.441489219665527","138.50265502929688","138.50265502929688","138.50265502929688","175.03988647460938","175.03988647460938","175.03988647460938","163.97605895996094","163.97605895996094","163.97605895996094","127.14361572265625","127.14361572265625","127.14361572265625","112.15957641601562","112.15957641601562","112.15957641601562","172.12765502929688","172.12765502929688","172.12765502929688","16.944149017333984","16.944149017333984","16.944149017333984","33.76301956176758","33.76301956176758","33.76301956176758"
"420","195.89096069335938","195.89096069335938","195.89096069335938","105.9521255493164","105.9521255493164","105.9521255493164","10.571808815002441","10.571808815002441","10.571808815002441","190.96011352539062","190.96011352539062","190.96011352539062","169.85638427734375","169.85638427734375","169.85638427734375","14.46276569366455","14.46276569366455","14.46276569366455","135.8377685546875","135.8377685546875","135.8377685546875","174.7872314453125","174.7872314453125","174.7872314453125","163.19680786132812","163.19680786132812","163.19680786132812","125.27659606933594","125.27659606933594","125.27659606933594","112.15957641601562","112.15957641601562","112.15957641601562","170.1622314453125","170.1622314453125","170.1622314453125","17.9255313873291","17.9255313873291","17.9255313873291","38.33073043823242","38.33073043823242","38.33073043823242"
"421","195.89096069335938","195.89096069335938","195.89096069335938","106.0771255493164","106.0771255493164","106.0771255493164","10.518616676330566","10.518616676330566","10.518616676330566","190.96011352539062","190.96011352539062","190.96011352539062","168.2420196533203","168.2420196533203","168.2420196533203","14.497340202331543","14.497340202331543","14.497340202331543","132.73670959472656","132.73670959472656","132.73670959472656","174.824462890625","174.824462890625","174.824462890625","164.28192138671875","164.28192138671875","164.28192138671875","123.23670196533203","123.23670196533203","123.23670196533203","111.7101058959961","111.7101058959961","111.7101058959961","171.88829040527344","171.88829040527344","171.88829040527344","18.135639190673828","18.135639190673828","18.135639190673828","38.33854293823242","38.33854293823242","38.33854293823242"
"422","195.89096069335938","195.89096069335938","195.89096069335938","109.88298034667969","109.88298034667969","109.88298034667969","10.510638236999512","10.510638236999512","10.510638236999512","190.96011352539062","190.96011352539062","190.96011352539062","168.2420196533203","168.2420196533203","168.2420196533203","14.52393627166748","14.52393627166748","14.52393627166748","128.69415283203125","128.69415283203125","128.69415283203125","173.9574432373047","173.9574432373047","173.9574432373047","162.76596069335938","162.76596069335938","162.76596069335938","122.3723373413086","122.3723373413086","122.3723373413086","111.52659606933594","111.52659606933594","111.52659606933594","172.98138427734375","172.98138427734375","172.98138427734375","18.12765884399414","18.12765884399414","18.12765884399414","30.02604103088379","30.02604103088379","30.02604103088379"
"423","195.89096069335938","195.89096069335938","195.89096069335938","112.05052947998047","112.05052947998047","112.05052947998047","10.545212745666504","10.545212745666504","10.545212745666504","190.96011352539062","190.96011352539062","190.96011352539062","167.97872924804688","167.97872924804688","167.97872924804688","14.603723526000977","14.603723526000977","14.603723526000977","124.77127838134766","124.77127838134766","124.77127838134766","172.82713317871094","172.82713317871094","172.82713317871094","161.4414825439453","161.4414825439453","161.4414825439453","122.14361572265625","122.14361572265625","122.14361572265625","111.78191375732422","111.78191375732422","111.78191375732422","172.98138427734375","172.98138427734375","172.98138427734375","18.26595687866211","18.26595687866211","18.26595687866211","30.06770896911621","30.06770896911621","30.06770896911621"
"424","195.89096069335938","195.89096069335938","195.89096069335938","116.03457641601562","116.03457641601562","116.03457641601562","10.555850982666016","10.555850982666016","10.555850982666016","190.96011352539062","190.96011352539062","190.96011352539062","167.97872924804688","167.97872924804688","167.97872924804688","14.640957832336426","14.640957832336426","14.640957832336426","120.72074127197266","120.72074127197266","120.72074127197266","172.82713317871094","172.82713317871094","172.82713317871094","164.35105895996094","164.35105895996094","164.35105895996094","122.48403930664062","122.48403930664062","122.48403930664062","113.67021179199219","113.67021179199219","113.67021179199219","174.2553253173828","174.2553253173828","174.2553253173828","20.460105895996094","20.460105895996094","20.460105895996094","30.09895896911621","30.09895896911621","30.09895896911621"
"425","195.89096069335938","195.89096069335938","195.89096069335938","112.92021179199219","112.92021179199219","112.92021179199219","10.534574508666992","10.534574508666992","10.534574508666992","190.40692138671875","190.40692138671875","190.40692138671875","166.8297882080078","166.8297882080078","166.8297882080078","14.670212745666504","14.670212745666504","14.670212745666504","116.91755676269531","116.91755676269531","116.91755676269531","174.675537109375","174.675537109375","174.675537109375","164.35105895996094","164.35105895996094","164.35105895996094","124.09840393066406","124.09840393066406","124.09840393066406","114.2872314453125","114.2872314453125","114.2872314453125","174.2553253173828","174.2553253173828","174.2553253173828","20.260639190673828","20.260639190673828","20.260639190673828","30.109375","30.109375","30.109375"
"426","195.89096069335938","195.89096069335938","195.89096069335938","115.40425872802734","115.40425872802734","115.40425872802734","10.534574508666992","10.534574508666992","10.534574508666992","190.2074432373047","190.2074432373047","190.2074432373047","166.8297882080078","166.8297882080078","166.8297882080078","14.696808815002441","14.696808815002441","14.696808815002441","112.86701965332031","112.86701965332031","112.86701965332031","174.675537109375","174.675537109375","174.675537109375","163.76596069335938","163.76596069335938","163.76596069335938","122.59840393066406","122.59840393066406","122.59840393066406","116.35638427734375","116.35638427734375","116.35638427734375","175.25","175.25","175.25","22.087766647338867","22.087766647338867","22.087766647338867","30.17708396911621","30.17708396911621","30.17708396911621"
"427","193.43084716796875","193.43084716796875","193.43084716796875","116.0877685546875","116.0877685546875","116.0877685546875","10.388298034667969","10.388298034667969","10.388298034667969","186.9574432373047","186.9574432373047","186.9574432373047","166.675537109375","166.675537109375","166.675537109375","14.755319595336914","14.755319595336914","14.755319595336914","108.80850982666016","108.80850982666016","108.80850982666016","174.52127075195312","174.52127075195312","174.52127075195312","164.949462890625","164.949462890625","164.949462890625","120.09840393066406","120.09840393066406","120.09840393066406","117.77127838134766","117.77127838134766","117.77127838134766","175.38829040527344","175.38829040527344","175.38829040527344","22.159574508666992","22.159574508666992","22.159574508666992","17.08333396911621","17.08333396911621","17.08333396911621"
"428","193.43084716796875","193.43084716796875","193.43084716796875","116.3351058959961","116.3351058959961","116.3351058959961","10.41489315032959","10.41489315032959","10.41489315032959","186.9574432373047","186.9574432373047","186.9574432373047","166.4946746826172","166.4946746826172","166.4946746826172","14.744680404663086","14.744680404663086","14.744680404663086","104.75531768798828","104.75531768798828","104.75531768798828","175.27127075195312","175.27127075195312","175.27127075195312","163.43882751464844","163.43882751464844","163.43882751464844","121.90957641601562","121.90957641601562","121.90957641601562","114.2898941040039","114.2898941040039","114.2898941040039","175.38829040527344","175.38829040527344","175.38829040527344","22.1994686126709","22.1994686126709","22.1994686126709","15.596354484558105","15.596354484558105","15.596354484558105"
"429","193.43084716796875","193.43084716796875","193.43084716796875","116.96808624267578","116.96808624267578","116.96808624267578","10.401596069335938","10.401596069335938","10.401596069335938","186.34042358398438","186.34042358398438","186.34042358398438","166.52659606933594","166.52659606933594","166.52659606933594","14.797872543334961","14.797872543334961","14.797872543334961","100.7021255493164","100.7021255493164","100.7021255493164","174.45213317871094","174.45213317871094","174.45213317871094","163.43882751464844","163.43882751464844","163.43882751464844","121.6648941040039","121.6648941040039","121.6648941040039","112.85372161865234","112.85372161865234","112.85372161865234","175.38829040527344","175.38829040527344","175.38829040527344","22.242021560668945","22.242021560668945","22.242021560668945","15.6796875","15.6796875","15.6796875"
"430","193.43084716796875","193.43084716796875","193.43084716796875","116.9973373413086","116.9973373413086","116.9973373413086","10.321808815002441","10.321808815002441","10.321808815002441","185.67286682128906","185.67286682128906","185.67286682128906","163.29786682128906","163.29786682128906","163.29786682128906","14.720745086669922","14.720745086669922","14.720745086669922","97.07180786132812","97.07180786132812","97.07180786132812","173.81915283203125","173.81915283203125","173.81915283203125","162.3829803466797","162.3829803466797","162.3829803466797","124.69680786132812","124.69680786132812","124.69680786132812","111.59308624267578","111.59308624267578","111.59308624267578","175.38829040527344","175.38829040527344","175.38829040527344","19.42287254333496","19.42287254333496","19.42287254333496","15.666666984558105","15.666666984558105","15.666666984558105"
"431","193.43084716796875","193.43084716796875","193.43084716796875","120.66755676269531","120.66755676269531","120.66755676269531","10.28989315032959","10.28989315032959","10.28989315032959","185.12234497070312","185.12234497070312","185.12234497070312","163.3803253173828","163.3803253173828","163.3803253173828","14.694149017333984","14.694149017333984","14.694149017333984","93.00798034667969","93.00798034667969","93.00798034667969","172.15159606933594","172.15159606933594","172.15159606933594","162.3829803466797","162.3829803466797","162.3829803466797","122.61436462402344","122.61436462402344","122.61436462402344","107.57180786132812","107.57180786132812","107.57180786132812","175.38829040527344","175.38829040527344","175.38829040527344","20.614360809326172","20.614360809326172","20.614360809326172","14.1328125","14.1328125","14.1328125"
"432","193.43084716796875","193.43084716796875","193.43084716796875","121.38031768798828","121.38031768798828","121.38031768798828","10.340425491333008","10.340425491333008","10.340425491333008","184.45213317871094","184.45213317871094","184.45213317871094","163.7952117919922","163.7952117919922","163.7952117919922","14.704787254333496","14.704787254333496","14.704787254333496","88.9627685546875","88.9627685546875","88.9627685546875","171.8696746826172","171.8696746826172","171.8696746826172","163.6914825439453","163.6914825439453","163.6914825439453","124.09042358398438","124.09042358398438","124.09042358398438","109.71808624267578","109.71808624267578","109.71808624267578","178","178","178","22.35904312133789","22.35904312133789","22.35904312133789","9.575520515441895","9.575520515441895","9.575520515441895"
