"Step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_clip_rew_mean","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_clip_rew_mean__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - rollout/ep_clip_rew_mean__MAX","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_clip_rew_mean","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_clip_rew_mean__MIN","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_clip_rew_mean__MAX","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_clip_rew_mean","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_clip_rew_mean__MIN","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_clip_rew_mean__MAX","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_clip_rew_mean","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_clip_rew_mean__MIN","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_clip_rew_mean__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_clip_rew_mean","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_clip_rew_mean__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - rollout/ep_clip_rew_mean__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_clip_rew_mean","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_clip_rew_mean__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - rollout/ep_clip_rew_mean__MAX","CartPole_openai_contrastive_20240424_231510 - rollout/ep_clip_rew_mean","CartPole_openai_contrastive_20240424_231510 - rollout/ep_clip_rew_mean__MIN","CartPole_openai_contrastive_20240424_231510 - rollout/ep_clip_rew_mean__MAX","CartPole_openai_goal_baseline_reg_20240424_230952 - rollout/ep_clip_rew_mean","CartPole_openai_goal_baseline_reg_20240424_230952 - rollout/ep_clip_rew_mean__MIN","CartPole_openai_goal_baseline_reg_20240424_230952 - rollout/ep_clip_rew_mean__MAX","CartPole_openai_cosine_20240424_201844 - rollout/ep_clip_rew_mean","CartPole_openai_cosine_20240424_201844 - rollout/ep_clip_rew_mean__MIN","CartPole_openai_cosine_20240424_201844 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_clip_rew_mean","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPRN_cosine_20240423_122847 - rollout/ep_clip_rew_mean","CartPole_CLIPRN_cosine_20240423_122847 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPRN_cosine_20240423_122847 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_clip_rew_mean","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPRN_contrastive_20240423_083830 - rollout/ep_clip_rew_mean","CartPole_CLIPRN_contrastive_20240423_083830 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPRN_contrastive_20240423_083830 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPRN_goal_baseline_reg_20240422_233319 - rollout/ep_clip_rew_mean","CartPole_CLIPRN_goal_baseline_reg_20240422_233319 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPRN_goal_baseline_reg_20240422_233319 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_clip_rew_mean","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_clip_rew_mean","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - rollout/ep_clip_rew_mean__MAX","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_clip_rew_mean","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_clip_rew_mean__MIN","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_clip_rew_mean__MAX","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_clip_rew_mean","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_clip_rew_mean__MIN","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_clip_rew_mean__MAX"
"301","3.316159248352051","3.316159248352051","3.316159248352051","0.7768737077713013","0.7768737077713013","0.7768737077713013","188.73146057128906","188.73146057128906","188.73146057128906","53.73154830932617","53.73154830932617","53.73154830932617","187.39967346191406","187.39967346191406","187.39967346191406","71.39420318603516","71.39420318603516","71.39420318603516","36.81992721557617","36.81992721557617","36.81992721557617","189.9497833251953","189.9497833251953","189.9497833251953","86.28524017333984","86.28524017333984","86.28524017333984","45.19970703125","45.19970703125","45.19970703125","85.72364044189453","85.72364044189453","85.72364044189453","45.76347732543945","45.76347732543945","45.76347732543945","36.658504486083984","36.658504486083984","36.658504486083984","189.87437438964844","189.87437438964844","189.87437438964844","188.0639190673828","188.0639190673828","188.0639190673828","70.6529541015625","70.6529541015625","70.6529541015625","188.9011993408203","188.9011993408203","188.9011993408203","53.946746826171875","53.946746826171875","53.946746826171875"
"302","3.3033244609832764","3.3033244609832764","3.3033244609832764","0.7691442966461182","0.7691442966461182","0.7691442966461182","188.73080444335938","188.73080444335938","188.73080444335938","53.730133056640625","53.730133056640625","53.730133056640625","187.386474609375","187.386474609375","187.386474609375","71.29016876220703","71.29016876220703","71.29016876220703","36.79428482055664","36.79428482055664","36.79428482055664","189.94277954101562","189.94277954101562","189.94277954101562","86.16753387451172","86.16753387451172","86.16753387451172","45.10747146606445","45.10747146606445","45.10747146606445","85.59064483642578","85.59064483642578","85.59064483642578","46.09465408325195","46.09465408325195","46.09465408325195","36.734031677246094","36.734031677246094","36.734031677246094","189.90199279785156","189.90199279785156","189.90199279785156","188.06903076171875","188.06903076171875","188.06903076171875","70.83307647705078","70.83307647705078","70.83307647705078","188.88612365722656","188.88612365722656","188.88612365722656","54.00112533569336","54.00112533569336","54.00112533569336"
"303","3.3392484188079834","3.3392484188079834","3.3392484188079834","0.7777954339981079","0.7777954339981079","0.7777954339981079","188.73060607910156","188.73060607910156","188.73060607910156","53.68568801879883","53.68568801879883","53.68568801879883","187.38577270507812","187.38577270507812","187.38577270507812","71.2739028930664","71.2739028930664","71.2739028930664","36.765602111816406","36.765602111816406","36.765602111816406","189.95335388183594","189.95335388183594","189.95335388183594","86.10408782958984","86.10408782958984","86.10408782958984","44.798248291015625","44.798248291015625","44.798248291015625","85.28820037841797","85.28820037841797","85.28820037841797","46.09602355957031","46.09602355957031","46.09602355957031","36.824275970458984","36.824275970458984","36.824275970458984","189.9308624267578","189.9308624267578","189.9308624267578","188.1640625","188.1640625","188.1640625","70.81396484375","70.81396484375","70.81396484375","188.893310546875","188.893310546875","188.893310546875","53.68840408325195","53.68840408325195","53.68840408325195"
"304","3.3624284267425537","3.3624284267425537","3.3624284267425537","0.7663241028785706","0.7663241028785706","0.7663241028785706","188.73109436035156","188.73109436035156","188.73109436035156","53.68040466308594","53.68040466308594","53.68040466308594","187.38613891601562","187.38613891601562","187.38613891601562","71.27481079101562","71.27481079101562","71.27481079101562","36.80872344970703","36.80872344970703","36.80872344970703","189.96237182617188","189.96237182617188","189.96237182617188","86.02197265625","86.02197265625","86.02197265625","44.479461669921875","44.479461669921875","44.479461669921875","85.43511199951172","85.43511199951172","85.43511199951172","45.75469970703125","45.75469970703125","45.75469970703125","36.88575744628906","36.88575744628906","36.88575744628906","189.94189453125","189.94189453125","189.94189453125","188.24197387695312","188.24197387695312","188.24197387695312","70.78559112548828","70.78559112548828","70.78559112548828","188.88966369628906","188.88966369628906","188.88966369628906","53.50059509277344","53.50059509277344","53.50059509277344"
"305","3.3725624084472656","3.3725624084472656","3.3725624084472656","0.747711181640625","0.747711181640625","0.747711181640625","188.73057556152344","188.73057556152344","188.73057556152344","53.72538757324219","53.72538757324219","53.72538757324219","187.3802947998047","187.3802947998047","187.3802947998047","71.19283294677734","71.19283294677734","71.19283294677734","36.78098678588867","36.78098678588867","36.78098678588867","189.9698028564453","189.9698028564453","189.9698028564453","86.13196563720703","86.13196563720703","86.13196563720703","44.57111740112305","44.57111740112305","44.57111740112305","85.35835266113281","85.35835266113281","85.35835266113281","45.620906829833984","45.620906829833984","45.620906829833984","36.96604919433594","36.96604919433594","36.96604919433594","189.9486541748047","189.9486541748047","189.9486541748047","188.2559814453125","188.2559814453125","188.2559814453125","70.73252868652344","70.73252868652344","70.73252868652344","188.89842224121094","188.89842224121094","188.89842224121094","53.49140548706055","53.49140548706055","53.49140548706055"
"306","3.3495497703552246","3.3495497703552246","3.3495497703552246","0.7507769465446472","0.7507769465446472","0.7507769465446472","188.7286834716797","188.7286834716797","188.7286834716797","53.698699951171875","53.698699951171875","53.698699951171875","187.37945556640625","187.37945556640625","187.37945556640625","71.18427276611328","71.18427276611328","71.18427276611328","36.79258728027344","36.79258728027344","36.79258728027344","189.96148681640625","189.96148681640625","189.96148681640625","86.40714263916016","86.40714263916016","86.40714263916016","44.85431671142578","44.85431671142578","44.85431671142578","85.51121520996094","85.51121520996094","85.51121520996094","45.823665618896484","45.823665618896484","45.823665618896484","36.97113037109375","36.97113037109375","36.97113037109375","189.9925079345703","189.9925079345703","189.9925079345703","188.30519104003906","188.30519104003906","188.30519104003906","70.71613311767578","70.71613311767578","70.71613311767578","188.8948211669922","188.8948211669922","188.8948211669922","53.48094177246094","53.48094177246094","53.48094177246094"
"307","3.318014621734619","3.318014621734619","3.318014621734619","0.7558750510215759","0.7558750510215759","0.7558750510215759","188.72842407226562","188.72842407226562","188.72842407226562","53.725425720214844","53.725425720214844","53.725425720214844","187.3762969970703","187.3762969970703","187.3762969970703","71.18529510498047","71.18529510498047","71.18529510498047","36.79380416870117","36.79380416870117","36.79380416870117","189.96324157714844","189.96324157714844","189.96324157714844","86.62464141845703","86.62464141845703","86.62464141845703","44.930233001708984","44.930233001708984","44.930233001708984","85.4780502319336","85.4780502319336","85.4780502319336","45.74755096435547","45.74755096435547","45.74755096435547","36.98091506958008","36.98091506958008","36.98091506958008","189.96685791015625","189.96685791015625","189.96685791015625","188.32937622070312","188.32937622070312","188.32937622070312","70.78982543945312","70.78982543945312","70.78982543945312","188.89376831054688","188.89376831054688","188.89376831054688","53.20235061645508","53.20235061645508","53.20235061645508"
"308","3.2769315242767334","3.2769315242767334","3.2769315242767334","0.754528284072876","0.754528284072876","0.754528284072876","188.7275848388672","188.7275848388672","188.7275848388672","53.71928787231445","53.71928787231445","53.71928787231445","187.3638458251953","187.3638458251953","187.3638458251953","71.11293029785156","71.11293029785156","71.11293029785156","36.77239227294922","36.77239227294922","36.77239227294922","189.97372436523438","189.97372436523438","189.97372436523438","86.60041809082031","86.60041809082031","86.60041809082031","44.9322395324707","44.9322395324707","44.9322395324707","85.50828552246094","85.50828552246094","85.50828552246094","45.914127349853516","45.914127349853516","45.914127349853516","36.95090103149414","36.95090103149414","36.95090103149414","189.97593688964844","189.97593688964844","189.97593688964844","188.3340606689453","188.3340606689453","188.3340606689453","70.69722747802734","70.69722747802734","70.69722747802734","188.88943481445312","188.88943481445312","188.88943481445312","53.095481872558594","53.095481872558594","53.095481872558594"
"309","3.2400622367858887","3.2400622367858887","3.2400622367858887","0.7874448299407959","0.7874448299407959","0.7874448299407959","188.72381591796875","188.72381591796875","188.72381591796875","53.70527267456055","53.70527267456055","53.70527267456055","187.3682098388672","187.3682098388672","187.3682098388672","71.02127075195312","71.02127075195312","71.02127075195312","36.78184127807617","36.78184127807617","36.78184127807617","189.97044372558594","189.97044372558594","189.97044372558594","86.70458984375","86.70458984375","86.70458984375","44.59413528442383","44.59413528442383","44.59413528442383","85.41212463378906","85.41212463378906","85.41212463378906","45.619380950927734","45.619380950927734","45.619380950927734","37.04365539550781","37.04365539550781","37.04365539550781","189.9547119140625","189.9547119140625","189.9547119140625","188.22210693359375","188.22210693359375","188.22210693359375","70.72734832763672","70.72734832763672","70.72734832763672","188.87074279785156","188.87074279785156","188.87074279785156","53.186710357666016","53.186710357666016","53.186710357666016"
"310","3.181311845779419","3.181311845779419","3.181311845779419","0.8142205476760864","0.8142205476760864","0.8142205476760864","188.72496032714844","188.72496032714844","188.72496032714844","53.69994354248047","53.69994354248047","53.69994354248047","187.3751220703125","187.3751220703125","187.3751220703125","70.98986053466797","70.98986053466797","70.98986053466797","36.80038833618164","36.80038833618164","36.80038833618164","189.9757537841797","189.9757537841797","189.9757537841797","86.82005310058594","86.82005310058594","86.82005310058594","44.3264274597168","44.3264274597168","44.3264274597168","85.43705749511719","85.43705749511719","85.43705749511719","45.34832000732422","45.34832000732422","45.34832000732422","37.025753021240234","37.025753021240234","37.025753021240234","189.98117065429688","189.98117065429688","189.98117065429688","188.21559143066406","188.21559143066406","188.21559143066406","70.74851989746094","70.74851989746094","70.74851989746094","188.86923217773438","188.86923217773438","188.86923217773438","53.44049835205078","53.44049835205078","53.44049835205078"
"311","3.1219873428344727","3.1219873428344727","3.1219873428344727","0.8426055908203125","0.8426055908203125","0.8426055908203125","188.72518920898438","188.72518920898438","188.72518920898438","53.71696090698242","53.71696090698242","53.71696090698242","187.3876953125","187.3876953125","187.3876953125","70.98160552978516","70.98160552978516","70.98160552978516","36.82381820678711","36.82381820678711","36.82381820678711","189.967529296875","189.967529296875","189.967529296875","86.60726928710938","86.60726928710938","86.60726928710938","44.48857498168945","44.48857498168945","44.48857498168945","85.35072326660156","85.35072326660156","85.35072326660156","45.7009391784668","45.7009391784668","45.7009391784668","37.03102111816406","37.03102111816406","37.03102111816406","190.01193237304688","190.01193237304688","190.01193237304688","188.12747192382812","188.12747192382812","188.12747192382812","70.76795196533203","70.76795196533203","70.76795196533203","188.8723602294922","188.8723602294922","188.8723602294922","53.306697845458984","53.306697845458984","53.306697845458984"
"312","3.0769543647766113","3.0769543647766113","3.0769543647766113","0.8226911425590515","0.8226911425590515","0.8226911425590515","188.72032165527344","188.72032165527344","188.72032165527344","53.65507125854492","53.65507125854492","53.65507125854492","187.3760528564453","187.3760528564453","187.3760528564453","70.9463119506836","70.9463119506836","70.9463119506836","36.829078674316406","36.829078674316406","36.829078674316406","189.96949768066406","189.96949768066406","189.96949768066406","86.58575439453125","86.58575439453125","86.58575439453125","44.3199577331543","44.3199577331543","44.3199577331543","85.49464416503906","85.49464416503906","85.49464416503906","45.4253044128418","45.4253044128418","45.4253044128418","37.042457580566406","37.042457580566406","37.042457580566406","189.99649047851562","189.99649047851562","189.99649047851562","188.0977783203125","188.0977783203125","188.0977783203125","70.33633422851562","70.33633422851562","70.33633422851562","188.89060974121094","188.89060974121094","188.89060974121094","52.94039535522461","52.94039535522461","52.94039535522461"
"313","3.058844804763794","3.058844804763794","3.058844804763794","0.845057487487793","0.845057487487793","0.845057487487793","188.72137451171875","188.72137451171875","188.72137451171875","53.6318359375","53.6318359375","53.6318359375","187.37435913085938","187.37435913085938","187.37435913085938","70.95375061035156","70.95375061035156","70.95375061035156","36.859195709228516","36.859195709228516","36.859195709228516","189.979736328125","189.979736328125","189.979736328125","86.73030853271484","86.73030853271484","86.73030853271484","44.4078369140625","44.4078369140625","44.4078369140625","85.44429779052734","85.44429779052734","85.44429779052734","45.40447998046875","45.40447998046875","45.40447998046875","37.183631896972656","37.183631896972656","37.183631896972656","189.97837829589844","189.97837829589844","189.97837829589844","188.1962432861328","188.1962432861328","188.1962432861328","70.18638610839844","70.18638610839844","70.18638610839844","188.90513610839844","188.90513610839844","188.90513610839844","53.186561584472656","53.186561584472656","53.186561584472656"
"314","3.046694755554199","3.046694755554199","3.046694755554199","0.8265476226806641","0.8265476226806641","0.8265476226806641","188.72178649902344","188.72178649902344","188.72178649902344","53.6732177734375","53.6732177734375","53.6732177734375","187.45474243164062","187.45474243164062","187.45474243164062","70.8305435180664","70.8305435180664","70.8305435180664","36.886627197265625","36.886627197265625","36.886627197265625","189.98477172851562","189.98477172851562","189.98477172851562","86.8240966796875","86.8240966796875","86.8240966796875","44.48894500732422","44.48894500732422","44.48894500732422","85.6448745727539","85.6448745727539","85.6448745727539","45.3550910949707","45.3550910949707","45.3550910949707","37.05374526977539","37.05374526977539","37.05374526977539","189.98081970214844","189.98081970214844","189.98081970214844","188.1527099609375","188.1527099609375","188.1527099609375","70.34690856933594","70.34690856933594","70.34690856933594","188.83982849121094","188.83982849121094","188.83982849121094","53.063838958740234","53.063838958740234","53.063838958740234"
"315","2.9325907230377197","2.9325907230377197","2.9325907230377197","0.849233865737915","0.849233865737915","0.849233865737915","188.720458984375","188.720458984375","188.720458984375","53.6112174987793","53.6112174987793","53.6112174987793","187.44728088378906","187.44728088378906","187.44728088378906","70.72064208984375","70.72064208984375","70.72064208984375","36.892669677734375","36.892669677734375","36.892669677734375","189.9850616455078","189.9850616455078","189.9850616455078","86.81588745117188","86.81588745117188","86.81588745117188","44.55474090576172","44.55474090576172","44.55474090576172","85.95586395263672","85.95586395263672","85.95586395263672","45.47170639038086","45.47170639038086","45.47170639038086","36.95899200439453","36.95899200439453","36.95899200439453","189.9774627685547","189.9774627685547","189.9774627685547","188.15689086914062","188.15689086914062","188.15689086914062","70.29304504394531","70.29304504394531","70.29304504394531","188.8358154296875","188.8358154296875","188.8358154296875","53.08511734008789","53.08511734008789","53.08511734008789"
"316","2.905832052230835","2.905832052230835","2.905832052230835","0.8519477844238281","0.8519477844238281","0.8519477844238281","188.71966552734375","188.71966552734375","188.71966552734375","53.58373260498047","53.58373260498047","53.58373260498047","187.46041870117188","187.46041870117188","187.46041870117188","70.7545166015625","70.7545166015625","70.7545166015625","36.878665924072266","36.878665924072266","36.878665924072266","189.98687744140625","189.98687744140625","189.98687744140625","86.88729095458984","86.88729095458984","86.88729095458984","44.80500793457031","44.80500793457031","44.80500793457031","85.94685363769531","85.94685363769531","85.94685363769531","45.60117721557617","45.60117721557617","45.60117721557617","37.04241180419922","37.04241180419922","37.04241180419922","189.9732666015625","189.9732666015625","189.9732666015625","188.22061157226562","188.22061157226562","188.22061157226562","70.21005249023438","70.21005249023438","70.21005249023438","188.83895874023438","188.83895874023438","188.83895874023438","53.194915771484375","53.194915771484375","53.194915771484375"
"317","2.867130994796753","2.867130994796753","2.867130994796753","0.8671864867210388","0.8671864867210388","0.8671864867210388","188.7188720703125","188.7188720703125","188.7188720703125","53.6134147644043","53.6134147644043","53.6134147644043","187.4534149169922","187.4534149169922","187.4534149169922","70.6466293334961","70.6466293334961","70.6466293334961","36.859989166259766","36.859989166259766","36.859989166259766","189.9826202392578","189.9826202392578","189.9826202392578","86.86962127685547","86.86962127685547","86.86962127685547","44.54653549194336","44.54653549194336","44.54653549194336","85.79261779785156","85.79261779785156","85.79261779785156","45.85818099975586","45.85818099975586","45.85818099975586","37.061248779296875","37.061248779296875","37.061248779296875","189.94735717773438","189.94735717773438","189.94735717773438","188.19969177246094","188.19969177246094","188.19969177246094","70.09477233886719","70.09477233886719","70.09477233886719","188.83396911621094","188.83396911621094","188.83396911621094","53.15005874633789","53.15005874633789","53.15005874633789"
"318","2.8531110286712646","2.8531110286712646","2.8531110286712646","0.8682284951210022","0.8682284951210022","0.8682284951210022","188.71446228027344","188.71446228027344","188.71446228027344","53.68584060668945","53.68584060668945","53.68584060668945","187.44619750976562","187.44619750976562","187.44619750976562","70.62228393554688","70.62228393554688","70.62228393554688","36.86983871459961","36.86983871459961","36.86983871459961","189.9764862060547","189.9764862060547","189.9764862060547","86.91934967041016","86.91934967041016","86.91934967041016","44.53961181640625","44.53961181640625","44.53961181640625","86.03943634033203","86.03943634033203","86.03943634033203","45.56698989868164","45.56698989868164","45.56698989868164","37.08543395996094","37.08543395996094","37.08543395996094","189.92886352539062","189.92886352539062","189.92886352539062","188.20248413085938","188.20248413085938","188.20248413085938","70.04710388183594","70.04710388183594","70.04710388183594","188.84243774414062","188.84243774414062","188.84243774414062","53.08926010131836","53.08926010131836","53.08926010131836"
"319","2.836064100265503","2.836064100265503","2.836064100265503","0.8306569457054138","0.8306569457054138","0.8306569457054138","188.71365356445312","188.71365356445312","188.71365356445312","53.82233428955078","53.82233428955078","53.82233428955078","187.45188903808594","187.45188903808594","187.45188903808594","70.6385269165039","70.6385269165039","70.6385269165039","36.86195755004883","36.86195755004883","36.86195755004883","189.97532653808594","189.97532653808594","189.97532653808594","86.59133911132812","86.59133911132812","86.59133911132812","44.34288024902344","44.34288024902344","44.34288024902344","85.96215057373047","85.96215057373047","85.96215057373047","45.52568435668945","45.52568435668945","45.52568435668945","37.08991241455078","37.08991241455078","37.08991241455078","189.93011474609375","189.93011474609375","189.93011474609375","188.21975708007812","188.21975708007812","188.21975708007812","69.90581512451172","69.90581512451172","69.90581512451172","188.83926391601562","188.83926391601562","188.83926391601562","52.74095916748047","52.74095916748047","52.74095916748047"
"320","2.850799322128296","2.850799322128296","2.850799322128296","0.8207117915153503","0.8207117915153503","0.8207117915153503","188.71347045898438","188.71347045898438","188.71347045898438","53.797733306884766","53.797733306884766","53.797733306884766","187.44029235839844","187.44029235839844","187.44029235839844","70.57999420166016","70.57999420166016","70.57999420166016","36.87154769897461","36.87154769897461","36.87154769897461","189.97085571289062","189.97085571289062","189.97085571289062","86.59524536132812","86.59524536132812","86.59524536132812","43.93727111816406","43.93727111816406","43.93727111816406","86.18046569824219","86.18046569824219","86.18046569824219","45.5136604309082","45.5136604309082","45.5136604309082","37.112613677978516","37.112613677978516","37.112613677978516","189.92959594726562","189.92959594726562","189.92959594726562","188.23280334472656","188.23280334472656","188.23280334472656","70.07443237304688","70.07443237304688","70.07443237304688","188.83139038085938","188.83139038085938","188.83139038085938","52.662681579589844","52.662681579589844","52.662681579589844"
"321","2.8439319133758545","2.8439319133758545","2.8439319133758545","0.8310316801071167","0.8310316801071167","0.8310316801071167","188.71359252929688","188.71359252929688","188.71359252929688","53.852882385253906","53.852882385253906","53.852882385253906","187.43844604492188","187.43844604492188","187.43844604492188","70.60457611083984","70.60457611083984","70.60457611083984","36.8558464050293","36.8558464050293","36.8558464050293","189.98179626464844","189.98179626464844","189.98179626464844","86.31553649902344","86.31553649902344","86.31553649902344","44.32741165161133","44.32741165161133","44.32741165161133","86.27802276611328","86.27802276611328","86.27802276611328","45.54309844970703","45.54309844970703","45.54309844970703","37.068260192871094","37.068260192871094","37.068260192871094","189.9282989501953","189.9282989501953","189.9282989501953","188.20179748535156","188.20179748535156","188.20179748535156","70.39216613769531","70.39216613769531","70.39216613769531","188.83718872070312","188.83718872070312","188.83718872070312","52.260902404785156","52.260902404785156","52.260902404785156"
"322","2.8358097076416016","2.8358097076416016","2.8358097076416016","0.8573039174079895","0.8573039174079895","0.8573039174079895","188.71429443359375","188.71429443359375","188.71429443359375","53.841163635253906","53.841163635253906","53.841163635253906","187.43450927734375","187.43450927734375","187.43450927734375","70.49542999267578","70.49542999267578","70.49542999267578","36.83591842651367","36.83591842651367","36.83591842651367","189.9822998046875","189.9822998046875","189.9822998046875","86.15461730957031","86.15461730957031","86.15461730957031","44.57851791381836","44.57851791381836","44.57851791381836","86.1133804321289","86.1133804321289","86.1133804321289","45.579044342041016","45.579044342041016","45.579044342041016","37.06020736694336","37.06020736694336","37.06020736694336","189.90553283691406","189.90553283691406","189.90553283691406","188.31088256835938","188.31088256835938","188.31088256835938","70.14314270019531","70.14314270019531","70.14314270019531","188.85891723632812","188.85891723632812","188.85891723632812","51.9281120300293","51.9281120300293","51.9281120300293"
"323","2.852259874343872","2.852259874343872","2.852259874343872","0.8450846672058105","0.8450846672058105","0.8450846672058105","188.71408081054688","188.71408081054688","188.71408081054688","53.74401092529297","53.74401092529297","53.74401092529297","187.44476318359375","187.44476318359375","187.44476318359375","70.4837417602539","70.4837417602539","70.4837417602539","36.81262969970703","36.81262969970703","36.81262969970703","189.99191284179688","189.99191284179688","189.99191284179688","86.15792846679688","86.15792846679688","86.15792846679688","44.41246795654297","44.41246795654297","44.41246795654297","86.28921508789062","86.28921508789062","86.28921508789062","45.28420639038086","45.28420639038086","45.28420639038086","36.99385070800781","36.99385070800781","36.99385070800781","189.88035583496094","189.88035583496094","189.88035583496094","188.30233764648438","188.30233764648438","188.30233764648438","69.94651794433594","69.94651794433594","69.94651794433594","188.8534698486328","188.8534698486328","188.8534698486328","52.172645568847656","52.172645568847656","52.172645568847656"
"324","2.805041551589966","2.805041551589966","2.805041551589966","0.8647754788398743","0.8647754788398743","0.8647754788398743","188.7147674560547","188.7147674560547","188.7147674560547","53.71500015258789","53.71500015258789","53.71500015258789","187.4446563720703","187.4446563720703","187.4446563720703","70.51032257080078","70.51032257080078","70.51032257080078","36.818946838378906","36.818946838378906","36.818946838378906","189.9967498779297","189.9967498779297","189.9967498779297","86.41000366210938","86.41000366210938","86.41000366210938","44.582366943359375","44.582366943359375","44.582366943359375","86.15245819091797","86.15245819091797","86.15245819091797","45.216407775878906","45.216407775878906","45.216407775878906","36.99993896484375","36.99993896484375","36.99993896484375","189.91436767578125","189.91436767578125","189.91436767578125","188.38291931152344","188.38291931152344","188.38291931152344","69.7951889038086","69.7951889038086","69.7951889038086","188.8302001953125","188.8302001953125","188.8302001953125","52.43800735473633","52.43800735473633","52.43800735473633"
"325","2.796410083770752","2.796410083770752","2.796410083770752","0.9107863903045654","0.9107863903045654","0.9107863903045654","188.71578979492188","188.71578979492188","188.71578979492188","53.64094543457031","53.64094543457031","53.64094543457031","187.4464874267578","187.4464874267578","187.4464874267578","70.4827880859375","70.4827880859375","70.4827880859375","36.81886291503906","36.81886291503906","36.81886291503906","189.99114990234375","189.99114990234375","189.99114990234375","86.12882232666016","86.12882232666016","86.12882232666016","44.566650390625","44.566650390625","44.566650390625","85.98458099365234","85.98458099365234","85.98458099365234","45.299034118652344","45.299034118652344","45.299034118652344","36.985443115234375","36.985443115234375","36.985443115234375","189.91017150878906","189.91017150878906","189.91017150878906","188.35804748535156","188.35804748535156","188.35804748535156","69.58582305908203","69.58582305908203","69.58582305908203","188.83096313476562","188.83096313476562","188.83096313476562","52.43315887451172","52.43315887451172","52.43315887451172"
"326","2.814976215362549","2.814976215362549","2.814976215362549","0.9233983755111694","0.9233983755111694","0.9233983755111694","188.71408081054688","188.71408081054688","188.71408081054688","53.69757080078125","53.69757080078125","53.69757080078125","187.43280029296875","187.43280029296875","187.43280029296875","70.4473648071289","70.4473648071289","70.4473648071289","36.83297348022461","36.83297348022461","36.83297348022461","189.98895263671875","189.98895263671875","189.98895263671875","86.25462341308594","86.25462341308594","86.25462341308594","44.706844329833984","44.706844329833984","44.706844329833984","86.01868438720703","86.01868438720703","86.01868438720703","45.07181930541992","45.07181930541992","45.07181930541992","37.116085052490234","37.116085052490234","37.116085052490234","189.90846252441406","189.90846252441406","189.90846252441406","188.28346252441406","188.28346252441406","188.28346252441406","69.41727447509766","69.41727447509766","69.41727447509766","188.83056640625","188.83056640625","188.83056640625","52.42142105102539","52.42142105102539","52.42142105102539"
