"Step","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_clip_rew_mean","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_clip_rew_mean__MIN","CartPole_laion2b_s34b_b79k_contrastive_20240425_052240 - rollout/ep_clip_rew_mean__MAX","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_clip_rew_mean","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_clip_rew_mean__MIN","CartPole_laion2b_s34b_b79k_goal_baseline_reg_20240425_051828 - rollout/ep_clip_rew_mean__MAX","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_clip_rew_mean","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_clip_rew_mean__MIN","CartPole_laion2b_s34b_b79k_cosine_20240425_051521 - rollout/ep_clip_rew_mean__MAX","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_clip_rew_mean","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_clip_rew_mean__MIN","CartPole_CLIPViT_contrastive_20240423_092934 - rollout/ep_clip_rew_mean__MAX","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_clip_rew_mean","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_clip_rew_mean__MIN","CartPole_3mill_CLIP_1.0alpha_goal_baseline_reg_20240421_084411 - rollout/ep_clip_rew_mean__MAX","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_clip_rew_mean","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_clip_rew_mean__MIN","CartPole_3mill_CLIP_cosine_20240420_091709 - rollout/ep_clip_rew_mean__MAX"
"237","0.9668816924095154","0.9668816924095154","0.9668816924095154","188.7442169189453","188.7442169189453","188.7442169189453","53.36663055419922","53.36663055419922","53.36663055419922","46.36278533935547","46.36278533935547","46.36278533935547","188.72962951660156","188.72962951660156","188.72962951660156","54.21516036987305","54.21516036987305","54.21516036987305"
"238","0.989831805229187","0.989831805229187","0.989831805229187","188.74330139160156","188.74330139160156","188.74330139160156","53.50200271606445","53.50200271606445","53.50200271606445","46.408695220947266","46.408695220947266","46.408695220947266","188.73257446289062","188.73257446289062","188.73257446289062","54.27684020996094","54.27684020996094","54.27684020996094"
"239","1.0244494676589966","1.0244494676589966","1.0244494676589966","188.74209594726562","188.74209594726562","188.74209594726562","53.500282287597656","53.500282287597656","53.500282287597656","46.45774459838867","46.45774459838867","46.45774459838867","188.7340545654297","188.7340545654297","188.7340545654297","54.43008041381836","54.43008041381836","54.43008041381836"
"240","1.051370620727539","1.051370620727539","1.051370620727539","188.74195861816406","188.74195861816406","188.74195861816406","53.51197814941406","53.51197814941406","53.51197814941406","46.4549674987793","46.4549674987793","46.4549674987793","188.73416137695312","188.73416137695312","188.73416137695312","54.50034713745117","54.50034713745117","54.50034713745117"
"241","1.07572340965271","1.07572340965271","1.07572340965271","188.74351501464844","188.74351501464844","188.74351501464844","53.50315475463867","53.50315475463867","53.50315475463867","46.38630294799805","46.38630294799805","46.38630294799805","188.7337188720703","188.7337188720703","188.7337188720703","54.55269241333008","54.55269241333008","54.55269241333008"
"242","1.0934791564941406","1.0934791564941406","1.0934791564941406","188.75106811523438","188.75106811523438","188.75106811523438","53.51860809326172","53.51860809326172","53.51860809326172","46.52416229248047","46.52416229248047","46.52416229248047","188.73468017578125","188.73468017578125","188.73468017578125","54.60758972167969","54.60758972167969","54.60758972167969"
"243","0.9984524250030518","0.9984524250030518","0.9984524250030518","188.7548065185547","188.7548065185547","188.7548065185547","53.59395980834961","53.59395980834961","53.59395980834961","46.55571365356445","46.55571365356445","46.55571365356445","188.7654571533203","188.7654571533203","188.7654571533203","54.66575622558594","54.66575622558594","54.66575622558594"
"244","0.9897585511207581","0.9897585511207581","0.9897585511207581","188.7550048828125","188.7550048828125","188.7550048828125","53.48499298095703","53.48499298095703","53.48499298095703","46.72400665283203","46.72400665283203","46.72400665283203","188.7646026611328","188.7646026611328","188.7646026611328","54.756988525390625","54.756988525390625","54.756988525390625"
"245","0.9995373487472534","0.9995373487472534","0.9995373487472534","188.7569580078125","188.7569580078125","188.7569580078125","53.52658462524414","53.52658462524414","53.52658462524414","46.901344299316406","46.901344299316406","46.901344299316406","188.7645721435547","188.7645721435547","188.7645721435547","54.86836624145508","54.86836624145508","54.86836624145508"
"246","0.9945637583732605","0.9945637583732605","0.9945637583732605","188.7563934326172","188.7563934326172","188.7563934326172","53.471702575683594","53.471702575683594","53.471702575683594","46.893775939941406","46.893775939941406","46.893775939941406","188.76300048828125","188.76300048828125","188.76300048828125","54.728885650634766","54.728885650634766","54.728885650634766"
"247","0.950385570526123","0.950385570526123","0.950385570526123","188.75717163085938","188.75717163085938","188.75717163085938","53.414215087890625","53.414215087890625","53.414215087890625","46.75813293457031","46.75813293457031","46.75813293457031","188.7858428955078","188.7858428955078","188.7858428955078","54.64588928222656","54.64588928222656","54.64588928222656"
"248","0.9654079675674438","0.9654079675674438","0.9654079675674438","188.75743103027344","188.75743103027344","188.75743103027344","53.41878890991211","53.41878890991211","53.41878890991211","46.73159408569336","46.73159408569336","46.73159408569336","188.7848358154297","188.7848358154297","188.7848358154297","54.6607780456543","54.6607780456543","54.6607780456543"
"249","0.9652971625328064","0.9652971625328064","0.9652971625328064","188.75772094726562","188.75772094726562","188.75772094726562","53.453399658203125","53.453399658203125","53.453399658203125","46.5704345703125","46.5704345703125","46.5704345703125","188.79075622558594","188.79075622558594","188.79075622558594","54.71075439453125","54.71075439453125","54.71075439453125"
"250","1.0199733972549438","1.0199733972549438","1.0199733972549438","188.7588653564453","188.7588653564453","188.7588653564453","53.45974349975586","53.45974349975586","53.45974349975586","46.475242614746094","46.475242614746094","46.475242614746094","188.8016357421875","188.8016357421875","188.8016357421875","54.72394943237305","54.72394943237305","54.72394943237305"
"251","1.0158005952835083","1.0158005952835083","1.0158005952835083","188.75779724121094","188.75779724121094","188.75779724121094","53.34151077270508","53.34151077270508","53.34151077270508","46.34624099731445","46.34624099731445","46.34624099731445","188.80003356933594","188.80003356933594","188.80003356933594","54.519229888916016","54.519229888916016","54.519229888916016"
"252","1.0104845762252808","1.0104845762252808","1.0104845762252808","188.7588653564453","188.7588653564453","188.7588653564453","53.28618240356445","53.28618240356445","53.28618240356445","46.468265533447266","46.468265533447266","46.468265533447266","188.79200744628906","188.79200744628906","188.79200744628906","54.6213264465332","54.6213264465332","54.6213264465332"
"253","0.9578282833099365","0.9578282833099365","0.9578282833099365","188.7592010498047","188.7592010498047","188.7592010498047","53.325439453125","53.325439453125","53.325439453125","46.49657440185547","46.49657440185547","46.49657440185547","188.79608154296875","188.79608154296875","188.79608154296875","54.62510299682617","54.62510299682617","54.62510299682617"
"254","0.9670091867446899","0.9670091867446899","0.9670091867446899","188.7602996826172","188.7602996826172","188.7602996826172","53.276214599609375","53.276214599609375","53.276214599609375","46.473392486572266","46.473392486572266","46.473392486572266","188.8061065673828","188.8061065673828","188.8061065673828","54.541290283203125","54.541290283203125","54.541290283203125"
"255","0.9630433917045593","0.9630433917045593","0.9630433917045593","188.7603759765625","188.7603759765625","188.7603759765625","53.35872268676758","53.35872268676758","53.35872268676758","46.4293327331543","46.4293327331543","46.4293327331543","188.79566955566406","188.79566955566406","188.79566955566406","54.31306076049805","54.31306076049805","54.31306076049805"
"256","0.9543238282203674","0.9543238282203674","0.9543238282203674","188.76063537597656","188.76063537597656","188.76063537597656","53.410247802734375","53.410247802734375","53.410247802734375","46.32707977294922","46.32707977294922","46.32707977294922","188.7854461669922","188.7854461669922","188.7854461669922","54.401790618896484","54.401790618896484","54.401790618896484"
"257","0.9509016871452332","0.9509016871452332","0.9509016871452332","188.7601776123047","188.7601776123047","188.7601776123047","53.49105453491211","53.49105453491211","53.49105453491211","46.163639068603516","46.163639068603516","46.163639068603516","188.78643798828125","188.78643798828125","188.78643798828125","54.41044998168945","54.41044998168945","54.41044998168945"
"258","0.9433754682540894","0.9433754682540894","0.9433754682540894","188.76016235351562","188.76016235351562","188.76016235351562","53.427921295166016","53.427921295166016","53.427921295166016","46.18486404418945","46.18486404418945","46.18486404418945","188.83944702148438","188.83944702148438","188.83944702148438","54.40713882446289","54.40713882446289","54.40713882446289"
"259","0.9646424651145935","0.9646424651145935","0.9646424651145935","188.760498046875","188.760498046875","188.760498046875","53.35282516479492","53.35282516479492","53.35282516479492","46.348209381103516","46.348209381103516","46.348209381103516","188.8434295654297","188.8434295654297","188.8434295654297","54.41473388671875","54.41473388671875","54.41473388671875"
"260","1.0115175247192383","1.0115175247192383","1.0115175247192383","188.75961303710938","188.75961303710938","188.75961303710938","53.44720458984375","53.44720458984375","53.44720458984375","46.07777786254883","46.07777786254883","46.07777786254883","188.89010620117188","188.89010620117188","188.89010620117188","54.35969924926758","54.35969924926758","54.35969924926758"
"261","1.0485243797302246","1.0485243797302246","1.0485243797302246","188.75636291503906","188.75636291503906","188.75636291503906","53.5679931640625","53.5679931640625","53.5679931640625","46.03891372680664","46.03891372680664","46.03891372680664","188.9027557373047","188.9027557373047","188.9027557373047","54.369869232177734","54.369869232177734","54.369869232177734"
"262","1.0360850095748901","1.0360850095748901","1.0360850095748901","188.75706481933594","188.75706481933594","188.75706481933594","53.64764404296875","53.64764404296875","53.64764404296875","46.0803108215332","46.0803108215332","46.0803108215332","188.90077209472656","188.90077209472656","188.90077209472656","54.34742736816406","54.34742736816406","54.34742736816406"
"263","1.0089442729949951","1.0089442729949951","1.0089442729949951","188.7442626953125","188.7442626953125","188.7442626953125","53.6236572265625","53.6236572265625","53.6236572265625","46.19536209106445","46.19536209106445","46.19536209106445","188.9005126953125","188.9005126953125","188.9005126953125","54.37057876586914","54.37057876586914","54.37057876586914"
"264","0.9837977886199951","0.9837977886199951","0.9837977886199951","188.7418212890625","188.7418212890625","188.7418212890625","53.632144927978516","53.632144927978516","53.632144927978516","46.09628677368164","46.09628677368164","46.09628677368164","188.89735412597656","188.89735412597656","188.89735412597656","54.27355194091797","54.27355194091797","54.27355194091797"
"265","0.9742446541786194","0.9742446541786194","0.9742446541786194","188.74612426757812","188.74612426757812","188.74612426757812","53.622398376464844","53.622398376464844","53.622398376464844","46.18526840209961","46.18526840209961","46.18526840209961","188.90736389160156","188.90736389160156","188.90736389160156","54.23533630371094","54.23533630371094","54.23533630371094"
"266","0.9305628538131714","0.9305628538131714","0.9305628538131714","188.74417114257812","188.74417114257812","188.74417114257812","53.65229034423828","53.65229034423828","53.65229034423828","46.108585357666016","46.108585357666016","46.108585357666016","188.9104461669922","188.9104461669922","188.9104461669922","54.2849006652832","54.2849006652832","54.2849006652832"
"267","0.9064664244651794","0.9064664244651794","0.9064664244651794","188.74407958984375","188.74407958984375","188.74407958984375","53.706642150878906","53.706642150878906","53.706642150878906","46.24855422973633","46.24855422973633","46.24855422973633","188.88121032714844","188.88121032714844","188.88121032714844","54.15690231323242","54.15690231323242","54.15690231323242"
"268","0.8800184726715088","0.8800184726715088","0.8800184726715088","188.74485778808594","188.74485778808594","188.74485778808594","53.70857620239258","53.70857620239258","53.70857620239258","46.22713851928711","46.22713851928711","46.22713851928711","188.88674926757812","188.88674926757812","188.88674926757812","53.965030670166016","53.965030670166016","53.965030670166016"
"269","0.8746758699417114","0.8746758699417114","0.8746758699417114","188.74644470214844","188.74644470214844","188.74644470214844","53.724273681640625","53.724273681640625","53.724273681640625","46.267154693603516","46.267154693603516","46.267154693603516","188.903564453125","188.903564453125","188.903564453125","53.98268508911133","53.98268508911133","53.98268508911133"
"270","0.853887677192688","0.853887677192688","0.853887677192688","188.7483673095703","188.7483673095703","188.7483673095703","53.6677131652832","53.6677131652832","53.6677131652832","46.074039459228516","46.074039459228516","46.074039459228516","188.92625427246094","188.92625427246094","188.92625427246094","54.039371490478516","54.039371490478516","54.039371490478516"
"271","0.8160985708236694","0.8160985708236694","0.8160985708236694","188.74964904785156","188.74964904785156","188.74964904785156","53.71195983886719","53.71195983886719","53.71195983886719","45.98830795288086","45.98830795288086","45.98830795288086","188.9070587158203","188.9070587158203","188.9070587158203","54.2977294921875","54.2977294921875","54.2977294921875"
"272","0.8076302409172058","0.8076302409172058","0.8076302409172058","188.74932861328125","188.74932861328125","188.74932861328125","53.583152770996094","53.583152770996094","53.583152770996094","46.14334487915039","46.14334487915039","46.14334487915039","188.90716552734375","188.90716552734375","188.90716552734375","54.31595230102539","54.31595230102539","54.31595230102539"
"273","0.7730724215507507","0.7730724215507507","0.7730724215507507","188.74862670898438","188.74862670898438","188.74862670898438","53.5936279296875","53.5936279296875","53.5936279296875","46.323123931884766","46.323123931884766","46.323123931884766","188.90603637695312","188.90603637695312","188.90603637695312","54.19865417480469","54.19865417480469","54.19865417480469"
"274","0.7652783989906311","0.7652783989906311","0.7652783989906311","188.7490692138672","188.7490692138672","188.7490692138672","53.5428352355957","53.5428352355957","53.5428352355957","46.23643112182617","46.23643112182617","46.23643112182617","188.8955078125","188.8955078125","188.8955078125","54.117218017578125","54.117218017578125","54.117218017578125"
"275","0.7393814325332642","0.7393814325332642","0.7393814325332642","188.74948120117188","188.74948120117188","188.74948120117188","53.54190444946289","53.54190444946289","53.54190444946289","46.24189758300781","46.24189758300781","46.24189758300781","188.8988494873047","188.8988494873047","188.8988494873047","54.15495300292969","54.15495300292969","54.15495300292969"
"276","0.7285503149032593","0.7285503149032593","0.7285503149032593","188.7495880126953","188.7495880126953","188.7495880126953","53.55772018432617","53.55772018432617","53.55772018432617","46.28651809692383","46.28651809692383","46.28651809692383","188.90316772460938","188.90316772460938","188.90316772460938","54.21940994262695","54.21940994262695","54.21940994262695"
"277","0.6912834048271179","0.6912834048271179","0.6912834048271179","188.74838256835938","188.74838256835938","188.74838256835938","53.61399459838867","53.61399459838867","53.61399459838867","46.224361419677734","46.224361419677734","46.224361419677734","188.90512084960938","188.90512084960938","188.90512084960938","54.06536865234375","54.06536865234375","54.06536865234375"
"278","0.6751137375831604","0.6751137375831604","0.6751137375831604","188.74757385253906","188.74757385253906","188.74757385253906","53.640785217285156","53.640785217285156","53.640785217285156","46.01751708984375","46.01751708984375","46.01751708984375","188.91537475585938","188.91537475585938","188.91537475585938","54.215736389160156","54.215736389160156","54.215736389160156"
"279","0.6603655815124512","0.6603655815124512","0.6603655815124512","188.74957275390625","188.74957275390625","188.74957275390625","53.66227340698242","53.66227340698242","53.66227340698242","45.80279541015625","45.80279541015625","45.80279541015625","188.92172241210938","188.92172241210938","188.92172241210938","54.469444274902344","54.469444274902344","54.469444274902344"
"280","0.6773979067802429","0.6773979067802429","0.6773979067802429","188.75045776367188","188.75045776367188","188.75045776367188","53.738365173339844","53.738365173339844","53.738365173339844","45.88148880004883","45.88148880004883","45.88148880004883","188.9205780029297","188.9205780029297","188.9205780029297","54.4565315246582","54.4565315246582","54.4565315246582"
"281","0.6735368967056274","0.6735368967056274","0.6735368967056274","188.74839782714844","188.74839782714844","188.74839782714844","53.62336730957031","53.62336730957031","53.62336730957031","45.75758361816406","45.75758361816406","45.75758361816406","188.9181671142578","188.9181671142578","188.9181671142578","54.51176834106445","54.51176834106445","54.51176834106445"
"282","0.6789966821670532","0.6789966821670532","0.6789966821670532","188.7389373779297","188.7389373779297","188.7389373779297","53.59474182128906","53.59474182128906","53.59474182128906","45.96274948120117","45.96274948120117","45.96274948120117","188.86912536621094","188.86912536621094","188.86912536621094","54.53483963012695","54.53483963012695","54.53483963012695"
"283","0.6938403844833374","0.6938403844833374","0.6938403844833374","188.7452850341797","188.7452850341797","188.7452850341797","53.59981155395508","53.59981155395508","53.59981155395508","45.78044891357422","45.78044891357422","45.78044891357422","188.86758422851562","188.86758422851562","188.86758422851562","54.55963134765625","54.55963134765625","54.55963134765625"
"284","0.6919779777526855","0.6919779777526855","0.6919779777526855","188.7439727783203","188.7439727783203","188.7439727783203","53.720909118652344","53.720909118652344","53.720909118652344","45.883113861083984","45.883113861083984","45.883113861083984","188.82839965820312","188.82839965820312","188.82839965820312","54.76313781738281","54.76313781738281","54.76313781738281"
"285","0.6869195699691772","0.6869195699691772","0.6869195699691772","188.7449493408203","188.7449493408203","188.7449493408203","53.67817687988281","53.67817687988281","53.67817687988281","45.56169891357422","45.56169891357422","45.56169891357422","188.84059143066406","188.84059143066406","188.84059143066406","54.33477020263672","54.33477020263672","54.33477020263672"
"286","0.6707951426506042","0.6707951426506042","0.6707951426506042","188.74575805664062","188.74575805664062","188.74575805664062","53.626670837402344","53.626670837402344","53.626670837402344","45.56022644042969","45.56022644042969","45.56022644042969","188.8431396484375","188.8431396484375","188.8431396484375","54.16108703613281","54.16108703613281","54.16108703613281"
"287","0.6662009358406067","0.6662009358406067","0.6662009358406067","188.74557495117188","188.74557495117188","188.74557495117188","53.616661071777344","53.616661071777344","53.616661071777344","45.459285736083984","45.459285736083984","45.459285736083984","188.840576171875","188.840576171875","188.840576171875","54.10789108276367","54.10789108276367","54.10789108276367"
"288","0.6326635479927063","0.6326635479927063","0.6326635479927063","188.74560546875","188.74560546875","188.74560546875","53.58607864379883","53.58607864379883","53.58607864379883","45.227516174316406","45.227516174316406","45.227516174316406","188.8386688232422","188.8386688232422","188.8386688232422","54.22330856323242","54.22330856323242","54.22330856323242"
"289","0.644715428352356","0.644715428352356","0.644715428352356","188.73866271972656","188.73866271972656","188.73866271972656","53.597328186035156","53.597328186035156","53.597328186035156","44.9691276550293","44.9691276550293","44.9691276550293","188.8300018310547","188.8300018310547","188.8300018310547","54.010581970214844","54.010581970214844","54.010581970214844"
"290","0.7567684650421143","0.7567684650421143","0.7567684650421143","188.73410034179688","188.73410034179688","188.73410034179688","53.52403259277344","53.52403259277344","53.52403259277344","44.951393127441406","44.951393127441406","44.951393127441406","188.89410400390625","188.89410400390625","188.89410400390625","54.01177215576172","54.01177215576172","54.01177215576172"
"291","0.7714300155639648","0.7714300155639648","0.7714300155639648","188.7340087890625","188.7340087890625","188.7340087890625","53.64139175415039","53.64139175415039","53.64139175415039","45.06167221069336","45.06167221069336","45.06167221069336","188.9023895263672","188.9023895263672","188.9023895263672","54.13593292236328","54.13593292236328","54.13593292236328"
"292","0.7586775422096252","0.7586775422096252","0.7586775422096252","188.7322998046875","188.7322998046875","188.7322998046875","53.55303192138672","53.55303192138672","53.55303192138672","45.11514663696289","45.11514663696289","45.11514663696289","188.89825439453125","188.89825439453125","188.89825439453125","54.05805206298828","54.05805206298828","54.05805206298828"
"293","0.7653936147689819","0.7653936147689819","0.7653936147689819","188.73330688476562","188.73330688476562","188.73330688476562","53.5185546875","53.5185546875","53.5185546875","45.20981979370117","45.20981979370117","45.20981979370117","188.88185119628906","188.88185119628906","188.88185119628906","53.92649841308594","53.92649841308594","53.92649841308594"
"294","0.7697427868843079","0.7697427868843079","0.7697427868843079","188.73284912109375","188.73284912109375","188.73284912109375","53.514739990234375","53.514739990234375","53.514739990234375","45.0042610168457","45.0042610168457","45.0042610168457","188.8628387451172","188.8628387451172","188.8628387451172","54.09007263183594","54.09007263183594","54.09007263183594"
"295","0.7431957721710205","0.7431957721710205","0.7431957721710205","188.73281860351562","188.73281860351562","188.73281860351562","53.49037170410156","53.49037170410156","53.49037170410156","45.0759162902832","45.0759162902832","45.0759162902832","188.8643341064453","188.8643341064453","188.8643341064453","54.08970260620117","54.08970260620117","54.08970260620117"
"296","0.7416244149208069","0.7416244149208069","0.7416244149208069","188.73289489746094","188.73289489746094","188.73289489746094","53.44363021850586","53.44363021850586","53.44363021850586","44.918487548828125","44.918487548828125","44.918487548828125","188.87203979492188","188.87203979492188","188.87203979492188","54.07256317138672","54.07256317138672","54.07256317138672"
"297","0.7470645308494568","0.7470645308494568","0.7470645308494568","188.73312377929688","188.73312377929688","188.73312377929688","53.42049026489258","53.42049026489258","53.42049026489258","45.25200653076172","45.25200653076172","45.25200653076172","188.87823486328125","188.87823486328125","188.87823486328125","54.229454040527344","54.229454040527344","54.229454040527344"
"298","0.7366565465927124","0.7366565465927124","0.7366565465927124","188.73388671875","188.73388671875","188.73388671875","53.569313049316406","53.569313049316406","53.569313049316406","45.45246124267578","45.45246124267578","45.45246124267578","188.8773193359375","188.8773193359375","188.8773193359375","54.378719329833984","54.378719329833984","54.378719329833984"
"299","0.7272377014160156","0.7272377014160156","0.7272377014160156","188.73312377929688","188.73312377929688","188.73312377929688","53.679203033447266","53.679203033447266","53.679203033447266","45.18056106567383","45.18056106567383","45.18056106567383","188.88291931152344","188.88291931152344","188.88291931152344","54.28984069824219","54.28984069824219","54.28984069824219"
"300","0.7722122669219971","0.7722122669219971","0.7722122669219971","188.732421875","188.732421875","188.732421875","53.6749267578125","53.6749267578125","53.6749267578125","45.500186920166016","45.500186920166016","45.500186920166016","188.90377807617188","188.90377807617188","188.90377807617188","53.98744583129883","53.98744583129883","53.98744583129883"
"301","0.7768737077713013","0.7768737077713013","0.7768737077713013","188.73146057128906","188.73146057128906","188.73146057128906","53.73154830932617","53.73154830932617","53.73154830932617","45.76347732543945","45.76347732543945","45.76347732543945","188.9011993408203","188.9011993408203","188.9011993408203","53.946746826171875","53.946746826171875","53.946746826171875"
"302","0.7691442966461182","0.7691442966461182","0.7691442966461182","188.73080444335938","188.73080444335938","188.73080444335938","53.730133056640625","53.730133056640625","53.730133056640625","46.09465408325195","46.09465408325195","46.09465408325195","188.88612365722656","188.88612365722656","188.88612365722656","54.00112533569336","54.00112533569336","54.00112533569336"
"303","0.7777954339981079","0.7777954339981079","0.7777954339981079","188.73060607910156","188.73060607910156","188.73060607910156","53.68568801879883","53.68568801879883","53.68568801879883","46.09602355957031","46.09602355957031","46.09602355957031","188.893310546875","188.893310546875","188.893310546875","53.68840408325195","53.68840408325195","53.68840408325195"
"304","0.7663241028785706","0.7663241028785706","0.7663241028785706","188.73109436035156","188.73109436035156","188.73109436035156","53.68040466308594","53.68040466308594","53.68040466308594","45.75469970703125","45.75469970703125","45.75469970703125","188.88966369628906","188.88966369628906","188.88966369628906","53.50059509277344","53.50059509277344","53.50059509277344"
"305","0.747711181640625","0.747711181640625","0.747711181640625","188.73057556152344","188.73057556152344","188.73057556152344","53.72538757324219","53.72538757324219","53.72538757324219","45.620906829833984","45.620906829833984","45.620906829833984","188.89842224121094","188.89842224121094","188.89842224121094","53.49140548706055","53.49140548706055","53.49140548706055"
"306","0.7507769465446472","0.7507769465446472","0.7507769465446472","188.7286834716797","188.7286834716797","188.7286834716797","53.698699951171875","53.698699951171875","53.698699951171875","45.823665618896484","45.823665618896484","45.823665618896484","188.8948211669922","188.8948211669922","188.8948211669922","53.48094177246094","53.48094177246094","53.48094177246094"
"307","0.7558750510215759","0.7558750510215759","0.7558750510215759","188.72842407226562","188.72842407226562","188.72842407226562","53.725425720214844","53.725425720214844","53.725425720214844","45.74755096435547","45.74755096435547","45.74755096435547","188.89376831054688","188.89376831054688","188.89376831054688","53.20235061645508","53.20235061645508","53.20235061645508"
"308","0.754528284072876","0.754528284072876","0.754528284072876","188.7275848388672","188.7275848388672","188.7275848388672","53.71928787231445","53.71928787231445","53.71928787231445","45.914127349853516","45.914127349853516","45.914127349853516","188.88943481445312","188.88943481445312","188.88943481445312","53.095481872558594","53.095481872558594","53.095481872558594"
"309","0.7874448299407959","0.7874448299407959","0.7874448299407959","188.72381591796875","188.72381591796875","188.72381591796875","53.70527267456055","53.70527267456055","53.70527267456055","45.619380950927734","45.619380950927734","45.619380950927734","188.87074279785156","188.87074279785156","188.87074279785156","53.186710357666016","53.186710357666016","53.186710357666016"
"310","0.8142205476760864","0.8142205476760864","0.8142205476760864","188.72496032714844","188.72496032714844","188.72496032714844","53.69994354248047","53.69994354248047","53.69994354248047","45.34832000732422","45.34832000732422","45.34832000732422","188.86923217773438","188.86923217773438","188.86923217773438","53.44049835205078","53.44049835205078","53.44049835205078"
"311","0.8426055908203125","0.8426055908203125","0.8426055908203125","188.72518920898438","188.72518920898438","188.72518920898438","53.71696090698242","53.71696090698242","53.71696090698242","45.7009391784668","45.7009391784668","45.7009391784668","188.8723602294922","188.8723602294922","188.8723602294922","53.306697845458984","53.306697845458984","53.306697845458984"
"312","0.8226911425590515","0.8226911425590515","0.8226911425590515","188.72032165527344","188.72032165527344","188.72032165527344","53.65507125854492","53.65507125854492","53.65507125854492","45.4253044128418","45.4253044128418","45.4253044128418","188.89060974121094","188.89060974121094","188.89060974121094","52.94039535522461","52.94039535522461","52.94039535522461"
"313","0.845057487487793","0.845057487487793","0.845057487487793","188.72137451171875","188.72137451171875","188.72137451171875","53.6318359375","53.6318359375","53.6318359375","45.40447998046875","45.40447998046875","45.40447998046875","188.90513610839844","188.90513610839844","188.90513610839844","53.186561584472656","53.186561584472656","53.186561584472656"
"314","0.8265476226806641","0.8265476226806641","0.8265476226806641","188.72178649902344","188.72178649902344","188.72178649902344","53.6732177734375","53.6732177734375","53.6732177734375","45.3550910949707","45.3550910949707","45.3550910949707","188.83982849121094","188.83982849121094","188.83982849121094","53.063838958740234","53.063838958740234","53.063838958740234"
"315","0.849233865737915","0.849233865737915","0.849233865737915","188.720458984375","188.720458984375","188.720458984375","53.6112174987793","53.6112174987793","53.6112174987793","45.47170639038086","45.47170639038086","45.47170639038086","188.8358154296875","188.8358154296875","188.8358154296875","53.08511734008789","53.08511734008789","53.08511734008789"
"316","0.8519477844238281","0.8519477844238281","0.8519477844238281","188.71966552734375","188.71966552734375","188.71966552734375","53.58373260498047","53.58373260498047","53.58373260498047","45.60117721557617","45.60117721557617","45.60117721557617","188.83895874023438","188.83895874023438","188.83895874023438","53.194915771484375","53.194915771484375","53.194915771484375"
"317","0.8671864867210388","0.8671864867210388","0.8671864867210388","188.7188720703125","188.7188720703125","188.7188720703125","53.6134147644043","53.6134147644043","53.6134147644043","45.85818099975586","45.85818099975586","45.85818099975586","188.83396911621094","188.83396911621094","188.83396911621094","53.15005874633789","53.15005874633789","53.15005874633789"
"318","0.8682284951210022","0.8682284951210022","0.8682284951210022","188.71446228027344","188.71446228027344","188.71446228027344","53.68584060668945","53.68584060668945","53.68584060668945","45.56698989868164","45.56698989868164","45.56698989868164","188.84243774414062","188.84243774414062","188.84243774414062","53.08926010131836","53.08926010131836","53.08926010131836"
"319","0.8306569457054138","0.8306569457054138","0.8306569457054138","188.71365356445312","188.71365356445312","188.71365356445312","53.82233428955078","53.82233428955078","53.82233428955078","45.52568435668945","45.52568435668945","45.52568435668945","188.83926391601562","188.83926391601562","188.83926391601562","52.74095916748047","52.74095916748047","52.74095916748047"
"320","0.8207117915153503","0.8207117915153503","0.8207117915153503","188.71347045898438","188.71347045898438","188.71347045898438","53.797733306884766","53.797733306884766","53.797733306884766","45.5136604309082","45.5136604309082","45.5136604309082","188.83139038085938","188.83139038085938","188.83139038085938","52.662681579589844","52.662681579589844","52.662681579589844"
"321","0.8310316801071167","0.8310316801071167","0.8310316801071167","188.71359252929688","188.71359252929688","188.71359252929688","53.852882385253906","53.852882385253906","53.852882385253906","45.54309844970703","45.54309844970703","45.54309844970703","188.83718872070312","188.83718872070312","188.83718872070312","52.260902404785156","52.260902404785156","52.260902404785156"
"322","0.8573039174079895","0.8573039174079895","0.8573039174079895","188.71429443359375","188.71429443359375","188.71429443359375","53.841163635253906","53.841163635253906","53.841163635253906","45.579044342041016","45.579044342041016","45.579044342041016","188.85891723632812","188.85891723632812","188.85891723632812","51.9281120300293","51.9281120300293","51.9281120300293"
"323","0.8450846672058105","0.8450846672058105","0.8450846672058105","188.71408081054688","188.71408081054688","188.71408081054688","53.74401092529297","53.74401092529297","53.74401092529297","45.28420639038086","45.28420639038086","45.28420639038086","188.8534698486328","188.8534698486328","188.8534698486328","52.172645568847656","52.172645568847656","52.172645568847656"
